Orthogroup	sacCer_protein	CBS138_protein
OG0001013	NP_013914.1	XP_448792.1
OG0001014	NP_013913.1	XP_448793.1
OG0001015	NP_013912.1	XP_448794.1
OG0001016	NP_013910.1	XP_448796.1
OG0001017	NP_013909.1	XP_448797.1
OG0001018	NP_012731.1	XP_448800.1
OG0001019	NP_012732.1	XP_445427.1
OG0001020	NP_012733.1	XP_445428.1
OG0001021	NP_012735.1	XP_445432.1
OG0001022	NP_012736.1	XP_445433.1
OG0001023	NP_012737.1	XP_445434.1
OG0001024	NP_012738.1	XP_445435.1
OG0001025	NP_012739.1	XP_445436.1
OG0001026	NP_012740.1	XP_445437.1
OG0001027	NP_010206.1	XP_445438.1
OG0001028	NP_010207.1	XP_445439.1
OG0001029	NP_010209.1	XP_445441.1
OG0001030	NP_010210.1	XP_445442.1
OG0001031	NP_010211.1	XP_445444.1
OG0001032	NP_010216.1	XP_445446.1
OG0001033	NP_010218.2	XP_445448.1
OG0001034	NP_010219.1	XP_445449.1
OG0001035	NP_010220.1	XP_445450.1
OG0001036	NP_010222.1	XP_445451.1
OG0001037	NP_010223.1	XP_445452.1
OG0001038	NP_010224.1	XP_445453.1
OG0001039	NP_010225.1	XP_445454.1
OG0001040	NP_010226.1	XP_445457.1
OG0001041	NP_010227.1	XP_445458.1
OG0001042	NP_010229.1	XP_445460.1
OG0001043	NP_014350.1	XP_445463.1
OG0001044	NP_009678.3	XP_445464.1
OG0001045	NP_009677.1	XP_445465.1
OG0001046	NP_015400.1	XP_445470.1
OG0001047	NP_015398.1	XP_445472.1
OG0001048	NP_015397.1	XP_445473.1
OG0001049	NP_009670.3	XP_445474.1
OG0001050	NP_015395.1	XP_445475.1
OG0001051	NP_015394.1	XP_445476.1
OG0001052	NP_015393.1	XP_445477.1
OG0001053	NP_009667.1	XP_445478.1
OG0001054	NP_015392.1	XP_445480.1
OG0001055	NP_015391.1	XP_445481.1
OG0001056	NP_015388.1	XP_445482.1
OG0001057	NP_015387.1	XP_445483.1
OG0001058	NP_015386.1	XP_445484.1
OG0001059	NP_015383.1	XP_445485.1
OG0001060	NP_015382.1	XP_445486.1
OG0001061	NP_015381.1	XP_445487.1
OG0001062	NP_015380.1	XP_445488.1
OG0001063	NP_015379.1	XP_445489.1
OG0001064	NP_009645.1	XP_445490.1
OG0001065	NP_009644.3	XP_445491.1
OG0001066	NP_011317.2	XP_445492.1
OG0001067	NP_011319.2	XP_445494.1
OG0001068	NP_011320.3	XP_445495.1
OG0001069	NP_013126.1	XP_445497.1
OG0001070	NP_013125.1	XP_445498.1
OG0001071	NP_012782.1	XP_445500.1
OG0001072	NP_012783.1	XP_445501.1
OG0001073	NP_690844.1	XP_002999528.1
OG0001074	NP_012784.1	XP_445502.1
OG0001075	NP_012785.2	XP_445503.1
OG0001076	NP_012787.1	XP_445504.1
OG0001077	NP_013834.1	XP_445505.1
OG0001078	NP_012788.2	XP_445506.1
OG0001079	NP_116636.1	XP_002999529.1
OG0001080	NP_116637.1	XP_445508.1
OG0001081	NP_014622.1	XP_445509.1
OG0001082	NP_014994.3	XP_445510.1
OG0001083	NP_014996.3	XP_445512.1
OG0001084	NP_014997.1	XP_445513.1
OG0001085	NP_014998.3	XP_445514.1
OG0001086	NP_014999.1	XP_445515.1
OG0001087	NP_013216.1	XP_445516.1
OG0001088	NP_013217.1	XP_445517.1
OG0001089	NP_013218.1	XP_445518.1
OG0001090	NP_013219.1	XP_445519.1
OG0001091	NP_013220.1	XP_445520.1
OG0001092	NP_014076.1	XP_445521.1
OG0001093	NP_014074.1	XP_445522.1
OG0001094	NP_014073.1	XP_445524.1
OG0001095	NP_014072.2	XP_445525.1
OG0001096	NP_014071.1	XP_445526.1
OG0001097	NP_014070.1	XP_445527.1
OG0001098	NP_014495.2	XP_445528.1
OG0001099	NP_014494.1	XP_445529.1
OG0001100	NP_012122.3	XP_445532.1
OG0001101	NP_012067.4	XP_445533.1
OG0001102	NP_012069.3	XP_445534.1
OG0001103	NP_013064.1	XP_445536.1
OG0001104	NP_011835.1	XP_445537.1
OG0001105	NP_013065.1	XP_445538.1
OG0001106	NP_013066.1	XP_445539.1
OG0001107	NP_013067.1	XP_445540.1
OG0001108	NP_013106.1	XP_445541.1
OG0001109	NP_013114.1	XP_445542.1
OG0001110	NP_013115.1	XP_445543.1
OG0001111	NP_013116.1	XP_445545.1
OG0001112	NP_012528.1	XP_445546.1
OG0001113	NP_012526.1	XP_445547.1
OG0001114	NP_012534.1	XP_445548.1
OG0001115	NP_012533.1	XP_445549.1
OG0001116	NP_013097.1	XP_445550.1
OG0001117	NP_012531.1	XP_445551.1
OG0001118	NP_013093.1	XP_445552.1
OG0001119	NP_012530.1	XP_445553.1
OG0001120	NP_012529.3	XP_445554.1
OG0001121	NP_013117.1	XP_445555.1
OG0001122	NP_013118.1	XP_445556.1
OG0001123	NP_013121.1	XP_445559.1
OG0001124	NP_013122.1	XP_445560.1
OG0001125	NP_013123.1	XP_445561.1
OG0001126	NP_013124.1	XP_445562.1
OG0001127	NP_012510.3	XP_445563.1
OG0001128	NP_012509.1	XP_445564.1
OG0001129	NP_012508.1	XP_445565.1
OG0001130	NP_011689.1	XP_445566.1
OG0001131	NP_012725.1	XP_445567.1
OG0001132	NP_012726.2	XP_445568.1
OG0001133	NP_012727.1	XP_445569.1
OG0001134	NP_012728.1	XP_445570.1
OG0001135	NP_012729.1	XP_445571.1
OG0001136	NP_013904.1	XP_445574.1
OG0001137	NP_015098.1	XP_445575.1
OG0001138	NP_013903.1	XP_445576.1
OG0001139	NP_015366.1	XP_445577.1
OG0001140	NP_011929.1	XP_445578.1
OG0001141	NP_011928.1	XP_445579.1
OG0001142	NP_011927.1	XP_445580.1
OG0001143	NP_011926.1	XP_445581.1
OG0001144	NP_011925.1	XP_445582.1
OG0001145	NP_011899.1	XP_445586.1
OG0001146	NP_011900.1	XP_445587.1
OG0001147	NP_011901.1	XP_445588.1
OG0001148	NP_011902.1	XP_445589.1
OG0001149	NP_011531.1	XP_445590.1
OG0001150	NP_011533.3	XP_445591.1
OG0001151	NP_011534.1	XP_445592.1
OG0001152	NP_011535.1	XP_445593.1
OG0001153	NP_011908.1	XP_445595.1
OG0001154	NP_011907.1	XP_445596.2
OG0001155	NP_012173.3	XP_445597.1
OG0001156	NP_012175.1	XP_445598.1
OG0001157	NP_012176.1	XP_445599.1
OG0001158	NP_013794.1	XP_445600.1
OG0001159	NP_013795.1	XP_445601.1
OG0001160	NP_013797.1	XP_445603.1
OG0001161	NP_010302.1	XP_445604.1
OG0001162	NP_010300.3	XP_445605.1
OG0001163	NP_010299.3	XP_002999530.1
OG0001164	NP_001035220.1	XP_445606.1
OG0001165	NP_010296.3	XP_445609.1
OG0001166	NP_015441.1	XP_445610.1
OG0001167	NP_015442.1	XP_445611.1
OG0001168	NP_015443.1	XP_445612.1
OG0001169	NP_015444.1	XP_445613.1
OG0001170	NP_015447.1	XP_445615.1
OG0001171	NP_015449.1	XP_445616.1
OG0001172	NP_015450.1	XP_445617.1
OG0001173	NP_015453.1	XP_445619.1
OG0001174	NP_015456.2	XP_445620.1
OG0001175	NP_015458.1	XP_445621.1
OG0001176	NP_015459.1	XP_002999531.1
OG0001177	NP_015461.1	XP_445623.1
OG0001178	NP_015463.1	XP_445624.1
OG0001179	NP_015465.1	XP_445626.1
OG0001180	NP_015466.1	XP_445627.1
OG0001181	NP_015467.1	XP_445628.1
OG0001182	NP_015469.1	XP_445629.1
OG0001183	NP_011639.3	XP_445630.1
OG0001184	NP_013061.1	XP_445631.1
OG0001185	NP_116692.1	XP_445634.1
OG0001186	NP_116691.3	XP_445635.1
OG0001187	NP_116690.3	XP_445636.1
OG0001188	NP_116689.1	XP_445637.1
OG0001189	NP_116687.1	XP_445638.1
OG0001190	NP_116686.3	XP_445639.1
OG0001191	NP_009815.1	XP_445640.1
OG0001192	NP_116328.4	XP_002999532.1
OG0001193	NP_009814.3	XP_445641.1
OG0001194	NP_009813.1	XP_445642.1
OG0001195	NP_009812.1	XP_445643.1
OG0001196	NP_009810.3	XP_445644.1
OG0001197	NP_015390.1	XP_445645.1
OG0001198	NP_011702.1	XP_445647.1
OG0001199	NP_011703.3	XP_445648.1
OG0001200	NP_013087.1	XP_445649.1
OG0001201	NP_013088.1	XP_445650.1
OG0001202	NP_013090.1	XP_445652.1
OG0001203	NP_013092.1	XP_445654.1
OG0001204	NP_013094.1	XP_445656.1
OG0001205	NP_013095.1	XP_445657.1
OG0001206	NP_013096.1	XP_445658.1
OG0001207	NP_012532.3	XP_445659.1
OG0001208	NP_013098.1	XP_445660.1
OG0001209	NP_013099.1	XP_445661.1
OG0001210	NP_013100.1	XP_445662.1
OG0001211	NP_013101.1	XP_445663.1
OG0001212	NP_012535.3	XP_445664.1
OG0001213	NP_011694.3	XP_445665.1
OG0001214	NP_011691.1	XP_445667.1
OG0001215	NP_011690.3	XP_445668.1
OG0001216	NP_012586.1	XP_445669.1
OG0001217	NP_012587.3	XP_445670.1
OG0001218	NP_012589.1	XP_445672.1
OG0001219	NP_011475.1	XP_445673.1
OG0001220	NP_001106172.4	XP_002999533.1
OG0001221	NP_011472.1	XP_445674.1
OG0001222	NP_011471.1	XP_445675.1
OG0001223	NP_011470.4	XP_445676.1
OG0001224	NP_011468.1	XP_445678.1
OG0001225	NP_011467.1	XP_445679.1
OG0001226	NP_011465.3	XP_445681.1
OG0001227	NP_013406.1	XP_445683.1
OG0001228	NP_013408.1	XP_445685.1
OG0001229	NP_013409.1	XP_445686.1
OG0001230	NP_013083.1	XP_445690.1
OG0001231	NP_013082.1	XP_445691.1
OG0001232	NP_013081.1	XP_445692.1
OG0001233	NP_015018.3	XP_445694.1
OG0001234	NP_013289.1	XP_445704.1
OG0001235	NP_010019.1	XP_445705.1
OG0001236	NP_010017.2	XP_445707.1
OG0001237	NP_010016.2	XP_445708.1
OG0001238	NP_010014.1	XP_445709.1
OG0001239	NP_010011.1	XP_445710.1
OG0001240	NP_010009.1	XP_445711.1
OG0001241	NP_010006.1	XP_445713.1
OG0001242	NP_010005.1	XP_445714.1
OG0001243	NP_010004.1	XP_445715.1
OG0001244	NP_010003.2	XP_445716.1
OG0001245	NP_010462.3	XP_445717.1
OG0001246	NP_010461.3	XP_445718.1
OG0001247	NP_010460.1	XP_445719.1
OG0001248	NP_010459.1	XP_445720.1
OG0001249	NP_010458.3	XP_445721.1
OG0001250	NP_010457.3	XP_445722.1
OG0001251	NP_010456.1	XP_445723.1
OG0001252	NP_010454.3	XP_445724.2
OG0001253	NP_013251.1	XP_445725.1
OG0001254	NP_010453.1	XP_445726.2
OG0001255	NP_010452.1	XP_445727.1
OG0001256	NP_010451.3	XP_445728.1
OG0001257	NP_010450.3	XP_445729.1
OG0001258	NP_010449.1	XP_445730.1
OG0001259	NP_010448.1	XP_445731.1
OG0001260	NP_010447.3	XP_445732.1
OG0001261	NP_010446.3	XP_445733.1
OG0001262	NP_010445.1	XP_445734.1
OG0001263	NP_010444.1	XP_445735.1
OG0001264	NP_010443.3	XP_445736.1
OG0001265	NP_010442.3	XP_445737.1
OG0001266	NP_010440.1	XP_445738.1
OG0001267	NP_010439.1	XP_445739.1
OG0001268	NP_010437.3	XP_445740.1
OG0001269	NP_010436.3	XP_445741.1
OG0001270	NP_010434.1	XP_445743.1
OG0001271	NP_010432.3	XP_445744.1
OG0001272	NP_010430.1	XP_445746.1
OG0001273	NP_010429.1	XP_445749.1
OG0001274	NP_010427.3	XP_445751.1
OG0001275	NP_014502.1	XP_445752.1
OG0001276	NP_014503.2	XP_445753.1
OG0001277	NP_014504.1	XP_445754.1
OG0001278	NP_014505.1	XP_445755.1
OG0001279	NP_014506.1	XP_445756.1
OG0001280	NP_014508.1	XP_002999535.1
OG0001281	NP_014086.1	XP_445757.1
OG0001282	NP_014509.1	XP_445758.1
OG0001283	NP_014512.1	XP_445760.1
OG0001284	NP_014515.2	XP_445763.1
OG0001285	NP_014516.1	XP_445772.1
OG0001286	NP_014517.1	XP_445773.1
OG0001287	NP_014519.1	XP_445775.1
OG0001288	NP_014522.1	XP_445778.1
OG0001289	NP_014524.1	XP_445779.1
OG0001290	NP_014527.1	XP_445782.1
OG0001291	NP_014530.1	XP_445784.1
OG0001292	NP_014531.1	XP_445785.2
OG0001293	NP_014110.1	XP_445787.1
OG0001294	NP_014630.1	XP_445789.1
OG0001295	NP_014631.1	XP_002999536.1
OG0001296	NP_014633.1	XP_445791.1
OG0001297	NP_014634.1	XP_445792.1
OG0001298	NP_014635.1	XP_445793.1
OG0001299	NP_014636.1	XP_445794.1
OG0001300	NP_014638.1	XP_445796.1
OG0001301	NP_014639.1	XP_445797.1
OG0001302	NP_014640.1	XP_445798.1
OG0001303	NP_014641.2	XP_445799.1
OG0001304	NP_014642.1	XP_445800.1
OG0001305	NP_014643.1	XP_445801.1
OG0001306	NP_013713.1	XP_445802.1
OG0001307	NP_014644.1	XP_445803.1
OG0001308	NP_014646.1	XP_445805.1
OG0001309	NP_014647.1	XP_445806.1
OG0001310	NP_014648.1	XP_445807.1
OG0001311	NP_014649.1	XP_445808.1
OG0001312	NP_009547.2	XP_445809.1
OG0001313	NP_009546.1	XP_445810.1
OG0001314	NP_009545.2	XP_445811.1
OG0001315	NP_009543.1	XP_445812.1
OG0001316	NP_009542.1	XP_445813.1
OG0001317	NP_009540.2	XP_445814.1
OG0001318	NP_009539.2	XP_445815.1
OG0001319	NP_011486.1	XP_445817.1
OG0001320	NP_011666.1	XP_445818.1
OG0001321	NP_011665.1	XP_445819.1
OG0001322	NP_011663.3	XP_445820.1
OG0001323	NP_011661.2	XP_445823.2
OG0001324	NP_011668.3	XP_445824.1
OG0001325	NP_011671.3	XP_445826.1
OG0001326	NP_011672.1	XP_445827.1
OG0001327	NP_011673.1	XP_445828.1
OG0001328	NP_011674.3	XP_445829.1
OG0001329	NP_011675.1	XP_445830.1
OG0001330	NP_011677.3	XP_445831.1
OG0001331	NP_011679.3	XP_445833.1
OG0001332	NP_013412.1	XP_445837.1
OG0001333	NP_013413.1	XP_445838.1
OG0001334	NP_013416.2	XP_445840.1
OG0001335	NP_013418.2	XP_445842.1
OG0001336	NP_011840.1	XP_445843.1
OG0001337	NP_011839.1	XP_445844.1
OG0001338	NP_011838.1	XP_445848.1
OG0001339	NP_011837.2	XP_445849.1
OG0001340	NP_011836.1	XP_445850.1
OG0001341	NP_011834.1	XP_445851.1
OG0001342	NP_013062.1	XP_445852.1
OG0001343	NP_011833.1	XP_445853.1
OG0001344	NP_011832.1	XP_445855.1
OG0001345	NP_011831.1	XP_445857.1
OG0001346	NP_011827.1	XP_445861.1
OG0001347	NP_011825.1	XP_445862.1
OG0001348	NP_013050.1	XP_445863.1
OG0001349	NP_011824.1	XP_445864.1
OG0001350	NP_010862.1	XP_445866.1
OG0001351	NP_010861.3	XP_445867.1
OG0001352	NP_009626.1	XP_445869.1
OG0001353	NP_013676.2	XP_445872.1
OG0001354	NP_013675.1	XP_445873.1
OG0001355	NP_013674.1	XP_445874.1
OG0001356	NP_011871.1	XP_445876.1
OG0001357	NP_011872.1	XP_445877.1
OG0001358	NP_011873.1	XP_445878.1
OG0001359	NP_011875.1	XP_445879.1
OG0001360	NP_011876.1	XP_445880.1
OG0001361	NP_011877.1	XP_445881.1
OG0001362	NP_014666.1	XP_445883.1
OG0001363	NP_014665.1	XP_445884.1
OG0001364	NP_014664.1	XP_445885.1
OG0001365	NP_010337.3	XP_445887.1
OG0001366	NP_010339.1	XP_445888.1
OG0001367	NP_010341.3	XP_445891.1
OG0001368	NP_010342.3	XP_445892.1
OG0001369	NP_010343.1	XP_445893.1
OG0001370	NP_010508.1	XP_445895.1
OG0001371	NP_010507.3	XP_445896.1
OG0001372	NP_010505.3	XP_445897.1
OG0001373	NP_010504.1	XP_445898.1
OG0001374	NP_010503.1	XP_445899.1
OG0001375	NP_010502.3	XP_445900.1
OG0001376	NP_010500.3	XP_445901.1
OG0001377	NP_011372.3	XP_445902.1
OG0001378	NP_116577.1	XP_445904.1
OG0001379	NP_011367.1	XP_445906.1
OG0001380	NP_011365.1	XP_445907.1
OG0001381	NP_011364.1	XP_445908.1
OG0001382	NP_011362.3	XP_445909.1
OG0001383	NP_011361.1	XP_445910.1
OG0001384	NP_011360.1	XP_445911.1
OG0001385	NP_011359.1	XP_445912.1
OG0001386	NP_014974.3	XP_445919.1
OG0001387	NP_014975.2	XP_445920.1
OG0001388	NP_014977.3	XP_445921.1
OG0001389	NP_014979.1	XP_445922.1
OG0001390	NP_014980.3	XP_445923.1
OG0001391	NP_014981.1	XP_445924.1
OG0001392	NP_014985.1	XP_445927.1
OG0001393	NP_014986.3	XP_445928.1
OG0001394	NP_014987.1	XP_445929.1
OG0001395	NP_014989.3	XP_445930.1
OG0001396	NP_014991.1	XP_445931.1
OG0001397	NP_014993.1	XP_445933.1
OG0001398	NP_015118.1	XP_445934.1
OG0001399	NP_015117.1	XP_445935.1
OG0001400	NP_015116.1	XP_445936.1
OG0001401	NP_015115.1	XP_445937.1
OG0001402	NP_015114.2	XP_445938.1
OG0001403	NP_015112.1	XP_445939.1
OG0001404	NP_015111.1	XP_445940.1
OG0001405	NP_015110.1	XP_445941.1
OG0001406	NP_015109.1	XP_445942.1
OG0001407	NP_015107.1	XP_445944.1
OG0001408	NP_015106.1	XP_445945.1
OG0001409	NP_015102.1	XP_445948.1
OG0001410	NP_015097.1	XP_445951.1
OG0001411	NP_015095.1	XP_445953.1
OG0001412	NP_015093.1	XP_445956.1
OG0001413	NP_015091.1	XP_445958.1
OG0001414	NP_015090.1	XP_445959.1
OG0001415	NP_012763.1	XP_445961.1
OG0001416	NP_012762.1	XP_445962.1
OG0001417	NP_012767.1	XP_445964.1
OG0001418	NP_012768.1	XP_445965.1
OG0001419	NP_012770.1	XP_445966.1
OG0001420	NP_012771.1	XP_445967.1
OG0001421	NP_012772.1	XP_445969.1
OG0001422	NP_012773.1	XP_445970.1
OG0001423	NP_012776.1	XP_445971.1
OG0001424	NP_012777.1	XP_445972.1
OG0001425	NP_012780.1	XP_445973.1
OG0001426	NP_012524.3	XP_445974.1
OG0001427	NP_010935.1	XP_445975.1
OG0001428	NP_014052.1	XP_445982.1
OG0001429	NP_012611.1	XP_445984.1
OG0001430	NP_012711.1	XP_445985.1
OG0001431	NP_012610.1	XP_445986.1
OG0001432	NP_012609.3	XP_445987.1
OG0001433	NP_012608.1	XP_445988.1
OG0001434	NP_012607.1	XP_445990.1
OG0001435	NP_012604.1	XP_445991.1
OG0001436	NP_012603.1	XP_445992.1
OG0001437	NP_012602.3	XP_445993.1
OG0001438	NP_012601.1	XP_445994.1
OG0001439	NP_012599.3	XP_445996.1
OG0001440	NP_012598.1	XP_445997.1
OG0001441	NP_012597.1	XP_445998.1
OG0001442	NP_010805.1	XP_445999.1
OG0001443	NP_009890.1	XP_446000.1
OG0001444	NP_014968.1	XP_446004.1
OG0001445	NP_014967.3	XP_446006.1
OG0001446	NP_014593.1	XP_446010.1
OG0001447	NP_014594.2	XP_446011.1
OG0001448	NP_014595.2	XP_446012.1
OG0001449	NP_014598.1	XP_446014.1
OG0001450	NP_014600.1	XP_446017.1
OG0001451	NP_014601.1	XP_446018.1
OG0001452	NP_014602.1	XP_446019.1
OG0001453	NP_014611.1	XP_446021.1
OG0001454	NP_014610.1	XP_446022.1
OG0001455	NP_014609.1	XP_446023.1
OG0001456	NP_014608.1	XP_446024.1
OG0001457	NP_014604.1	XP_446026.1
OG0001458	NP_014616.1	XP_446027.1
OG0001459	NP_014615.1	XP_446028.1
OG0001460	NP_014613.1	XP_446029.1
OG0001461	NP_014612.1	XP_446030.1
OG0001462	NP_014660.1	XP_446031.1
OG0001463	NP_014657.1	XP_446032.1
OG0001464	NP_014650.1	XP_446037.1
OG0001465	NP_013170.1	XP_446038.1
OG0001466	NP_013169.1	XP_446039.1
OG0001467	NP_013168.1	XP_446040.1
OG0001468	NP_013167.1	XP_446041.1
OG0001469	NP_013166.1	XP_446042.1
OG0001470	NP_013165.1	XP_446043.1
OG0001471	NP_013164.1	XP_446044.1
OG0001472	NP_013161.1	XP_446046.1
OG0001473	NP_013160.1	XP_446047.1
OG0001474	NP_013159.1	XP_446048.1
OG0001475	NP_013158.1	XP_446049.1
OG0001476	NP_013157.1	XP_446050.1
OG0001477	NP_013156.1	XP_446052.1
OG0001478	NP_013155.2	XP_446053.1
OG0001479	NP_013153.1	XP_446055.1
OG0001480	NP_013152.1	XP_446056.1
OG0001481	NP_013150.1	XP_446058.1
OG0001482	NP_013151.1	XP_446059.1
OG0001483	NP_570898.1	XP_446060.1
OG0001484	NP_015307.1	XP_446061.1
OG0001485	NP_116647.1	XP_446063.1
OG0001486	NP_116650.1	XP_446065.1
OG0001487	NP_116652.1	XP_446067.1
OG0001488	NP_116661.1	XP_446068.1
OG0001489	NP_116658.1	XP_446069.1
OG0001490	NP_116656.1	XP_446071.1
OG0001491	NP_116662.1	XP_446072.1
OG0001492	NP_116663.1	XP_446073.1
OG0001493	NP_012334.1	XP_446076.1
OG0001494	NP_012332.1	XP_446077.1
OG0001495	NP_012331.1	XP_446078.1
OG0001496	NP_012330.1	XP_002999538.1
OG0001497	NP_012329.1	XP_446079.1
OG0001498	NP_010686.1	XP_446080.1
OG0001499	NP_010687.3	XP_446081.1
OG0001500	NP_010688.4	XP_446082.1
OG0001501	NP_010690.1	XP_446083.1
OG0001502	NP_010691.1	XP_446085.1
OG0001503	NP_010692.3	XP_446086.1
OG0001504	NP_010693.3	XP_446087.1
OG0001505	NP_010695.1	XP_446089.1
OG0001506	NP_010696.3	XP_446090.1
OG0001507	NP_010698.1	XP_446092.1
OG0001508	NP_010699.1	XP_446093.1
OG0001509	NP_010700.3	XP_446094.1
OG0001510	NP_010702.4	XP_446095.1
OG0001511	NP_010703.1	XP_446096.1
OG0001512	NP_010704.1	XP_446097.1
OG0001513	NP_010707.3	XP_446099.1
OG0001514	NP_010708.1	XP_446100.1
OG0001515	NP_010709.1	XP_446101.1
OG0001516	NP_010710.4	XP_446102.1
OG0001517	NP_010711.3	XP_446103.1
OG0001518	NP_010712.1	XP_446104.1
OG0001519	NP_010713.1	XP_446105.1
OG0001520	NP_010715.3	XP_446106.1
OG0001521	NP_010718.1	XP_446107.1
OG0001522	NP_010722.3	XP_446108.1
OG0001523	NP_010723.1	XP_446109.1
OG0001524	NP_011946.1	XP_446111.1
OG0001525	NP_011947.2	XP_002999539.1
OG0001526	NP_011949.1	XP_446113.1
OG0001527	NP_011950.1	XP_446114.1
OG0001528	NP_013997.1	XP_446115.1
OG0001529	NP_013999.1	XP_446117.1
OG0001530	NP_014001.1	XP_446119.1
OG0001531	NP_012351.1	XP_446121.1
OG0001532	NP_015156.1	XP_446123.1
OG0001533	NP_015155.1	XP_446124.1
OG0001534	NP_015150.2	XP_446126.1
OG0001535	NP_015151.1	XP_446127.1
OG0001536	NP_015152.1	XP_446129.1
OG0001537	NP_015153.1	XP_446130.1
OG0001538	NP_013941.2	XP_446132.1
OG0001539	NP_013940.1	XP_446133.1
OG0001540	NP_013939.1	XP_446134.1
OG0001541	NP_013938.1	XP_446135.1
OG0001542	NP_013937.1	XP_446136.1
OG0001543	NP_013936.1	XP_446137.1
OG0001544	NP_013935.1	XP_446138.1
OG0001545	NP_013942.1	XP_446139.1
OG0001546	NP_013943.1	XP_446140.1
OG0001547	NP_013944.1	XP_446141.1
OG0001548	NP_013945.1	XP_446142.1
OG0001549	NP_013947.1	XP_446144.1
OG0001550	NP_013948.1	XP_446145.1
OG0001551	NP_009639.3	XP_446148.1
OG0001552	NP_009525.1	XP_446149.1
OG0001553	NP_009524.1	XP_446150.1
OG0001554	NP_076874.1	XP_446153.1
OG0001555	NP_009522.1	XP_446155.1
OG0001556	NP_009521.1	XP_446156.1
OG0001557	NP_009520.1	XP_446157.1
OG0001558	NP_009519.1	XP_446158.1
OG0001559	NP_009518.1	XP_446159.1
OG0001560	NP_009643.2	XP_446160.1
OG0001561	NP_009517.1	XP_446161.1
OG0001562	NP_009516.1	XP_446162.1
OG0001563	NP_009515.1	XP_446163.1
OG0001564	NP_009513.1	XP_446165.1
OG0001565	NP_009512.1	XP_446166.1
OG0001566	NP_009511.1	XP_446167.1
OG0001567	NP_009510.1	XP_446168.1
OG0001568	NP_009508.1	XP_446170.1
OG0001569	NP_009507.1	XP_446171.1
OG0001570	NP_009506.1	XP_446172.1
OG0001571	NP_009504.1	XP_446173.1
OG0001572	NP_009503.1	XP_446174.1
OG0001573	NP_013358.1	XP_446175.1
OG0001574	NP_014626.1	XP_446177.1
OG0001575	NP_012130.1	XP_446180.1
OG0001576	NP_015481.1	XP_446182.1
OG0001577	NP_015486.1	XP_446184.1
OG0001578	NP_014821.3	XP_446185.1
OG0001579	NP_013376.1	XP_446186.1
OG0001580	NP_013377.1	XP_446187.1
OG0001581	NP_013378.1	XP_446188.1
OG0001582	NP_013379.1	XP_446189.1
OG0001583	NP_013383.1	XP_446190.1
OG0001584	NP_013385.1	XP_446191.1
OG0001585	NP_013516.1	XP_446193.1
OG0001586	NP_010773.4	XP_446196.1
OG0001587	NP_010772.1	XP_446197.1
OG0001588	NP_009711.3	XP_446198.1
OG0001589	NP_009710.3	XP_446199.1
OG0001590	NP_009709.1	XP_446200.1
OG0001591	NP_013330.1	XP_446201.1
OG0001592	NP_010496.3	XP_002999540.1
OG0001593	NP_010494.1	XP_446202.1
OG0001594	NP_010493.1	XP_446203.1
OG0001595	NP_010491.4	XP_446205.1
OG0001596	NP_010490.1	XP_446206.1
OG0001597	NP_010488.1	XP_446207.1
OG0001598	NP_010487.3	XP_446208.1
OG0001599	NP_010486.3	XP_446209.1
OG0001600	NP_010484.1	XP_446210.1
OG0001601	NP_010483.1	XP_446211.1
OG0001602	NP_010482.3	XP_446212.1
OG0001603	NP_010480.1	XP_446213.1
OG0001604	NP_010478.3	XP_446214.1
OG0001605	NP_010477.3	XP_446215.1
OG0001606	NP_010476.1	XP_446216.1
OG0001607	NP_010475.1	XP_446217.1
OG0001608	NP_010472.3	XP_446218.1
OG0001609	NP_010470.1	XP_446219.1
OG0001610	NP_010469.3	XP_446220.1
OG0001611	NP_010468.1	XP_446221.1
OG0001612	NP_010467.1	XP_446222.1
OG0001613	NP_010466.3	XP_446223.1
OG0001614	NP_010465.4	XP_446224.1
OG0001615	NP_010464.1	XP_446225.1
OG0001616	NP_013746.1	XP_446227.1
OG0001617	NP_013747.1	XP_446228.1
OG0001618	NP_013749.1	XP_446230.1
OG0001619	NP_013750.1	XP_446231.1
OG0001620	NP_013752.1	XP_446233.1
OG0001621	NP_013753.1	XP_446234.1
OG0001622	NP_013755.1	XP_446235.1
OG0001623	NP_012854.1	XP_446236.1
OG0001624	NP_013763.1	XP_446237.1
OG0001625	NP_013758.1	XP_446239.1
OG0001626	NP_013757.1	XP_446240.1
OG0001627	NP_013756.1	XP_446241.1
OG0001628	NP_012850.1	XP_446244.1
OG0001629	NP_013771.1	XP_446245.1
OG0001630	NP_013774.1	XP_446246.1
OG0001631	NP_013775.2	XP_446247.1
OG0001632	NP_013776.1	XP_446248.1
OG0001633	NP_013777.1	XP_446249.1
OG0001634	NP_013778.1	XP_446250.1
OG0001635	NP_012845.1	XP_446251.1
OG0001636	NP_013779.1	XP_446252.1
OG0001637	NP_013780.1	XP_446253.1
OG0001638	NP_013781.1	XP_446254.1
OG0001639	NP_013782.1	XP_446255.1
OG0001640	NP_013783.1	XP_446256.1
OG0001641	NP_013784.1	XP_446257.1
OG0001642	NP_011868.1	XP_446258.1
OG0001643	NP_011869.1	XP_002999541.1
OG0001644	NP_012288.1	XP_446260.1
OG0001645	NP_012289.3	XP_446261.1
OG0001646	NP_012290.1	XP_446262.1
