Orthogroup	CBS138_protein	BG2_protein
OG0001027	XP_445438.1	QNG12783.1
OG0001028	XP_445439.1	QNG12784.1
OG0001029	XP_445441.1	QNG12786.1
OG0001030	XP_445442.1	QNG12787.1
OG0001031	XP_445444.1	QNG12789.1
OG0001032	XP_445446.1	QNG12791.1
OG0001033	XP_445448.1	QNG12793.1
OG0001034	XP_445449.1	QNG12794.1
OG0001035	XP_445450.1	QNG12795.1
OG0001036	XP_445451.1	QNG12797.1
OG0001037	XP_445452.1	QNG12798.1
OG0001038	XP_445453.1	QNG12799.1
OG0001039	XP_445454.1	QNG12800.1
OG0001040	XP_445457.1	QNG12802.1
OG0001041	XP_445458.1	QNG12803.1
OG0001042	XP_445460.1	QNG12805.1
OG0001043	XP_445463.1	QNG12808.1
OG0001044	XP_445464.1	QNG12809.1
OG0001045	XP_445465.1	QNG12810.1
OG0001046	XP_445470.1	QNG12816.1
OG0001047	XP_445472.1	QNG12818.1
OG0001048	XP_445473.1	QNG12819.1
OG0001049	XP_445474.1	QNG12820.1
OG0001050	XP_445475.1	QNG12821.1
OG0001051	XP_445476.1	QNG12822.1
OG0001052	XP_445477.1	QNG12823.1
OG0001053	XP_445478.1	QNG12824.1
OG0001054	XP_445480.1	QNG12826.1
OG0001055	XP_445481.1	QNG12827.1
OG0001056	XP_445482.1	QNG12828.1
OG0001057	XP_445483.1	QNG12829.1
OG0001058	XP_445484.1	QNG12830.1
OG0001059	XP_445485.1	QNG12831.1
OG0001060	XP_445486.1	QNG12832.1
OG0001061	XP_445487.1	QNG12833.1
OG0001062	XP_445488.1	QNG12834.1
OG0001063	XP_445489.1	QNG12835.1
OG0001064	XP_445490.1	QNG12836.1
OG0001065	XP_445491.1	QNG12837.1
OG0001066	XP_445492.1	QNG12838.1
OG0001067	XP_445494.1	QNG12840.1
OG0001068	XP_445495.1	QNG12841.1
OG0001069	XP_445497.1	QNG12844.1
OG0001070	XP_445498.1	QNG12845.1
OG0001071	XP_445500.1	QNG12847.1
OG0001072	XP_445501.1	QNG12848.1
OG0001073	XP_002999528.1	QNG12849.1
OG0001074	XP_445502.1	QNG12850.1
OG0001075	XP_445503.1	QNG12851.1
OG0001076	XP_445504.1	QNG12852.1
OG0001077	XP_445505.1	QNG12853.1
OG0001078	XP_445506.1	QNG12854.1
OG0001079	XP_002999529.1	QNG12856.1
OG0001080	XP_445508.1	QNG12857.1
OG0001081	XP_445509.1	QNG12858.1
OG0001082	XP_445510.1	QNG12859.1
OG0001083	XP_445512.1	QNG12861.1
OG0001084	XP_445513.1	QNG12862.1
OG0001085	XP_445514.1	QNG12863.1
OG0001086	XP_445515.1	QNG12864.1
OG0001087	XP_445516.1	QNG12865.1
OG0001088	XP_445517.1	QNG12866.1
OG0001089	XP_445518.1	QNG12867.1
OG0001090	XP_445519.1	QNG12868.1
OG0001091	XP_445520.1	QNG12869.1
OG0001092	XP_445521.1	QNG12870.1
OG0001093	XP_445522.1	QNG12871.1
OG0001094	XP_445524.1	QNG12873.1
OG0001095	XP_445525.1	QNG12874.1
OG0001096	XP_445526.1	QNG12875.1
OG0001097	XP_445527.1	QNG12876.1
OG0001098	XP_445528.1	QNG12877.1
OG0001099	XP_445529.1	QNG12878.1
OG0001100	XP_445532.1	QNG12881.1
OG0001101	XP_445533.1	QNG12882.1
OG0001102	XP_445534.1	QNG12883.1
OG0001103	XP_445536.1	QNG12885.1
OG0001104	XP_445537.1	QNG12886.1
OG0001105	XP_445538.1	QNG12887.1
OG0001106	XP_445539.1	QNG12888.1
OG0001107	XP_445540.1	QNG12889.1
OG0001108	XP_445541.1	QNG12890.1
OG0001109	XP_445542.1	QNG12891.1
OG0001110	XP_445543.1	QNG12892.1
OG0001111	XP_445545.1	QNG12894.1
OG0001112	XP_445546.1	QNG12895.1
OG0001113	XP_445547.1	QNG12896.1
OG0001114	XP_445548.1	QNG12897.1
OG0001115	XP_445549.1	QNG12898.1
OG0001116	XP_445550.1	QNG12899.1
OG0001117	XP_445551.1	QNG12900.1
OG0001118	XP_445552.1	QNG12901.1
OG0001119	XP_445553.1	QNG12902.1
OG0001120	XP_445554.1	QNG12903.1
OG0001121	XP_445555.1	QNG12904.1
OG0001122	XP_445556.1	QNG12905.1
OG0001123	XP_445559.1	QNG12908.1
OG0001124	XP_445560.1	QNG12909.1
OG0001125	XP_445561.1	QNG12910.1
OG0001126	XP_445562.1	QNG12911.1
OG0001127	XP_445563.1	QNG12912.1
OG0001128	XP_445564.1	QNG12913.1
OG0001129	XP_445565.1	QNG12914.1
OG0001130	XP_445566.1	QNG12915.1
OG0001131	XP_445567.1	QNG12916.1
OG0001132	XP_445568.1	QNG12917.1
OG0001133	XP_445569.1	QNG12918.1
OG0001134	XP_445570.1	QNG12919.1
OG0001135	XP_445571.1	QNG12920.1
OG0001136	XP_445574.1	QNG12923.1
OG0001137	XP_445575.1	QNG12924.1
OG0001138	XP_445576.1	QNG12925.1
OG0001139	XP_445577.1	QNG12926.1
OG0001140	XP_445578.1	QNG12927.1
OG0001141	XP_445579.1	QNG12928.1
OG0001142	XP_445580.1	QNG12929.1
OG0001143	XP_445581.1	QNG12930.1
OG0001144	XP_445582.1	QNG12931.1
OG0001145	XP_445586.1	QNG12935.1
OG0001146	XP_445587.1	QNG12936.1
OG0001147	XP_445588.1	QNG12937.1
OG0001148	XP_445589.1	QNG12938.1
OG0001149	XP_445590.1	QNG12939.1
OG0001150	XP_445591.1	QNG12940.1
OG0001151	XP_445592.1	QNG12941.1
OG0001152	XP_445593.1	QNG12942.1
OG0001153	XP_445595.1	QNG12944.1
OG0001154	XP_445596.2	QNG12945.1
OG0001155	XP_445597.1	QNG12946.1
OG0001156	XP_445598.1	QNG12947.1
OG0001157	XP_445599.1	QNG12948.1
OG0001158	XP_445600.1	QNG12949.1
OG0001159	XP_445601.1	QNG12950.1
OG0001160	XP_445603.1	QNG12952.1
OG0001161	XP_445604.1	QNG12953.1
OG0001162	XP_445605.1	QNG12954.1
OG0001163	XP_002999530.1	QNG12955.1
OG0001164	XP_445606.1	QNG12956.1
OG0001165	XP_445609.1	QNG12959.1
OG0001166	XP_445610.1	QNG12960.1
OG0001167	XP_445611.1	QNG12961.1
OG0001168	XP_445612.1	QNG12962.1
OG0001169	XP_445613.1	QNG12963.1
OG0001170	XP_445615.1	QNG12965.1
OG0001171	XP_445616.1	QNG12966.1
OG0001172	XP_445617.1	QNG12967.1
OG0001173	XP_445619.1	QNG12969.1
OG0001174	XP_445620.1	QNG12970.1
OG0001175	XP_445621.1	QNG12971.1
OG0001176	XP_002999531.1	QNG12972.1
OG0001177	XP_445623.1	QNG12974.1
OG0001178	XP_445624.1	QNG12975.1
OG0001179	XP_445626.1	QNG12977.1
OG0001180	XP_445627.1	QNG12978.1
OG0001181	XP_445628.1	QNG12979.1
OG0001182	XP_445629.1	QNG12980.1
OG0001183	XP_445630.1	QNG12981.1
OG0001184	XP_445631.1	QNG12982.1
OG0001185	XP_445634.1	QNG12985.1
OG0001186	XP_445635.1	QNG12986.1
OG0001187	XP_445636.1	QNG12987.1
OG0001188	XP_445637.1	QNG12988.1
OG0001189	XP_445638.1	QNG12989.1
OG0001190	XP_445639.1	QNG12990.1
OG0001191	XP_445640.1	QNG12991.1
OG0001192	XP_002999532.1	QNG12992.1
OG0001193	XP_445641.1	QNG12993.1
OG0001194	XP_445642.1	QNG12994.1
OG0001195	XP_445643.1	QNG12995.1
OG0001196	XP_445644.1	QNG12996.1
OG0001197	XP_445645.1	QNG12997.1
OG0001198	XP_445647.1	QNG12998.1
OG0001199	XP_445648.1	QNG12999.1
OG0001200	XP_445649.1	QNG13000.1
OG0001201	XP_445650.1	QNG13001.1
OG0001202	XP_445652.1	QNG13003.1
OG0001203	XP_445654.1	QNG13005.1
OG0001204	XP_445656.1	QNG13007.1
OG0001205	XP_445657.1	QNG13008.1
OG0001206	XP_445658.1	QNG13009.1
OG0001207	XP_445659.1	QNG13010.1
OG0001208	XP_445660.1	QNG13011.1
OG0001209	XP_445661.1	QNG13012.1
OG0001210	XP_445662.1	QNG13013.1
OG0001211	XP_445663.1	QNG13014.1
OG0001212	XP_445664.1	QNG13015.1
OG0001213	XP_445665.1	QNG13016.1
OG0001214	XP_445667.1	QNG13018.1
OG0001215	XP_445668.1	QNG13019.1
OG0001216	XP_445669.1	QNG13020.1
OG0001217	XP_445670.1	QNG13021.1
OG0001218	XP_445672.1	QNG13023.1
OG0001219	XP_445673.1	QNG13024.1
OG0001220	XP_002999533.1	QNG13025.1
OG0001221	XP_445674.1	QNG13026.1
OG0001222	XP_445675.1	QNG13027.1
OG0001223	XP_445676.1	QNG13028.1
OG0001224	XP_445678.1	QNG13030.1
OG0001225	XP_445679.1	QNG13031.1
OG0001226	XP_445681.1	QNG13033.1
OG0001227	XP_445683.1	QNG13035.1
OG0001228	XP_445685.1	QNG13037.1
OG0001229	XP_445686.1	QNG13038.1
OG0001230	XP_445690.1	QNG13042.1
OG0001231	XP_445691.1	QNG13043.1
OG0001232	XP_445692.1	QNG13044.1
OG0001233	XP_445694.1	QNG13046.1
OG0001234	XP_445704.1	QNG13055.1
OG0001235	XP_445705.1	QNG13056.1
OG0001236	XP_445707.1	QNG13058.1
OG0001237	XP_445708.1	QNG13059.1
OG0001238	XP_445709.1	QNG13060.1
OG0001239	XP_445710.1	QNG13061.1
OG0001240	XP_445711.1	QNG13062.1
OG0001241	XP_445713.1	QNG13064.1
OG0001242	XP_445714.1	QNG13065.1
OG0001243	XP_445715.1	QNG13066.1
OG0001244	XP_445716.1	QNG13067.1
OG0001245	XP_445717.1	QNG13068.1
OG0001246	XP_445718.1	QNG13069.1
OG0001247	XP_445719.1	QNG13070.1
OG0001248	XP_445720.1	QNG13071.1
OG0001249	XP_445721.1	QNG13072.1
OG0001250	XP_445722.1	QNG13073.1
OG0001251	XP_445723.1	QNG13074.1
OG0001252	XP_445724.2	QNG13075.1
OG0001253	XP_445725.1	QNG13076.1
OG0001254	XP_445726.2	QNG13077.1
OG0001255	XP_445727.1	QNG13078.1
OG0001256	XP_445728.1	QNG13079.1
OG0001257	XP_445729.1	QNG13080.1
OG0001258	XP_445730.1	QNG13081.1
OG0001259	XP_445731.1	QNG13082.1
OG0001260	XP_445732.1	QNG13083.1
OG0001261	XP_445733.1	QNG13084.1
OG0001262	XP_445734.1	QNG13085.1
OG0001263	XP_445735.1	QNG13086.1
OG0001264	XP_445736.1	QNG13087.1
OG0001265	XP_445737.1	QNG13088.1
OG0001266	XP_445738.1	QNG13089.1
OG0001267	XP_445739.1	QNG13090.1
OG0001268	XP_445740.1	QNG13091.1
OG0001269	XP_445741.1	QNG13092.1
OG0001270	XP_445743.1	QNG13094.1
OG0001271	XP_445744.1	QNG13095.1
OG0001272	XP_445746.1	QNG13097.1
OG0001273	XP_445749.1	QNG13099.1
OG0001274	XP_445751.1	QNG13101.1
OG0001275	XP_445752.1	QNG13102.1
OG0001276	XP_445753.1	QNG13103.1
OG0001277	XP_445754.1	QNG13104.1
OG0001278	XP_445755.1	QNG13105.1
OG0001279	XP_445756.1	QNG13106.1
OG0001280	XP_002999535.1	QNG13107.1
OG0001281	XP_445757.1	QNG13108.1
OG0001282	XP_445758.1	QNG13109.1
OG0001283	XP_445760.1	QNG13111.1
OG0001284	XP_445763.1	QNG13113.1
OG0001285	XP_445772.1	QNG13122.1
OG0001286	XP_445773.1	QNG13123.1
OG0001287	XP_445775.1	QNG13125.1
OG0001288	XP_445778.1	QNG13128.1
OG0001289	XP_445779.1	QNG13129.1
OG0001290	XP_445782.1	QNG13132.1
OG0001291	XP_445784.1	QNG13134.1
OG0001292	XP_445785.2	QNG13135.1
OG0001293	XP_445787.1	QNG13137.1
OG0001294	XP_445789.1	QNG13139.1
OG0001295	XP_002999536.1	QNG13140.1
OG0001296	XP_445791.1	QNG13142.1
OG0001297	XP_445792.1	QNG13143.1
OG0001298	XP_445793.1	QNG13144.1
OG0001299	XP_445794.1	QNG13145.1
OG0001300	XP_445796.1	QNG13147.1
OG0001301	XP_445797.1	QNG13148.1
OG0001302	XP_445798.1	QNG13149.1
OG0001303	XP_445799.1	QNG13150.1
OG0001304	XP_445800.1	QNG13151.1
OG0001305	XP_445801.1	QNG13152.1
OG0001306	XP_445802.1	QNG13153.1
OG0001307	XP_445803.1	QNG13154.1
OG0001308	XP_445805.1	QNG13156.1
OG0001309	XP_445806.1	QNG13157.1
OG0001310	XP_445807.1	QNG13158.1
OG0001311	XP_445808.1	QNG13159.1
OG0001312	XP_445809.1	QNG13160.1
OG0001313	XP_445810.1	QNG13161.1
OG0001314	XP_445811.1	QNG13162.1
OG0001315	XP_445812.1	QNG13163.1
OG0001316	XP_445813.1	QNG13164.1
OG0001317	XP_445814.1	QNG13165.1
OG0001318	XP_445815.1	QNG13166.1
OG0001319	XP_445817.1	QNG13168.1
OG0001320	XP_445818.1	QNG13169.1
OG0001321	XP_445819.1	QNG13170.1
OG0001322	XP_445820.1	QNG13171.1
OG0001323	XP_445823.2	QNG13173.1
OG0001324	XP_445824.1	QNG13174.1
OG0001325	XP_445826.1	QNG13175.1
OG0001326	XP_445827.1	QNG13176.1
OG0001327	XP_445828.1	QNG13177.1
OG0001328	XP_445829.1	QNG13178.1
OG0001329	XP_445830.1	QNG13179.1
OG0001330	XP_445831.1	QNG13180.1
OG0001331	XP_445833.1	QNG13182.1
OG0001332	XP_445837.1	QNG13186.1
OG0001333	XP_445838.1	QNG13187.1
OG0001334	XP_445840.1	QNG13189.1
OG0001335	XP_445842.1	QNG13191.1
OG0001336	XP_445843.1	QNG13192.1
OG0001337	XP_445844.1	QNG13193.1
OG0001338	XP_445848.1	QNG13196.1
OG0001339	XP_445849.1	QNG13197.1
OG0001340	XP_445850.1	QNG13198.1
OG0001341	XP_445851.1	QNG13199.1
OG0001342	XP_445852.1	QNG13200.1
OG0001343	XP_445853.1	QNG13201.1
OG0001344	XP_445855.1	QNG13203.1
OG0001345	XP_445857.1	QNG13205.1
OG0001346	XP_445861.1	QNG13209.1
OG0001347	XP_445862.1	QNG13210.1
OG0001348	XP_445863.1	QNG13211.1
OG0001349	XP_445864.1	QNG13212.1
OG0001350	XP_445866.1	QNG13214.1
OG0001351	XP_445867.1	QNG13215.1
OG0001352	XP_445869.1	QNG13217.1
OG0001353	XP_445872.1	QNG13219.1
OG0001354	XP_445873.1	QNG13220.1
OG0001355	XP_445874.1	QNG13221.1
OG0001356	XP_445876.1	QNG13223.1
OG0001357	XP_445877.1	QNG13224.1
OG0001358	XP_445878.1	QNG13225.1
OG0001359	XP_445879.1	QNG13226.1
OG0001360	XP_445880.1	QNG13227.1
OG0001361	XP_445881.1	QNG13228.1
OG0001362	XP_445883.1	QNG13230.1
OG0001363	XP_445884.1	QNG13231.1
OG0001364	XP_445885.1	QNG13232.1
OG0001365	XP_445887.1	QNG13235.1
OG0001366	XP_445888.1	QNG13236.1
OG0001367	XP_445891.1	QNG13239.1
OG0001368	XP_445892.1	QNG13240.1
OG0001369	XP_445893.1	QNG13241.1
OG0001370	XP_445895.1	QNG13243.1
OG0001371	XP_445896.1	QNG13244.1
OG0001372	XP_445897.1	QNG13245.1
OG0001373	XP_445898.1	QNG13246.1
OG0001374	XP_445899.1	QNG13247.1
OG0001375	XP_445900.1	QNG13248.1
OG0001376	XP_445901.1	QNG13249.1
OG0001377	XP_445902.1	QNG13250.1
OG0001378	XP_445904.1	QNG13252.1
OG0001379	XP_445906.1	QNG13254.1
OG0001380	XP_445907.1	QNG13255.1
OG0001381	XP_445908.1	QNG13256.1
OG0001382	XP_445909.1	QNG13257.1
OG0001383	XP_445910.1	QNG13258.1
OG0001384	XP_445911.1	QNG13259.1
OG0001385	XP_445912.1	QNG13260.1
OG0001386	XP_445919.1	QNG13265.1
OG0001387	XP_445920.1	QNG13266.1
OG0001388	XP_445921.1	QNG13267.1
OG0001389	XP_445922.1	QNG13268.1
OG0001390	XP_445923.1	QNG13269.1
OG0001391	XP_445924.1	QNG13270.1
OG0001392	XP_445927.1	QNG13273.1
OG0001393	XP_445928.1	QNG13274.1
OG0001394	XP_445929.1	QNG13275.1
OG0001395	XP_445930.1	QNG13276.1
OG0001396	XP_445931.1	QNG13277.1
OG0001397	XP_445933.1	QNG13279.1
OG0001398	XP_445934.1	QNG13280.1
OG0001399	XP_445935.1	QNG13281.1
OG0001400	XP_445936.1	QNG13282.1
OG0001401	XP_445937.1	QNG13283.1
OG0001402	XP_445938.1	QNG13284.1
OG0001403	XP_445939.1	QNG13285.1
OG0001404	XP_445940.1	QNG13286.1
OG0001405	XP_445941.1	QNG13287.1
OG0001406	XP_445942.1	QNG13288.1
OG0001407	XP_445944.1	QNG13289.1
OG0001408	XP_445945.1	QNG13290.1
OG0001409	XP_445948.1	QNG13293.1
OG0001410	XP_445951.1	QNG13296.1
OG0001411	XP_445953.1	QNG13298.1
OG0001412	XP_445956.1	QNG13301.1
OG0001413	XP_445958.1	QNG13303.1
OG0001414	XP_445959.1	QNG13304.1
OG0001415	XP_445961.1	QNG13306.1
OG0001416	XP_445962.1	QNG13307.1
OG0001417	XP_445964.1	QNG13309.1
OG0001418	XP_445965.1	QNG13310.1
OG0001419	XP_445966.1	QNG13311.1
OG0001420	XP_445967.1	QNG13312.1
OG0001421	XP_445969.1	QNG13314.1
OG0001422	XP_445970.1	QNG13315.1
OG0001423	XP_445971.1	QNG13316.1
OG0001424	XP_445972.1	QNG13317.1
OG0001425	XP_445973.1	QNG13318.1
OG0001426	XP_445974.1	QNG13319.1
OG0001427	XP_445975.1	QNG13320.1
OG0001428	XP_445982.1	QNG13327.1
OG0001429	XP_445984.1	QNG13329.1
OG0001430	XP_445985.1	QNG13330.1
OG0001431	XP_445986.1	QNG13331.1
OG0001432	XP_445987.1	QNG13332.1
OG0001433	XP_445988.1	QNG13333.1
OG0001434	XP_445990.1	QNG13335.1
OG0001435	XP_445991.1	QNG13336.1
OG0001436	XP_445992.1	QNG13337.1
OG0001437	XP_445993.1	QNG13338.1
OG0001438	XP_445994.1	QNG13339.1
OG0001439	XP_445996.1	QNG13341.1
OG0001440	XP_445997.1	QNG13342.1
OG0001441	XP_445998.1	QNG13343.1
OG0001442	XP_445999.1	QNG13344.1
OG0001443	XP_446000.1	QNG13345.1
OG0001444	XP_446004.1	QNG13349.1
OG0001445	XP_446006.1	QNG13351.1
OG0001446	XP_446010.1	QNG13354.1
OG0001447	XP_446011.1	QNG13355.1
OG0001448	XP_446012.1	QNG13356.1
OG0001449	XP_446014.1	QNG13358.1
OG0001450	XP_446017.1	QNG13361.1
OG0001451	XP_446018.1	QNG13362.1
OG0001452	XP_446019.1	QNG13363.1
OG0001453	XP_446021.1	QNG13364.1
OG0001454	XP_446022.1	QNG13365.1
OG0001455	XP_446023.1	QNG13366.1
OG0001456	XP_446024.1	QNG13367.1
OG0001457	XP_446026.1	QNG13369.1
OG0001458	XP_446027.1	QNG13370.1
OG0001459	XP_446028.1	QNG13371.1
OG0001460	XP_446029.1	QNG13372.1
OG0001461	XP_446030.1	QNG13373.1
OG0001462	XP_446031.1	QNG13374.1
OG0001463	XP_446032.1	QNG13375.1
OG0001464	XP_446037.1	QNG13379.1
OG0001465	XP_446038.1	QNG13380.1
OG0001466	XP_446039.1	QNG13381.1
OG0001467	XP_446040.1	QNG13382.1
OG0001468	XP_446041.1	QNG13383.1
OG0001469	XP_446042.1	QNG13384.1
OG0001470	XP_446043.1	QNG13385.1
OG0001471	XP_446044.1	QNG13386.1
OG0001472	XP_446046.1	QNG13388.1
OG0001473	XP_446047.1	QNG13389.1
OG0001474	XP_446048.1	QNG13390.1
OG0001475	XP_446049.1	QNG13391.1
OG0001476	XP_446050.1	QNG13392.1
OG0001477	XP_446052.1	QNG13394.1
OG0001478	XP_446053.1	QNG13395.1
OG0001479	XP_446055.1	QNG13397.1
OG0001480	XP_446056.1	QNG13398.1
OG0001481	XP_446058.1	QNG13400.1
OG0001482	XP_446059.1	QNG13401.1
OG0001483	XP_446060.1	QNG13402.1
OG0001484	XP_446061.1	QNG13403.1
OG0001485	XP_446063.1	QNG13405.1
OG0001486	XP_446065.1	QNG13407.1
OG0001487	XP_446067.1	QNG13409.1
OG0001488	XP_446068.1	QNG13410.1
OG0001489	XP_446069.1	QNG13411.1
OG0001490	XP_446071.1	QNG13413.1
OG0001491	XP_446072.1	QNG13414.1
OG0001492	XP_446073.1	QNG13415.1
OG0001493	XP_446076.1	QNG13418.1
OG0001494	XP_446077.1	QNG13419.1
OG0001495	XP_446078.1	QNG13420.1
OG0001496	XP_002999538.1	QNG13421.1
OG0001497	XP_446079.1	QNG13422.1
OG0001498	XP_446080.1	QNG13423.1
OG0001499	XP_446081.1	QNG13424.1
OG0001500	XP_446082.1	QNG13425.1
OG0001501	XP_446083.1	QNG13426.1
OG0001502	XP_446085.1	QNG13427.1
OG0001503	XP_446086.1	QNG13428.1
OG0001504	XP_446087.1	QNG13429.1
OG0001505	XP_446089.1	QNG13431.1
OG0001506	XP_446090.1	QNG13432.1
OG0001507	XP_446092.1	QNG13434.1
OG0001508	XP_446093.1	QNG13435.1
OG0001509	XP_446094.1	QNG13436.1
OG0001510	XP_446095.1	QNG13437.1
OG0001511	XP_446096.1	QNG13438.1
OG0001512	XP_446097.1	QNG13439.1
OG0001513	XP_446099.1	QNG13441.1
OG0001514	XP_446100.1	QNG13442.1
OG0001515	XP_446101.1	QNG13443.1
OG0001516	XP_446102.1	QNG13444.1
OG0001517	XP_446103.1	QNG13445.1
OG0001518	XP_446104.1	QNG13446.1
OG0001519	XP_446105.1	QNG13447.1
OG0001520	XP_446106.1	QNG13448.1
OG0001521	XP_446107.1	QNG13449.1
OG0001522	XP_446108.1	QNG13450.1
OG0001523	XP_446109.1	QNG13451.1
OG0001524	XP_446111.1	QNG13453.1
OG0001525	XP_002999539.1	QNG13454.1
OG0001526	XP_446113.1	QNG13456.1
OG0001527	XP_446114.1	QNG13457.1
OG0001528	XP_446115.1	QNG13458.1
OG0001529	XP_446117.1	QNG13459.1
OG0001530	XP_446119.1	QNG13461.1
OG0001531	XP_446121.1	QNG13463.1
OG0001532	XP_446123.1	QNG13464.1
OG0001533	XP_446124.1	QNG13465.1
OG0001534	XP_446126.1	QNG13467.1
OG0001535	XP_446127.1	QNG13468.1
OG0001536	XP_446129.1	QNG13470.1
OG0001537	XP_446130.1	QNG13471.1
OG0001538	XP_446132.1	QNG13473.1
OG0001539	XP_446133.1	QNG13474.1
OG0001540	XP_446134.1	QNG13475.1
OG0001541	XP_446135.1	QNG13476.1
OG0001542	XP_446136.1	QNG13477.1
OG0001543	XP_446137.1	QNG13478.1
OG0001544	XP_446138.1	QNG13479.1
OG0001545	XP_446139.1	QNG13480.1
OG0001546	XP_446140.1	QNG13481.1
OG0001547	XP_446141.1	QNG13482.1
OG0001548	XP_446142.1	QNG13483.1
OG0001549	XP_446144.1	QNG13485.1
OG0001550	XP_446145.1	QNG13486.1
OG0001551	XP_446148.1	QNG13487.1
OG0001552	XP_446149.1	QNG13489.1
OG0001553	XP_446150.1	QNG13490.1
OG0001554	XP_446153.1	QNG13491.1
OG0001555	XP_446155.1	QNG13493.1
OG0001556	XP_446156.1	QNG13494.1
OG0001557	XP_446157.1	QNG13495.1
OG0001558	XP_446158.1	QNG13496.1
OG0001559	XP_446159.1	QNG13497.1
OG0001560	XP_446160.1	QNG13498.1
OG0001561	XP_446161.1	QNG13499.1
OG0001562	XP_446162.1	QNG13500.1
OG0001563	XP_446163.1	QNG13501.1
OG0001564	XP_446165.1	QNG13503.1
OG0001565	XP_446166.1	QNG13504.1
OG0001566	XP_446167.1	QNG13505.1
OG0001567	XP_446168.1	QNG13506.1
OG0001568	XP_446170.1	QNG13507.1
OG0001569	XP_446171.1	QNG13508.1
OG0001570	XP_446172.1	QNG13509.1
OG0001571	XP_446173.1	QNG13510.1
OG0001572	XP_446174.1	QNG13511.1
OG0001573	XP_446175.1	QNG13512.1
OG0001574	XP_446177.1	QNG13514.1
OG0001575	XP_446180.1	QNG13517.1
OG0001576	XP_446182.1	QNG13519.1
OG0001577	XP_446184.1	QNG13521.1
OG0001578	XP_446185.1	QNG13522.1
OG0001579	XP_446186.1	QNG13523.1
OG0001580	XP_446187.1	QNG13524.1
OG0001581	XP_446188.1	QNG13525.1
OG0001582	XP_446189.1	QNG13526.1
OG0001583	XP_446190.1	QNG13527.1
OG0001584	XP_446191.1	QNG13528.1
OG0001585	XP_446193.1	QNG13530.1
OG0001586	XP_446196.1	QNG13533.1
OG0001587	XP_446197.1	QNG13534.1
OG0001588	XP_446198.1	QNG13535.1
OG0001589	XP_446199.1	QNG13536.1
OG0001590	XP_446200.1	QNG13537.1
OG0001591	XP_446201.1	QNG13538.1
OG0001592	XP_002999540.1	QNG13539.1
OG0001593	XP_446202.1	QNG13540.1
OG0001594	XP_446203.1	QNG13541.1
OG0001595	XP_446205.1	QNG13543.1
OG0001596	XP_446206.1	QNG13544.1
OG0001597	XP_446207.1	QNG13545.1
OG0001598	XP_446208.1	QNG13546.1
OG0001599	XP_446209.1	QNG13547.1
OG0001600	XP_446210.1	QNG13548.1
OG0001601	XP_446211.1	QNG13549.1
OG0001602	XP_446212.1	QNG13550.1
OG0001603	XP_446213.1	QNG13551.1
OG0001604	XP_446214.1	QNG13552.1
OG0001605	XP_446215.1	QNG13553.1
OG0001606	XP_446216.1	QNG13554.1
OG0001607	XP_446217.1	QNG13555.1
OG0001608	XP_446218.1	QNG13556.1
OG0001609	XP_446219.1	QNG13557.1
OG0001610	XP_446220.1	QNG13558.1
OG0001611	XP_446221.1	QNG13559.1
OG0001612	XP_446222.1	QNG13560.1
OG0001613	XP_446223.1	QNG13561.1
OG0001614	XP_446224.1	QNG13562.1
OG0001615	XP_446225.1	QNG13563.1
OG0001616	XP_446227.1	QNG13565.1
OG0001617	XP_446228.1	QNG13566.1
OG0001618	XP_446230.1	QNG13568.1
OG0001619	XP_446231.1	QNG13569.1
OG0001620	XP_446233.1	QNG13571.1
OG0001621	XP_446234.1	QNG13572.1
OG0001622	XP_446235.1	QNG13573.1
OG0001623	XP_446236.1	QNG13574.1
OG0001624	XP_446237.1	QNG13575.1
OG0001625	XP_446239.1	QNG13577.1
OG0001626	XP_446240.1	QNG13578.1
OG0001627	XP_446241.1	QNG13579.1
OG0001628	XP_446244.1	QNG13582.1
OG0001629	XP_446245.1	QNG13583.1
OG0001630	XP_446246.1	QNG13584.1
OG0001631	XP_446247.1	QNG13585.1
OG0001632	XP_446248.1	QNG13586.1
OG0001633	XP_446249.1	QNG13587.1
OG0001634	XP_446250.1	QNG13588.1
OG0001635	XP_446251.1	QNG13589.1
OG0001636	XP_446252.1	QNG13590.1
OG0001637	XP_446253.1	QNG13591.1
OG0001638	XP_446254.1	QNG13592.1
OG0001639	XP_446255.1	QNG13593.1
OG0001640	XP_446256.1	QNG13594.1
OG0001641	XP_446257.1	QNG13595.1
OG0001642	XP_446258.1	QNG13596.1
OG0001643	XP_002999541.1	QNG13597.1
OG0001644	XP_446260.1	QNG13599.1
OG0001645	XP_446261.1	QNG13600.1
OG0001646	XP_446262.1	QNG13601.1
OG0001647	XP_446263.1	QNG13602.1
OG0001648	XP_446264.1	QNG13603.1
OG0001649	XP_446265.1	QNG13604.1
OG0001650	XP_446266.1	QNG13605.1
OG0001651	XP_446267.1	QNG13606.1
OG0001652	XP_446271.1	QNG13610.1
OG0001653	XP_446273.1	QNG13612.1
OG0001654	XP_446274.1	QNG13613.1
OG0001655	XP_446275.1	QNG13614.1
OG0001656	XP_446276.1	QNG13615.1
OG0001657	XP_446277.1	QNG13616.1
OG0001658	XP_446278.1	QNG13617.1
OG0001659	XP_446279.1	QNG13618.1
OG0001660	XP_446281.1	QNG13619.1
