gene_id_cbs138,gene_id_bg2
CAGL0F05907g,GWK60_F05511
CAGL0F05929g,GWK60_F05533
CAGL0F05951g,GWK60_F05555
CAGL0F05973g,GWK60_F05577
CAGL0F05995g,GWK60_F05599
CAGL0F06017g,GWK60_F05621
CAGL0F06039g,GWK60_F05643
CAGL0F06061g,GWK60_F05665
CAGL0F06127g,GWK60_F05709
CAGL0F06149g,GWK60_F05731
CAGL0F06171g,GWK60_F05753
CAGL0F06215g,GWK60_F05797
CAGL0F06237g,GWK60_F05819
CAGL0F06259g,GWK60_F05841
CAGL0F06325g,GWK60_F05885
CAGL0F06347g,GWK60_F05907
CAGL0F06369g,GWK60_F05929
CAGL0F06391g,GWK60_F05951
CAGL0F06413g,GWK60_F05973
CAGL0F06435g,GWK60_F05995
CAGL0F06457g,GWK60_F06017
CAGL0F06479g,GWK60_F06039
CAGL0F06501g,GWK60_F06061
CAGL0F06523g,GWK60_F06083
CAGL0F06545g,GWK60_F06105
CAGL0F06567g,GWK60_F06127
CAGL0F06589g,GWK60_F06149
CAGL0F06611g,GWK60_F06171
CAGL0F06633g,GWK60_F06193
CAGL0F06655g,GWK60_F06215
CAGL0F06677g,GWK60_F06237
CAGL0F06699g,GWK60_F06281
CAGL0F06721g,GWK60_F06303
CAGL0F06743g,GWK60_F06325
CAGL0F06765g,GWK60_F06347
CAGL0F06787g,GWK60_F06369
CAGL0F06809g,GWK60_F06391
CAGL0F06831g,GWK60_F06413
CAGL0F06853g,GWK60_F06435
CAGL0F06875g,GWK60_F06457
CAGL0F06897g,GWK60_F06479
CAGL0F06919g,GWK60_F06501
CAGL0F06941g,GWK60_F06523
CAGL0F06963g,GWK60_F06545
CAGL0F06985g,GWK60_F06567
CAGL0F07007g,GWK60_F06589
CAGL0F07029g,GWK60_F06611
CAGL0F07051g,GWK60_F06633
CAGL0F07073g,GWK60_F06655
CAGL0F07095g,GWK60_F06677
CAGL0F07117g,GWK60_F06699
CAGL0F07139g,GWK60_F06721
CAGL0F07183g,GWK60_F06743
CAGL0F07249g,GWK60_F06787
CAGL0F07271g,GWK60_F06809
CAGL0F07293g,GWK60_F06831
CAGL0F07315g,GWK60_F06853
CAGL0F07337g,GWK60_F06875
CAGL0F07359g,GWK60_F06897
CAGL0F07381g,GWK60_F06919
CAGL0F07403g,GWK60_F06941
CAGL0F07425g,GWK60_F06963
CAGL0F07447g,GWK60_F06985
CAGL0F07469g,GWK60_F07007
CAGL0F07491g,GWK60_F07029
CAGL0F07513g,GWK60_F07051
CAGL0F07535g,GWK60_F07073
CAGL0F07557g,GWK60_F07095
CAGL0F07579g,GWK60_F07117
CAGL0F07601g,GWK60_F07139
CAGL0F07623g,GWK60_F07161
CAGL0F07645g,GWK60_F07183
CAGL0F07667g,GWK60_F07205
CAGL0F07689g,GWK60_F07227
CAGL0F07711g,GWK60_F07249
CAGL0F07733g,GWK60_F07271
CAGL0F07755g,GWK60_F07293
CAGL0F07777g,GWK60_F07315
CAGL0F07799g,GWK60_F07337
CAGL0F07821g,GWK60_F07359
CAGL0F07843g,GWK60_F07381
CAGL0F07865g,GWK60_F07403
CAGL0F07887g,GWK60_F07425
CAGL0F07909g,GWK60_F07447
CAGL0F07931g,GWK60_F07469
CAGL0F07953g,GWK60_F07491
CAGL0F07975g,GWK60_F07513
CAGL0F07997g,GWK60_F07535
CAGL0F08019g,GWK60_F07557
CAGL0F08041g,GWK60_F07579
CAGL0F08063g,GWK60_F07601
CAGL0F08085g,GWK60_F07623
CAGL0F08107g,GWK60_F07645
CAGL0F08129g,GWK60_F07667
CAGL0F08151g,GWK60_F07689
CAGL0F08173g,GWK60_F07711
CAGL0F08195g,GWK60_F07733
CAGL0F08217g,GWK60_F07755
CAGL0F08239g,GWK60_F07777
CAGL0F08261g,GWK60_F07799
CAGL0F08283g,GWK60_F07821
CAGL0F08305g,GWK60_F07843
CAGL0F08327g,GWK60_F07865
CAGL0F08371g,GWK60_F07909
CAGL0F08393g,GWK60_F07931
CAGL0F08415g,GWK60_F07953
CAGL0F08437g,GWK60_F07975
CAGL0F08459g,GWK60_F07997
CAGL0F08481g,GWK60_F08019
CAGL0F08503g,GWK60_F08041
CAGL0F08525g,GWK60_F08063
CAGL0F08547g,GWK60_F08085
CAGL0F08569g,GWK60_F08107
CAGL0F08591g,GWK60_F08129
CAGL0F08613g,GWK60_F08151
CAGL0F08635g,GWK60_F08173
CAGL0F08657g,GWK60_F08195
CAGL0F08679g,GWK60_F08217
CAGL0F08701g,GWK60_F08239
CAGL0F08723g,GWK60_F08261
CAGL0F08745g,GWK60_F08283
CAGL0F08789g,GWK60_F08305
CAGL0F08811g,GWK60_F08327
CAGL0F08833g,GWK60_F08349
CAGL0F08855g,GWK60_F08371
CAGL0F08877g,GWK60_F08393
CAGL0F08943g,GWK60_F08437
CAGL0F08965g,GWK60_F08459
CAGL0F08987g,GWK60_F08481
CAGL0F09009g,GWK60_F08503
CAGL0F09031g,GWK60_F08525
CAGL0F09053g,GWK60_F08547
CAGL0F09075g,GWK60_F08569
CAGL0F09097g,GWK60_F08591
CAGL0F09119g,GWK60_F08613
CAGL0F09141g,GWK60_F08635
CAGL0F09163g,GWK60_F08657
CAGL0F09185g,GWK60_F08679
CAGL0F09207g,GWK60_F08701
CAGL0F09229g,GWK60_F08723
CAGL0G00154g,GWK60_G00055
CAGL0G00176g,GWK60_G00077
CAGL0G00220g,GWK60_G00099
CAGL0G00242g,GWK60_G00121
CAGL0G00264g,GWK60_G00143
CAGL0G00286g,GWK60_G00165
CAGL0G00308g,GWK60_G00209
CAGL0G00330g,GWK60_G00231
CAGL0G00352g,GWK60_G00253
CAGL0G00374g,GWK60_G00275
CAGL0G00396g,GWK60_G00297
CAGL0G00418g,GWK60_G00319
CAGL0G00440g,GWK60_G00341
CAGL0G00462g,GWK60_G00363
CAGL0G00484g,GWK60_G00385
CAGL0G00506g,GWK60_G00407
CAGL0G00528g,GWK60_G00429
CAGL0G00550g,GWK60_G00451
CAGL0G00594g,GWK60_G00473
CAGL0G00660g,GWK60_G00517
CAGL0G00682g,GWK60_G00539
CAGL0G00704g,GWK60_G00561
CAGL0G00726g,GWK60_G00583
CAGL0G00748g,GWK60_G00605
CAGL0G00792g,GWK60_G00649
CAGL0G00814g,GWK60_G00671
CAGL0G00836g,GWK60_G00693
CAGL0G00858g,GWK60_G00715
CAGL0G00902g,GWK60_G00759
CAGL0G00924g,GWK60_G00781
CAGL0G00946g,GWK60_G00803
CAGL0G00968g,GWK60_G00825
CAGL0G00990g,GWK60_G00847
CAGL0G01012g,GWK60_G00869
CAGL0G01034g,GWK60_G00891
CAGL0G01056g,GWK60_G00913
CAGL0G01078g,GWK60_G00935
CAGL0G01100g,GWK60_G00957
CAGL0G01122g,GWK60_G00979
CAGL0G01144g,GWK60_G01001
CAGL0G01166g,GWK60_G01023
CAGL0G01188g,GWK60_G01045
CAGL0G01210g,GWK60_G01067
CAGL0G01232g,GWK60_G01089
CAGL0G01254g,GWK60_G01111
CAGL0G01276g,GWK60_G01133
CAGL0G01298g,GWK60_G01155
CAGL0G01320g,GWK60_G01177
CAGL0G01342g,GWK60_G01199
CAGL0G01364g,GWK60_G01221
CAGL0G01386g,GWK60_G01243
CAGL0G01408g,GWK60_G01265
CAGL0G01430g,GWK60_G01287
CAGL0G01452g,GWK60_G01309
CAGL0G01474g,GWK60_G01331
CAGL0G01496g,GWK60_G01353
CAGL0G01540g,GWK60_G01397
CAGL0G01562g,GWK60_G01419
CAGL0G01584g,GWK60_G01441
CAGL0G01606g,GWK60_G01463
CAGL0G01628g,GWK60_G01485
CAGL0G01672g,GWK60_G01529
CAGL0G01694g,GWK60_G01551
CAGL0G01716g,GWK60_G01573
CAGL0G01738g,GWK60_G01595
CAGL0G01760g,GWK60_G01617
CAGL0G01782g,GWK60_G01639
CAGL0G01804g,GWK60_G01661
CAGL0G01826g,GWK60_G01683
CAGL0G01848g,GWK60_G01705
CAGL0G01881g,GWK60_G01727
CAGL0G01892g,GWK60_G01749
CAGL0G01903g,GWK60_G01771
CAGL0G01925g,GWK60_G01793
CAGL0G01947g,GWK60_G01815
CAGL0G01969g,GWK60_G01837
CAGL0G01991g,GWK60_G01859
CAGL0G02013g,GWK60_G01881
CAGL0G02035g,GWK60_G01903
CAGL0G02057g,GWK60_G01925
CAGL0G02079g,GWK60_G01947
CAGL0G02101g,GWK60_G01969
CAGL0G02123g,GWK60_G01991
CAGL0G02145g,GWK60_G02013
CAGL0G02167g,GWK60_G02035
CAGL0G02189g,GWK60_G02057
CAGL0G02211g,GWK60_G02079
CAGL0G02233g,GWK60_G02101
CAGL0G02255g,GWK60_G02123
CAGL0G02277g,GWK60_G02145
CAGL0G02299g,GWK60_G02167
CAGL0G02321g,GWK60_G02189
CAGL0G02343g,GWK60_G02211
CAGL0G02365g,GWK60_G02233
CAGL0G02387g,GWK60_G02255
CAGL0G02409g,GWK60_G02277
CAGL0G02453g,GWK60_G02299
CAGL0G02475g,GWK60_G02321
CAGL0G02497g,GWK60_G02343
CAGL0G02519g,GWK60_G02365
CAGL0G02541g,GWK60_G02409
CAGL0G02563g,GWK60_G02431
CAGL0G02585g,GWK60_G02453
CAGL0G02607g,GWK60_G02475
CAGL0G02629g,GWK60_G02497
CAGL0G02651g,GWK60_G02519
CAGL0G02673g,GWK60_G02541
CAGL0G02695g,GWK60_G02563
CAGL0G02717g,GWK60_G02585
CAGL0G02739g,GWK60_G02607
CAGL0G02761g,GWK60_G02629
CAGL0G02783g,GWK60_G02651
CAGL0G02805g,GWK60_G02673
CAGL0G02827g,GWK60_G02695
CAGL0G02849g,GWK60_G02717
CAGL0G02871g,GWK60_G02739
CAGL0G02893g,GWK60_G02761
CAGL0G02915g,GWK60_G02783
CAGL0G02937g,GWK60_G02805
CAGL0G02959g,GWK60_G02827
CAGL0G03003g,GWK60_G02871
CAGL0G03025g,GWK60_G02893
CAGL0G03047g,GWK60_G02915
CAGL0G03069g,GWK60_G02937
CAGL0G03091g,GWK60_G02959
CAGL0G03113g,GWK60_G02981
CAGL0G03135g,GWK60_G03003
CAGL0G03157g,GWK60_G03025
CAGL0G03179g,GWK60_G03047
CAGL0G03201g,GWK60_G03069
CAGL0G03223g,GWK60_G03091
CAGL0G03245g,GWK60_G03113
CAGL0G03267g,GWK60_G03135
CAGL0G03289g,GWK60_G03157
CAGL0G03311g,GWK60_G03179
CAGL0G03333g,GWK60_G03201
CAGL0G03355g,GWK60_G03223
CAGL0G03377g,GWK60_G03245
CAGL0G03399g,GWK60_G03267
CAGL0G03421g,GWK60_G03289
CAGL0G03443g,GWK60_G03311
CAGL0G03465g,GWK60_G03333
CAGL0G03487g,GWK60_G03355
CAGL0G03509g,GWK60_G03377
CAGL0G03531g,GWK60_G03399
CAGL0G03553g,GWK60_G03421
CAGL0G03575g,GWK60_G03443
CAGL0G03597g,GWK60_G03465
CAGL0G03619g,GWK60_G03487
CAGL0G03641g,GWK60_G03509
CAGL0G03663g,GWK60_G03531
CAGL0G03685g,GWK60_G03553
CAGL0G03707g,GWK60_G03575
CAGL0G03729g,GWK60_G03597
CAGL0G03751g,GWK60_G03619
CAGL0G03773g,GWK60_G03641
CAGL0G03795g,GWK60_G03663
CAGL0G03861g,GWK60_G03707
CAGL0G03883g,GWK60_G03729
CAGL0G03905g,GWK60_G03751
CAGL0G03927g,GWK60_G03773
CAGL0G03971g,GWK60_G03795
CAGL0G03993g,GWK60_G03817
CAGL0G04015g,GWK60_G03839
CAGL0G04037g,GWK60_G03861
CAGL0G04059g,GWK60_G03883
CAGL0G04081g,GWK60_G03905
CAGL0G04103g,GWK60_G03927
CAGL0G04125g,GWK60_G03949
CAGL0G04147g,GWK60_G03971
CAGL0G04169g,GWK60_G03993
CAGL0G04191g,GWK60_G04015
CAGL0G04213g,GWK60_G04037
CAGL0G04279g,GWK60_G04081
CAGL0G04345g,GWK60_G04147
CAGL0G04367g,GWK60_G04169
CAGL0G04389g,GWK60_G04191
CAGL0G04411g,GWK60_G04213
CAGL0G04433g,GWK60_G04235
CAGL0G04455g,GWK60_G04257
CAGL0G04499g,GWK60_G04279
CAGL0G04521g,GWK60_G04301
CAGL0G04543g,GWK60_G04323
CAGL0G04565g,GWK60_G04345
CAGL0G04587g,GWK60_G04367
CAGL0G04609g,GWK60_G04389
CAGL0G04631g,GWK60_G04411
CAGL0G04653g,GWK60_G04433
CAGL0G04675g,GWK60_G04455
CAGL0G04697g,GWK60_G04477
CAGL0G04719g,GWK60_G04499
CAGL0G04741g,GWK60_G04521
CAGL0G04763g,GWK60_G04543
CAGL0G04785g,GWK60_G04565
CAGL0G04807g,GWK60_G04587
CAGL0G04829g,GWK60_G04609
CAGL0G04851g,GWK60_G04631
CAGL0G04873g,GWK60_G04653
CAGL0G04895g,GWK60_G04675
CAGL0G04917g,GWK60_G04697
CAGL0G04939g,GWK60_G04719
CAGL0G04961g,GWK60_G04741
CAGL0G04983g,GWK60_G04763
CAGL0G05005g,GWK60_G04785
CAGL0G05027g,GWK60_G04807
CAGL0G05049g,GWK60_G04829
CAGL0G05071g,GWK60_G04851
CAGL0G05093g,GWK60_G04873
CAGL0G05115g,GWK60_G04895
CAGL0G05159g,GWK60_G04939
CAGL0G05181g,GWK60_G04961
CAGL0G05203g,GWK60_G04983
CAGL0G05225g,GWK60_G05005
CAGL0G05247g,GWK60_G05027
CAGL0G05269g,GWK60_G05049
CAGL0G05291g,GWK60_G05071
CAGL0G05313g,GWK60_G05093
CAGL0G05335g,GWK60_G05137
CAGL0G05357g,GWK60_G05159
CAGL0G05379g,GWK60_G05181
CAGL0G05401g,GWK60_G05203
CAGL0G05423g,GWK60_G05225
CAGL0G05445g,GWK60_G05247
CAGL0G05467g,GWK60_G05269
CAGL0G05489g,GWK60_G05291
CAGL0G05511g,GWK60_G05313
CAGL0G05522g,GWK60_G05335
CAGL0G05544g,GWK60_G05357
CAGL0G05566g,GWK60_G05379
CAGL0G05588g,GWK60_G05401
CAGL0G05610g,GWK60_G05423
CAGL0G05632g,GWK60_G05445
CAGL0G05654g,GWK60_G05467
CAGL0G05676g,GWK60_G05489
CAGL0G05698g,GWK60_G05511
CAGL0G05720g,GWK60_G05533
CAGL0G05742g,GWK60_G05555
CAGL0G05764g,GWK60_G05577
CAGL0G05786g,GWK60_G05599
CAGL0G05808g,GWK60_G05621
CAGL0G05830g,GWK60_G05643
CAGL0G05852g,GWK60_G05665
CAGL0G05874g,GWK60_G05687
CAGL0G05896g,GWK60_G05709
CAGL0G05918g,GWK60_G05731
CAGL0G05940g,GWK60_G05753
CAGL0G05962g,GWK60_G05775
CAGL0G05984g,GWK60_G05797
CAGL0G06006g,GWK60_G05819
CAGL0G06028g,GWK60_G05841
CAGL0G06050g,GWK60_G05863
CAGL0G06072g,GWK60_G05885
CAGL0G06094g,GWK60_G05907
CAGL0G06116g,GWK60_G05929
CAGL0G06138g,GWK60_G05951
CAGL0G06182g,GWK60_G05973
CAGL0G06226g,GWK60_G06017
CAGL0G06248g,GWK60_G06039
CAGL0G06270g,GWK60_G06061
CAGL0G06292g,GWK60_G06083
CAGL0G06314g,GWK60_G06105
CAGL0G06336g,GWK60_G06127
CAGL0G06358g,GWK60_G06149
CAGL0G06380g,GWK60_G06171
CAGL0G06402g,GWK60_G06193
CAGL0G06424g,GWK60_G06215
CAGL0G06468g,GWK60_G06237
CAGL0G06490g,GWK60_G06259
CAGL0G06556g,GWK60_G06303
CAGL0G06578g,GWK60_G06325
CAGL0G06600g,GWK60_G06347
CAGL0G06622g,GWK60_G06369
CAGL0G06666g,GWK60_G06391
CAGL0G06688g,GWK60_G06413
CAGL0G06710g,GWK60_G06435
CAGL0G06732g,GWK60_G06457
CAGL0G06754g,GWK60_G06479
CAGL0G06776g,GWK60_G06501
CAGL0G06798g,GWK60_G06523
CAGL0G06820g,GWK60_G06545
CAGL0G06842g,GWK60_G06567
CAGL0G06864g,GWK60_G06589
CAGL0G06886g,GWK60_G06611
CAGL0G06908g,GWK60_G06633
CAGL0G06930g,GWK60_G06655
CAGL0G06952g,GWK60_G06677
CAGL0G06974g,GWK60_G06699
CAGL0G06996g,GWK60_G06721
CAGL0G07018g,GWK60_G06743
CAGL0G07040g,GWK60_G06765
CAGL0G07062g,GWK60_G06787
CAGL0G07084g,GWK60_G06809
CAGL0G07106g,GWK60_G06831
CAGL0G07128g,GWK60_G06853
CAGL0G07205g,GWK60_G06897
CAGL0G07227g,GWK60_G06919
CAGL0G07249g,GWK60_G06941
CAGL0G07271g,GWK60_G06963
CAGL0G07293g,GWK60_G06985
CAGL0G07315g,GWK60_G07007
CAGL0G07337g,GWK60_G07029
CAGL0G07359g,GWK60_G07051
CAGL0G07381g,GWK60_G07073
CAGL0G07403g,GWK60_G07095
CAGL0G07425g,GWK60_G07117
CAGL0G07447g,GWK60_G07139
CAGL0G07469g,GWK60_G07161
CAGL0G07491g,GWK60_G07183
CAGL0G07513g,GWK60_G07205
CAGL0G07535g,GWK60_G07249
CAGL0G07557g,GWK60_G07271
CAGL0G07579g,GWK60_G07293
CAGL0G07601g,GWK60_G07315
CAGL0G07623g,GWK60_G07337
CAGL0G07645g,GWK60_G07359
CAGL0G07667g,GWK60_G07381
CAGL0G07689g,GWK60_G07403
CAGL0G07711g,GWK60_G07425
CAGL0G07733g,GWK60_G07447
CAGL0G07755g,GWK60_G07469
CAGL0G07777g,GWK60_G07491
CAGL0G07799g,GWK60_G07513
CAGL0G07821g,GWK60_G07535
CAGL0G07843g,GWK60_G07557
CAGL0G07865g,GWK60_G07579
CAGL0G07887g,GWK60_G07623
CAGL0G07909g,GWK60_G07645
CAGL0G07931g,GWK60_G07667
CAGL0G07953g,GWK60_G07689
CAGL0G07975g,GWK60_G07711
CAGL0G07997g,GWK60_G07733
CAGL0G08019g,GWK60_G07755
CAGL0G08041g,GWK60_G07777
CAGL0G08063g,GWK60_G07799
CAGL0G08085g,GWK60_G07821
CAGL0G08107g,GWK60_G07843
CAGL0G08129g,GWK60_G07865
CAGL0G08151g,GWK60_G07887
CAGL0G08173g,GWK60_G07909
CAGL0G08195g,GWK60_G07931
CAGL0G08217g,GWK60_G07953
CAGL0G08228g,GWK60_G07975
CAGL0G08250g,GWK60_G07997
CAGL0G08272g,GWK60_G08019
CAGL0G08294g,GWK60_G08041
CAGL0G08316g,GWK60_G08063
CAGL0G08338g,GWK60_G08085
CAGL0G08360g,GWK60_G08107
CAGL0G08382g,GWK60_G08129
CAGL0G08404g,GWK60_G08151
CAGL0G08426g,GWK60_G08173
CAGL0G08448g,GWK60_G08195
CAGL0G08470g,GWK60_G08217
CAGL0G08492g,GWK60_G08239
CAGL0G08558g,GWK60_G08283
CAGL0G08602g,GWK60_G08305
CAGL0G08624g,GWK60_G08327
CAGL0G08646g,GWK60_G08349
CAGL0G08668g,GWK60_G08371
CAGL0G08690g,GWK60_G08393
CAGL0G08712g,GWK60_G08415
CAGL0G08734g,GWK60_G08437
CAGL0G08756g,GWK60_G08459
CAGL0G08778g,GWK60_G08481
CAGL0G08800g,GWK60_G08503
CAGL0G08822g,GWK60_G08525
CAGL0G08844g,GWK60_G08547
CAGL0G08866g,GWK60_G08569
CAGL0G08888g,GWK60_G08591
CAGL0G08910g,GWK60_G08613
CAGL0G08932g,GWK60_G08635
CAGL0G08954g,GWK60_G08657
CAGL0G09020g,GWK60_G08701
CAGL0G09042g,GWK60_G08723
CAGL0G09064g,GWK60_G08745
CAGL0G09086g,GWK60_G08767
CAGL0G09108g,GWK60_G08789
CAGL0G09130g,GWK60_G08811
CAGL0G09152g,GWK60_G08855
CAGL0G09174g,GWK60_G08877
CAGL0G09196g,GWK60_G08899
CAGL0G09218g,GWK60_G08921
CAGL0G09229g,GWK60_G08943
CAGL0G09251g,GWK60_G08965
CAGL0G09273g,GWK60_G09009
CAGL0G09295g,GWK60_G09031
CAGL0G09317g,GWK60_G09053
CAGL0G09339g,GWK60_G09075
CAGL0G09361g,GWK60_G09097
CAGL0G09383g,GWK60_G09119
CAGL0G09449g,GWK60_G09163
CAGL0G09493g,GWK60_G09207
CAGL0G09515g,GWK60_G09229
CAGL0G09537g,GWK60_G09251
CAGL0G09559g,GWK60_G09273
CAGL0G09581g,GWK60_G09295
CAGL0G09603g,GWK60_G09317
CAGL0G09625g,GWK60_G09339
CAGL0G09647g,GWK60_G09361
CAGL0G09669g,GWK60_G09383
CAGL0G09691g,GWK60_G09405
CAGL0G09713g,GWK60_G09427
CAGL0G09735g,GWK60_G09449
CAGL0G09757g,GWK60_G09471
CAGL0G09779g,GWK60_G09493
CAGL0G09801g,GWK60_G09515
CAGL0G09823g,GWK60_G09537
CAGL0G09845g,GWK60_G09559
CAGL0G09867g,GWK60_G09581
CAGL0G09889g,GWK60_G09603
CAGL0G09911g,GWK60_G09625
CAGL0G09933g,GWK60_G09647
CAGL0G09955g,GWK60_G09669
CAGL0G09977g,GWK60_G09691
CAGL0G09999g,GWK60_G09713
CAGL0G10021g,GWK60_G09735
CAGL0G10043g,GWK60_G09757
CAGL0G10065g,GWK60_G09779
CAGL0G10087g,GWK60_G09801
CAGL0G10109g,GWK60_G09823
CAGL0G10131g,GWK60_G09845
CAGL0G10153g,GWK60_G09867
CAGL0G10175g,GWK60_G09889
CAGL0G10219g,GWK60_G09911
CAGL0H00220g,GWK60_H00033
CAGL0H00242g,GWK60_H00055
CAGL0H00264g,GWK60_H00077
CAGL0H00286g,GWK60_H00099
CAGL0H00308g,GWK60_H00121
CAGL0H00330g,GWK60_H00143
CAGL0H00352g,GWK60_H00165
CAGL0H00374g,GWK60_H00187
CAGL0H00396g,GWK60_H00209
CAGL0H00418g,GWK60_H00231
CAGL0H00440g,GWK60_H00253
CAGL0H00462g,GWK60_H00275
CAGL0H00484g,GWK60_H00297
CAGL0H00506g,GWK60_H00319
CAGL0H00528g,GWK60_H00341
CAGL0H00550g,GWK60_H00363
CAGL0H00572g,GWK60_H00385
CAGL0H00594g,GWK60_H00407
CAGL0H00616g,GWK60_H00429
CAGL0H00638g,GWK60_H00451
CAGL0H00660g,GWK60_H00473
CAGL0H00682g,GWK60_H00495
CAGL0H00704g,GWK60_H00517
CAGL0H00737g,GWK60_H00539
CAGL0H00759g,GWK60_H00561
CAGL0H00781g,GWK60_H00583
CAGL0H00803g,GWK60_H00605
CAGL0H00825g,GWK60_H00627
CAGL0H00847g,GWK60_H00649
CAGL0H00869g,GWK60_H00671
CAGL0H00891g,GWK60_H00693
CAGL0H00913g,GWK60_H00715
CAGL0H00935g,GWK60_H00737
CAGL0H00957g,GWK60_H00759
CAGL0H00979g,GWK60_H00781
CAGL0H01001g,GWK60_H00803
CAGL0H01023g,GWK60_H00825
CAGL0H01045g,GWK60_H00847
CAGL0H01067g,GWK60_H00869
CAGL0H01089g,GWK60_H00891
CAGL0H01111g,GWK60_H00913
CAGL0H01177g,GWK60_H00957
CAGL0H01199g,GWK60_H00979
CAGL0H01221g,GWK60_H01001
CAGL0H01243g,GWK60_H01023
CAGL0H01265g,GWK60_H01045
CAGL0H01287g,GWK60_H01067
CAGL0H01309g,GWK60_H01089
CAGL0H01331g,GWK60_H01111
CAGL0H01353g,GWK60_H01133
CAGL0H01375g,GWK60_H01155
CAGL0H01397g,GWK60_H01177
CAGL0H01419g,GWK60_H01199
CAGL0H01441g,GWK60_H01221
CAGL0H01463g,GWK60_H01243
CAGL0H01485g,GWK60_H01265
CAGL0H01507g,GWK60_H01287
CAGL0H01529g,GWK60_H01309
CAGL0H01551g,GWK60_H01331
CAGL0H01573g,GWK60_H01353
CAGL0H01595g,GWK60_H01375
CAGL0H01617g,GWK60_H01419
CAGL0H01639g,GWK60_H01441
CAGL0H01661g,GWK60_H01463
CAGL0H01683g,GWK60_H01485
CAGL0H01705g,GWK60_H01507
CAGL0H01727g,GWK60_H01529
CAGL0H01749g,GWK60_H01551
CAGL0H01771g,GWK60_H01573
CAGL0H01793g,GWK60_H01595
CAGL0H01815g,GWK60_H01617
CAGL0H01837g,GWK60_H01639
CAGL0H01859g,GWK60_H01661
CAGL0H01881g,GWK60_H01683
CAGL0H01947g,GWK60_H01727
CAGL0H02035g,GWK60_H01815
CAGL0H02057g,GWK60_H01837
CAGL0H02079g,GWK60_H01859
CAGL0H02101g,GWK60_H01881
CAGL0H02123g,GWK60_H01903
CAGL0H02145g,GWK60_H01925
CAGL0H02167g,GWK60_H01947
CAGL0H02189g,GWK60_H01969
CAGL0H02211g,GWK60_H01991
CAGL0H02233g,GWK60_H02013
CAGL0H02255g,GWK60_H02035
CAGL0H02277g,GWK60_H02057
CAGL0H02299g,GWK60_H02079
CAGL0H02321g,GWK60_H02101
CAGL0H02343g,GWK60_H02123
CAGL0H02365g,GWK60_H02145
CAGL0H02387g,GWK60_H02167
CAGL0H02409g,GWK60_H02189
CAGL0H02431g,GWK60_H02211
CAGL0H02453g,GWK60_H02233
CAGL0H02475g,GWK60_H02255
CAGL0H02497g,GWK60_H02299
CAGL0H02519g,GWK60_H02321
CAGL0H02541g,GWK60_H02343
CAGL0H02563g,GWK60_H02365
CAGL0H02585g,GWK60_H02387
CAGL0H02607g,GWK60_H02409
CAGL0H02651g,GWK60_H02453
CAGL0H02673g,GWK60_H02475
CAGL0H02695g,GWK60_H02497
CAGL0H02717g,GWK60_H02519
CAGL0H02739g,GWK60_H02541
CAGL0H02783g,GWK60_H02585
CAGL0H02805g,GWK60_H02607
CAGL0H02827g,GWK60_H02629
CAGL0H02849g,GWK60_H02651
CAGL0H02871g,GWK60_H02673
CAGL0H02893g,GWK60_H02695
CAGL0H02937g,GWK60_H02739
CAGL0H02959g,GWK60_H02761
CAGL0H03003g,GWK60_H02805
CAGL0H03025g,GWK60_H02827
CAGL0H03047g,GWK60_H02849
CAGL0H03069g,GWK60_H02871
CAGL0H03091g,GWK60_H02893
CAGL0H03113g,GWK60_H02915
CAGL0H03135g,GWK60_H02937
CAGL0H03157g,GWK60_H02959
CAGL0H03179g,GWK60_H02981
CAGL0H03201g,GWK60_H03003
CAGL0H03223g,GWK60_H03025
CAGL0H03245g,GWK60_H03047
CAGL0H03267g,GWK60_H03069
CAGL0H03289g,GWK60_H03091
CAGL0H03311g,GWK60_H03113
CAGL0H03333g,GWK60_H03135
CAGL0H03355g,GWK60_H03157
CAGL0H03377g,GWK60_H03179
CAGL0H03399g,GWK60_H03201
CAGL0H03421g,GWK60_H03223
CAGL0H03443g,GWK60_H03245
CAGL0H03487g,GWK60_H03267
CAGL0H03509g,GWK60_H03289
CAGL0H03531g,GWK60_H03311
CAGL0H03553g,GWK60_H03333
CAGL0H03575g,GWK60_H03355
CAGL0H03597g,GWK60_H03377
CAGL0H03619g,GWK60_H03399
CAGL0H03641g,GWK60_H03421
CAGL0H03663g,GWK60_H03443
CAGL0H03685g,GWK60_H03465
CAGL0H03707g,GWK60_H03487
CAGL0H03729g,GWK60_H03509
CAGL0H03751g,GWK60_H03531
CAGL0H03773g,GWK60_H03553
CAGL0H03795g,GWK60_H03575
CAGL0H03817g,GWK60_H03597
CAGL0H03839g,GWK60_H03619
CAGL0H03861g,GWK60_H03641
CAGL0H03883g,GWK60_H03663
CAGL0H03905g,GWK60_H03685
CAGL0H03927g,GWK60_H03707
CAGL0H03949g,GWK60_H03751
CAGL0H03971g,GWK60_H03773
CAGL0H03993g,GWK60_H03795
CAGL0H04015g,GWK60_H03817
CAGL0H04037g,GWK60_H03839
CAGL0H04059g,GWK60_H03861
CAGL0H04081g,GWK60_H03883
CAGL0H04103g,GWK60_H03905
CAGL0H04125g,GWK60_H03927
CAGL0H04147g,GWK60_H03949
CAGL0H04169g,GWK60_H03971
CAGL0H04191g,GWK60_H03993
CAGL0H04213g,GWK60_H04015
CAGL0H04235g,GWK60_H04037
