Orthogroup	BG2_protein	sacCer_protein
OG0001017	QNG12768.1	NP_013909.1
OG0001018	QNG12771.1	NP_012731.1
OG0001019	QNG12773.1	NP_012732.1
OG0001020	QNG12774.1	NP_012733.1
OG0001021	QNG12777.1	NP_012735.1
OG0001022	QNG12778.1	NP_012736.1
OG0001023	QNG12779.1	NP_012737.1
OG0001024	QNG12780.1	NP_012738.1
OG0001025	QNG12781.1	NP_012739.1
OG0001026	QNG12782.1	NP_012740.1
OG0001027	QNG12783.1	NP_010206.1
OG0001028	QNG12784.1	NP_010207.1
OG0001029	QNG12786.1	NP_010209.1
OG0001030	QNG12787.1	NP_010210.1
OG0001031	QNG12789.1	NP_010211.1
OG0001032	QNG12791.1	NP_010216.1
OG0001033	QNG12793.1	NP_010218.2
OG0001034	QNG12794.1	NP_010219.1
OG0001035	QNG12795.1	NP_010220.1
OG0001036	QNG12797.1	NP_010222.1
OG0001037	QNG12798.1	NP_010223.1
OG0001038	QNG12799.1	NP_010224.1
OG0001039	QNG12800.1	NP_010225.1
OG0001040	QNG12802.1	NP_010226.1
OG0001041	QNG12803.1	NP_010227.1
OG0001042	QNG12805.1	NP_010229.1
OG0001043	QNG12808.1	NP_014350.1
OG0001044	QNG12809.1	NP_009678.3
OG0001045	QNG12810.1	NP_009677.1
OG0001046	QNG12816.1	NP_015400.1
OG0001047	QNG12818.1	NP_015398.1
OG0001048	QNG12819.1	NP_015397.1
OG0001049	QNG12820.1	NP_009670.3
OG0001050	QNG12821.1	NP_015395.1
OG0001051	QNG12822.1	NP_015394.1
OG0001052	QNG12823.1	NP_015393.1
OG0001053	QNG12824.1	NP_009667.1
OG0001054	QNG12826.1	NP_015392.1
OG0001055	QNG12827.1	NP_015391.1
OG0001056	QNG12828.1	NP_015388.1
OG0001057	QNG12829.1	NP_015387.1
OG0001058	QNG12830.1	NP_015386.1
OG0001059	QNG12831.1	NP_015383.1
OG0001060	QNG12832.1	NP_015382.1
OG0001061	QNG12833.1	NP_015381.1
OG0001062	QNG12834.1	NP_015380.1
OG0001063	QNG12835.1	NP_015379.1
OG0001064	QNG12836.1	NP_009645.1
OG0001065	QNG12837.1	NP_009644.3
OG0001066	QNG12838.1	NP_011317.2
OG0001067	QNG12840.1	NP_011319.2
OG0001068	QNG12841.1	NP_011320.3
OG0001069	QNG12844.1	NP_013126.1
OG0001070	QNG12845.1	NP_013125.1
OG0001071	QNG12847.1	NP_012782.1
OG0001072	QNG12848.1	NP_012783.1
OG0001073	QNG12849.1	NP_690844.1
OG0001074	QNG12850.1	NP_012784.1
OG0001075	QNG12851.1	NP_012785.2
OG0001076	QNG12852.1	NP_012787.1
OG0001077	QNG12853.1	NP_013834.1
OG0001078	QNG12854.1	NP_012788.2
OG0001079	QNG12856.1	NP_116636.1
OG0001080	QNG12857.1	NP_116637.1
OG0001081	QNG12858.1	NP_014622.1
OG0001082	QNG12859.1	NP_014994.3
OG0001083	QNG12861.1	NP_014996.3
OG0001084	QNG12862.1	NP_014997.1
OG0001085	QNG12863.1	NP_014998.3
OG0001086	QNG12864.1	NP_014999.1
OG0001087	QNG12865.1	NP_013216.1
OG0001088	QNG12866.1	NP_013217.1
OG0001089	QNG12867.1	NP_013218.1
OG0001090	QNG12868.1	NP_013219.1
OG0001091	QNG12869.1	NP_013220.1
OG0001092	QNG12870.1	NP_014076.1
OG0001093	QNG12871.1	NP_014074.1
OG0001094	QNG12873.1	NP_014073.1
OG0001095	QNG12874.1	NP_014072.2
OG0001096	QNG12875.1	NP_014071.1
OG0001097	QNG12876.1	NP_014070.1
OG0001098	QNG12877.1	NP_014495.2
OG0001099	QNG12878.1	NP_014494.1
OG0001100	QNG12881.1	NP_012122.3
OG0001101	QNG12882.1	NP_012067.4
OG0001102	QNG12883.1	NP_012069.3
OG0001103	QNG12885.1	NP_013064.1
OG0001104	QNG12886.1	NP_011835.1
OG0001105	QNG12887.1	NP_013065.1
OG0001106	QNG12888.1	NP_013066.1
OG0001107	QNG12889.1	NP_013067.1
OG0001108	QNG12890.1	NP_013106.1
OG0001109	QNG12891.1	NP_013114.1
OG0001110	QNG12892.1	NP_013115.1
OG0001111	QNG12894.1	NP_013116.1
OG0001112	QNG12895.1	NP_012528.1
OG0001113	QNG12896.1	NP_012526.1
OG0001114	QNG12897.1	NP_012534.1
OG0001115	QNG12898.1	NP_012533.1
OG0001116	QNG12899.1	NP_013097.1
OG0001117	QNG12900.1	NP_012531.1
OG0001118	QNG12901.1	NP_013093.1
OG0001119	QNG12902.1	NP_012530.1
OG0001120	QNG12903.1	NP_012529.3
OG0001121	QNG12904.1	NP_013117.1
OG0001122	QNG12905.1	NP_013118.1
OG0001123	QNG12908.1	NP_013121.1
OG0001124	QNG12909.1	NP_013122.1
OG0001125	QNG12910.1	NP_013123.1
OG0001126	QNG12911.1	NP_013124.1
OG0001127	QNG12912.1	NP_012510.3
OG0001128	QNG12913.1	NP_012509.1
OG0001129	QNG12914.1	NP_012508.1
OG0001130	QNG12915.1	NP_011689.1
OG0001131	QNG12916.1	NP_012725.1
OG0001132	QNG12917.1	NP_012726.2
OG0001133	QNG12918.1	NP_012727.1
OG0001134	QNG12919.1	NP_012728.1
OG0001135	QNG12920.1	NP_012729.1
OG0001136	QNG12923.1	NP_013904.1
OG0001137	QNG12924.1	NP_015098.1
OG0001138	QNG12925.1	NP_013903.1
OG0001139	QNG12926.1	NP_015366.1
OG0001140	QNG12927.1	NP_011929.1
OG0001141	QNG12928.1	NP_011928.1
OG0001142	QNG12929.1	NP_011927.1
OG0001143	QNG12930.1	NP_011926.1
OG0001144	QNG12931.1	NP_011925.1
OG0001145	QNG12935.1	NP_011899.1
OG0001146	QNG12936.1	NP_011900.1
OG0001147	QNG12937.1	NP_011901.1
OG0001148	QNG12938.1	NP_011902.1
OG0001149	QNG12939.1	NP_011531.1
OG0001150	QNG12940.1	NP_011533.3
OG0001151	QNG12941.1	NP_011534.1
OG0001152	QNG12942.1	NP_011535.1
OG0001153	QNG12944.1	NP_011908.1
OG0001154	QNG12945.1	NP_011907.1
OG0001155	QNG12946.1	NP_012173.3
OG0001156	QNG12947.1	NP_012175.1
OG0001157	QNG12948.1	NP_012176.1
OG0001158	QNG12949.1	NP_013794.1
OG0001159	QNG12950.1	NP_013795.1
OG0001160	QNG12952.1	NP_013797.1
OG0001161	QNG12953.1	NP_010302.1
OG0001162	QNG12954.1	NP_010300.3
OG0001163	QNG12955.1	NP_010299.3
OG0001164	QNG12956.1	NP_001035220.1
OG0001165	QNG12959.1	NP_010296.3
OG0001166	QNG12960.1	NP_015441.1
OG0001167	QNG12961.1	NP_015442.1
OG0001168	QNG12962.1	NP_015443.1
OG0001169	QNG12963.1	NP_015444.1
OG0001170	QNG12965.1	NP_015447.1
OG0001171	QNG12966.1	NP_015449.1
OG0001172	QNG12967.1	NP_015450.1
OG0001173	QNG12969.1	NP_015453.1
OG0001174	QNG12970.1	NP_015456.2
OG0001175	QNG12971.1	NP_015458.1
OG0001176	QNG12972.1	NP_015459.1
OG0001177	QNG12974.1	NP_015461.1
OG0001178	QNG12975.1	NP_015463.1
OG0001179	QNG12977.1	NP_015465.1
OG0001180	QNG12978.1	NP_015466.1
OG0001181	QNG12979.1	NP_015467.1
OG0001182	QNG12980.1	NP_015469.1
OG0001183	QNG12981.1	NP_011639.3
OG0001184	QNG12982.1	NP_013061.1
OG0001185	QNG12985.1	NP_116692.1
OG0001186	QNG12986.1	NP_116691.3
OG0001187	QNG12987.1	NP_116690.3
OG0001188	QNG12988.1	NP_116689.1
OG0001189	QNG12989.1	NP_116687.1
OG0001190	QNG12990.1	NP_116686.3
OG0001191	QNG12991.1	NP_009815.1
OG0001192	QNG12992.1	NP_116328.4
OG0001193	QNG12993.1	NP_009814.3
OG0001194	QNG12994.1	NP_009813.1
OG0001195	QNG12995.1	NP_009812.1
OG0001196	QNG12996.1	NP_009810.3
OG0001197	QNG12997.1	NP_015390.1
OG0001198	QNG12998.1	NP_011702.1
OG0001199	QNG12999.1	NP_011703.3
OG0001200	QNG13000.1	NP_013087.1
OG0001201	QNG13001.1	NP_013088.1
OG0001202	QNG13003.1	NP_013090.1
OG0001203	QNG13005.1	NP_013092.1
OG0001204	QNG13007.1	NP_013094.1
OG0001205	QNG13008.1	NP_013095.1
OG0001206	QNG13009.1	NP_013096.1
OG0001207	QNG13010.1	NP_012532.3
OG0001208	QNG13011.1	NP_013098.1
OG0001209	QNG13012.1	NP_013099.1
OG0001210	QNG13013.1	NP_013100.1
OG0001211	QNG13014.1	NP_013101.1
OG0001212	QNG13015.1	NP_012535.3
OG0001213	QNG13016.1	NP_011694.3
OG0001214	QNG13018.1	NP_011691.1
OG0001215	QNG13019.1	NP_011690.3
OG0001216	QNG13020.1	NP_012586.1
OG0001217	QNG13021.1	NP_012587.3
OG0001218	QNG13023.1	NP_012589.1
OG0001219	QNG13024.1	NP_011475.1
OG0001220	QNG13025.1	NP_001106172.4
OG0001221	QNG13026.1	NP_011472.1
OG0001222	QNG13027.1	NP_011471.1
OG0001223	QNG13028.1	NP_011470.4
OG0001224	QNG13030.1	NP_011468.1
OG0001225	QNG13031.1	NP_011467.1
OG0001226	QNG13033.1	NP_011465.3
OG0001227	QNG13035.1	NP_013406.1
OG0001228	QNG13037.1	NP_013408.1
OG0001229	QNG13038.1	NP_013409.1
OG0001230	QNG13042.1	NP_013083.1
OG0001231	QNG13043.1	NP_013082.1
OG0001232	QNG13044.1	NP_013081.1
OG0001233	QNG13046.1	NP_015018.3
OG0001234	QNG13055.1	NP_013289.1
OG0001235	QNG13056.1	NP_010019.1
OG0001236	QNG13058.1	NP_010017.2
OG0001237	QNG13059.1	NP_010016.2
OG0001238	QNG13060.1	NP_010014.1
OG0001239	QNG13061.1	NP_010011.1
OG0001240	QNG13062.1	NP_010009.1
OG0001241	QNG13064.1	NP_010006.1
OG0001242	QNG13065.1	NP_010005.1
OG0001243	QNG13066.1	NP_010004.1
OG0001244	QNG13067.1	NP_010003.2
OG0001245	QNG13068.1	NP_010462.3
OG0001246	QNG13069.1	NP_010461.3
OG0001247	QNG13070.1	NP_010460.1
OG0001248	QNG13071.1	NP_010459.1
OG0001249	QNG13072.1	NP_010458.3
OG0001250	QNG13073.1	NP_010457.3
OG0001251	QNG13074.1	NP_010456.1
OG0001252	QNG13075.1	NP_010454.3
OG0001253	QNG13076.1	NP_013251.1
OG0001254	QNG13077.1	NP_010453.1
OG0001255	QNG13078.1	NP_010452.1
OG0001256	QNG13079.1	NP_010451.3
OG0001257	QNG13080.1	NP_010450.3
OG0001258	QNG13081.1	NP_010449.1
OG0001259	QNG13082.1	NP_010448.1
OG0001260	QNG13083.1	NP_010447.3
OG0001261	QNG13084.1	NP_010446.3
OG0001262	QNG13085.1	NP_010445.1
OG0001263	QNG13086.1	NP_010444.1
OG0001264	QNG13087.1	NP_010443.3
OG0001265	QNG13088.1	NP_010442.3
OG0001266	QNG13089.1	NP_010440.1
OG0001267	QNG13090.1	NP_010439.1
OG0001268	QNG13091.1	NP_010437.3
OG0001269	QNG13092.1	NP_010436.3
OG0001270	QNG13094.1	NP_010434.1
OG0001271	QNG13095.1	NP_010432.3
OG0001272	QNG13097.1	NP_010430.1
OG0001273	QNG13099.1	NP_010429.1
OG0001274	QNG13101.1	NP_010427.3
OG0001275	QNG13102.1	NP_014502.1
OG0001276	QNG13103.1	NP_014503.2
OG0001277	QNG13104.1	NP_014504.1
OG0001278	QNG13105.1	NP_014505.1
OG0001279	QNG13106.1	NP_014506.1
OG0001280	QNG13107.1	NP_014508.1
OG0001281	QNG13108.1	NP_014086.1
OG0001282	QNG13109.1	NP_014509.1
OG0001283	QNG13111.1	NP_014512.1
OG0001284	QNG13113.1	NP_014515.2
OG0001285	QNG13122.1	NP_014516.1
OG0001286	QNG13123.1	NP_014517.1
OG0001287	QNG13125.1	NP_014519.1
OG0001288	QNG13128.1	NP_014522.1
OG0001289	QNG13129.1	NP_014524.1
OG0001290	QNG13132.1	NP_014527.1
OG0001291	QNG13134.1	NP_014530.1
OG0001292	QNG13135.1	NP_014531.1
OG0001293	QNG13137.1	NP_014110.1
OG0001294	QNG13139.1	NP_014630.1
OG0001295	QNG13140.1	NP_014631.1
OG0001296	QNG13142.1	NP_014633.1
OG0001297	QNG13143.1	NP_014634.1
OG0001298	QNG13144.1	NP_014635.1
OG0001299	QNG13145.1	NP_014636.1
OG0001300	QNG13147.1	NP_014638.1
OG0001301	QNG13148.1	NP_014639.1
OG0001302	QNG13149.1	NP_014640.1
OG0001303	QNG13150.1	NP_014641.2
OG0001304	QNG13151.1	NP_014642.1
OG0001305	QNG13152.1	NP_014643.1
OG0001306	QNG13153.1	NP_013713.1
OG0001307	QNG13154.1	NP_014644.1
OG0001308	QNG13156.1	NP_014646.1
OG0001309	QNG13157.1	NP_014647.1
OG0001310	QNG13158.1	NP_014648.1
OG0001311	QNG13159.1	NP_014649.1
OG0001312	QNG13160.1	NP_009547.2
OG0001313	QNG13161.1	NP_009546.1
OG0001314	QNG13162.1	NP_009545.2
OG0001315	QNG13163.1	NP_009543.1
OG0001316	QNG13164.1	NP_009542.1
OG0001317	QNG13165.1	NP_009540.2
OG0001318	QNG13166.1	NP_009539.2
OG0001319	QNG13168.1	NP_011486.1
OG0001320	QNG13169.1	NP_011666.1
OG0001321	QNG13170.1	NP_011665.1
OG0001322	QNG13171.1	NP_011663.3
OG0001323	QNG13173.1	NP_011661.2
OG0001324	QNG13174.1	NP_011668.3
OG0001325	QNG13175.1	NP_011671.3
OG0001326	QNG13176.1	NP_011672.1
OG0001327	QNG13177.1	NP_011673.1
OG0001328	QNG13178.1	NP_011674.3
OG0001329	QNG13179.1	NP_011675.1
OG0001330	QNG13180.1	NP_011677.3
OG0001331	QNG13182.1	NP_011679.3
OG0001332	QNG13186.1	NP_013412.1
OG0001333	QNG13187.1	NP_013413.1
OG0001334	QNG13189.1	NP_013416.2
OG0001335	QNG13191.1	NP_013418.2
OG0001336	QNG13192.1	NP_011840.1
OG0001337	QNG13193.1	NP_011839.1
OG0001338	QNG13196.1	NP_011838.1
OG0001339	QNG13197.1	NP_011837.2
OG0001340	QNG13198.1	NP_011836.1
OG0001341	QNG13199.1	NP_011834.1
OG0001342	QNG13200.1	NP_013062.1
OG0001343	QNG13201.1	NP_011833.1
OG0001344	QNG13203.1	NP_011832.1
OG0001345	QNG13205.1	NP_011831.1
OG0001346	QNG13209.1	NP_011827.1
OG0001347	QNG13210.1	NP_011825.1
OG0001348	QNG13211.1	NP_013050.1
OG0001349	QNG13212.1	NP_011824.1
OG0001350	QNG13214.1	NP_010862.1
OG0001351	QNG13215.1	NP_010861.3
OG0001352	QNG13217.1	NP_009626.1
OG0001353	QNG13219.1	NP_013676.2
OG0001354	QNG13220.1	NP_013675.1
OG0001355	QNG13221.1	NP_013674.1
OG0001356	QNG13223.1	NP_011871.1
OG0001357	QNG13224.1	NP_011872.1
OG0001358	QNG13225.1	NP_011873.1
OG0001359	QNG13226.1	NP_011875.1
OG0001360	QNG13227.1	NP_011876.1
OG0001361	QNG13228.1	NP_011877.1
OG0001362	QNG13230.1	NP_014666.1
OG0001363	QNG13231.1	NP_014665.1
OG0001364	QNG13232.1	NP_014664.1
OG0001365	QNG13235.1	NP_010337.3
OG0001366	QNG13236.1	NP_010339.1
OG0001367	QNG13239.1	NP_010341.3
OG0001368	QNG13240.1	NP_010342.3
OG0001369	QNG13241.1	NP_010343.1
OG0001370	QNG13243.1	NP_010508.1
OG0001371	QNG13244.1	NP_010507.3
OG0001372	QNG13245.1	NP_010505.3
OG0001373	QNG13246.1	NP_010504.1
OG0001374	QNG13247.1	NP_010503.1
OG0001375	QNG13248.1	NP_010502.3
OG0001376	QNG13249.1	NP_010500.3
OG0001377	QNG13250.1	NP_011372.3
OG0001378	QNG13252.1	NP_116577.1
OG0001379	QNG13254.1	NP_011367.1
OG0001380	QNG13255.1	NP_011365.1
OG0001381	QNG13256.1	NP_011364.1
OG0001382	QNG13257.1	NP_011362.3
OG0001383	QNG13258.1	NP_011361.1
OG0001384	QNG13259.1	NP_011360.1
OG0001385	QNG13260.1	NP_011359.1
OG0001386	QNG13265.1	NP_014974.3
OG0001387	QNG13266.1	NP_014975.2
OG0001388	QNG13267.1	NP_014977.3
OG0001389	QNG13268.1	NP_014979.1
OG0001390	QNG13269.1	NP_014980.3
OG0001391	QNG13270.1	NP_014981.1
OG0001392	QNG13273.1	NP_014985.1
OG0001393	QNG13274.1	NP_014986.3
OG0001394	QNG13275.1	NP_014987.1
OG0001395	QNG13276.1	NP_014989.3
OG0001396	QNG13277.1	NP_014991.1
OG0001397	QNG13279.1	NP_014993.1
OG0001398	QNG13280.1	NP_015118.1
OG0001399	QNG13281.1	NP_015117.1
OG0001400	QNG13282.1	NP_015116.1
OG0001401	QNG13283.1	NP_015115.1
OG0001402	QNG13284.1	NP_015114.2
OG0001403	QNG13285.1	NP_015112.1
OG0001404	QNG13286.1	NP_015111.1
OG0001405	QNG13287.1	NP_015110.1
OG0001406	QNG13288.1	NP_015109.1
OG0001407	QNG13289.1	NP_015107.1
OG0001408	QNG13290.1	NP_015106.1
OG0001409	QNG13293.1	NP_015102.1
OG0001410	QNG13296.1	NP_015097.1
OG0001411	QNG13298.1	NP_015095.1
OG0001412	QNG13301.1	NP_015093.1
OG0001413	QNG13303.1	NP_015091.1
OG0001414	QNG13304.1	NP_015090.1
OG0001415	QNG13306.1	NP_012763.1
OG0001416	QNG13307.1	NP_012762.1
OG0001417	QNG13309.1	NP_012767.1
OG0001418	QNG13310.1	NP_012768.1
OG0001419	QNG13311.1	NP_012770.1
OG0001420	QNG13312.1	NP_012771.1
OG0001421	QNG13314.1	NP_012772.1
OG0001422	QNG13315.1	NP_012773.1
OG0001423	QNG13316.1	NP_012776.1
OG0001424	QNG13317.1	NP_012777.1
OG0001425	QNG13318.1	NP_012780.1
OG0001426	QNG13319.1	NP_012524.3
OG0001427	QNG13320.1	NP_010935.1
OG0001428	QNG13327.1	NP_014052.1
OG0001429	QNG13329.1	NP_012611.1
OG0001430	QNG13330.1	NP_012711.1
OG0001431	QNG13331.1	NP_012610.1
OG0001432	QNG13332.1	NP_012609.3
OG0001433	QNG13333.1	NP_012608.1
OG0001434	QNG13335.1	NP_012607.1
OG0001435	QNG13336.1	NP_012604.1
OG0001436	QNG13337.1	NP_012603.1
OG0001437	QNG13338.1	NP_012602.3
OG0001438	QNG13339.1	NP_012601.1
OG0001439	QNG13341.1	NP_012599.3
OG0001440	QNG13342.1	NP_012598.1
OG0001441	QNG13343.1	NP_012597.1
OG0001442	QNG13344.1	NP_010805.1
OG0001443	QNG13345.1	NP_009890.1
OG0001444	QNG13349.1	NP_014968.1
OG0001445	QNG13351.1	NP_014967.3
OG0001446	QNG13354.1	NP_014593.1
OG0001447	QNG13355.1	NP_014594.2
OG0001448	QNG13356.1	NP_014595.2
OG0001449	QNG13358.1	NP_014598.1
OG0001450	QNG13361.1	NP_014600.1
OG0001451	QNG13362.1	NP_014601.1
OG0001452	QNG13363.1	NP_014602.1
OG0001453	QNG13364.1	NP_014611.1
OG0001454	QNG13365.1	NP_014610.1
OG0001455	QNG13366.1	NP_014609.1
OG0001456	QNG13367.1	NP_014608.1
OG0001457	QNG13369.1	NP_014604.1
OG0001458	QNG13370.1	NP_014616.1
OG0001459	QNG13371.1	NP_014615.1
OG0001460	QNG13372.1	NP_014613.1
OG0001461	QNG13373.1	NP_014612.1
OG0001462	QNG13374.1	NP_014660.1
OG0001463	QNG13375.1	NP_014657.1
OG0001464	QNG13379.1	NP_014650.1
OG0001465	QNG13380.1	NP_013170.1
OG0001466	QNG13381.1	NP_013169.1
OG0001467	QNG13382.1	NP_013168.1
OG0001468	QNG13383.1	NP_013167.1
OG0001469	QNG13384.1	NP_013166.1
OG0001470	QNG13385.1	NP_013165.1
OG0001471	QNG13386.1	NP_013164.1
OG0001472	QNG13388.1	NP_013161.1
OG0001473	QNG13389.1	NP_013160.1
OG0001474	QNG13390.1	NP_013159.1
OG0001475	QNG13391.1	NP_013158.1
OG0001476	QNG13392.1	NP_013157.1
OG0001477	QNG13394.1	NP_013156.1
OG0001478	QNG13395.1	NP_013155.2
OG0001479	QNG13397.1	NP_013153.1
OG0001480	QNG13398.1	NP_013152.1
OG0001481	QNG13400.1	NP_013150.1
OG0001482	QNG13401.1	NP_013151.1
OG0001483	QNG13402.1	NP_570898.1
OG0001484	QNG13403.1	NP_015307.1
OG0001485	QNG13405.1	NP_116647.1
OG0001486	QNG13407.1	NP_116650.1
OG0001487	QNG13409.1	NP_116652.1
OG0001488	QNG13410.1	NP_116661.1
OG0001489	QNG13411.1	NP_116658.1
OG0001490	QNG13413.1	NP_116656.1
OG0001491	QNG13414.1	NP_116662.1
OG0001492	QNG13415.1	NP_116663.1
OG0001493	QNG13418.1	NP_012334.1
OG0001494	QNG13419.1	NP_012332.1
OG0001495	QNG13420.1	NP_012331.1
OG0001496	QNG13421.1	NP_012330.1
OG0001497	QNG13422.1	NP_012329.1
OG0001498	QNG13423.1	NP_010686.1
OG0001499	QNG13424.1	NP_010687.3
OG0001500	QNG13425.1	NP_010688.4
OG0001501	QNG13426.1	NP_010690.1
OG0001502	QNG13427.1	NP_010691.1
OG0001503	QNG13428.1	NP_010692.3
OG0001504	QNG13429.1	NP_010693.3
OG0001505	QNG13431.1	NP_010695.1
OG0001506	QNG13432.1	NP_010696.3
OG0001507	QNG13434.1	NP_010698.1
OG0001508	QNG13435.1	NP_010699.1
OG0001509	QNG13436.1	NP_010700.3
OG0001510	QNG13437.1	NP_010702.4
OG0001511	QNG13438.1	NP_010703.1
OG0001512	QNG13439.1	NP_010704.1
OG0001513	QNG13441.1	NP_010707.3
OG0001514	QNG13442.1	NP_010708.1
OG0001515	QNG13443.1	NP_010709.1
OG0001516	QNG13444.1	NP_010710.4
OG0001517	QNG13445.1	NP_010711.3
OG0001518	QNG13446.1	NP_010712.1
OG0001519	QNG13447.1	NP_010713.1
OG0001520	QNG13448.1	NP_010715.3
OG0001521	QNG13449.1	NP_010718.1
OG0001522	QNG13450.1	NP_010722.3
OG0001523	QNG13451.1	NP_010723.1
OG0001524	QNG13453.1	NP_011946.1
OG0001525	QNG13454.1	NP_011947.2
OG0001526	QNG13456.1	NP_011949.1
OG0001527	QNG13457.1	NP_011950.1
OG0001528	QNG13458.1	NP_013997.1
OG0001529	QNG13459.1	NP_013999.1
OG0001530	QNG13461.1	NP_014001.1
OG0001531	QNG13463.1	NP_012351.1
OG0001532	QNG13464.1	NP_015156.1
OG0001533	QNG13465.1	NP_015155.1
OG0001534	QNG13467.1	NP_015150.2
OG0001535	QNG13468.1	NP_015151.1
OG0001536	QNG13470.1	NP_015152.1
OG0001537	QNG13471.1	NP_015153.1
OG0001538	QNG13473.1	NP_013941.2
OG0001539	QNG13474.1	NP_013940.1
OG0001540	QNG13475.1	NP_013939.1
OG0001541	QNG13476.1	NP_013938.1
OG0001542	QNG13477.1	NP_013937.1
OG0001543	QNG13478.1	NP_013936.1
OG0001544	QNG13479.1	NP_013935.1
OG0001545	QNG13480.1	NP_013942.1
OG0001546	QNG13481.1	NP_013943.1
OG0001547	QNG13482.1	NP_013944.1
OG0001548	QNG13483.1	NP_013945.1
OG0001549	QNG13485.1	NP_013947.1
OG0001550	QNG13486.1	NP_013948.1
OG0001551	QNG13487.1	NP_009639.3
OG0001552	QNG13489.1	NP_009525.1
OG0001553	QNG13490.1	NP_009524.1
OG0001554	QNG13491.1	NP_076874.1
OG0001555	QNG13493.1	NP_009522.1
OG0001556	QNG13494.1	NP_009521.1
OG0001557	QNG13495.1	NP_009520.1
OG0001558	QNG13496.1	NP_009519.1
OG0001559	QNG13497.1	NP_009518.1
OG0001560	QNG13498.1	NP_009643.2
OG0001561	QNG13499.1	NP_009517.1
OG0001562	QNG13500.1	NP_009516.1
OG0001563	QNG13501.1	NP_009515.1
OG0001564	QNG13503.1	NP_009513.1
OG0001565	QNG13504.1	NP_009512.1
OG0001566	QNG13505.1	NP_009511.1
OG0001567	QNG13506.1	NP_009510.1
OG0001568	QNG13507.1	NP_009508.1
OG0001569	QNG13508.1	NP_009507.1
OG0001570	QNG13509.1	NP_009506.1
OG0001571	QNG13510.1	NP_009504.1
OG0001572	QNG13511.1	NP_009503.1
OG0001573	QNG13512.1	NP_013358.1
OG0001574	QNG13514.1	NP_014626.1
OG0001575	QNG13517.1	NP_012130.1
OG0001576	QNG13519.1	NP_015481.1
OG0001577	QNG13521.1	NP_015486.1
OG0001578	QNG13522.1	NP_014821.3
OG0001579	QNG13523.1	NP_013376.1
OG0001580	QNG13524.1	NP_013377.1
OG0001581	QNG13525.1	NP_013378.1
OG0001582	QNG13526.1	NP_013379.1
OG0001583	QNG13527.1	NP_013383.1
OG0001584	QNG13528.1	NP_013385.1
OG0001585	QNG13530.1	NP_013516.1
OG0001586	QNG13533.1	NP_010773.4
OG0001587	QNG13534.1	NP_010772.1
OG0001588	QNG13535.1	NP_009711.3
OG0001589	QNG13536.1	NP_009710.3
OG0001590	QNG13537.1	NP_009709.1
OG0001591	QNG13538.1	NP_013330.1
OG0001592	QNG13539.1	NP_010496.3
OG0001593	QNG13540.1	NP_010494.1
OG0001594	QNG13541.1	NP_010493.1
OG0001595	QNG13543.1	NP_010491.4
OG0001596	QNG13544.1	NP_010490.1
OG0001597	QNG13545.1	NP_010488.1
OG0001598	QNG13546.1	NP_010487.3
OG0001599	QNG13547.1	NP_010486.3
OG0001600	QNG13548.1	NP_010484.1
OG0001601	QNG13549.1	NP_010483.1
OG0001602	QNG13550.1	NP_010482.3
OG0001603	QNG13551.1	NP_010480.1
OG0001604	QNG13552.1	NP_010478.3
OG0001605	QNG13553.1	NP_010477.3
OG0001606	QNG13554.1	NP_010476.1
OG0001607	QNG13555.1	NP_010475.1
OG0001608	QNG13556.1	NP_010472.3
OG0001609	QNG13557.1	NP_010470.1
OG0001610	QNG13558.1	NP_010469.3
OG0001611	QNG13559.1	NP_010468.1
OG0001612	QNG13560.1	NP_010467.1
OG0001613	QNG13561.1	NP_010466.3
OG0001614	QNG13562.1	NP_010465.4
OG0001615	QNG13563.1	NP_010464.1
OG0001616	QNG13565.1	NP_013746.1
OG0001617	QNG13566.1	NP_013747.1
OG0001618	QNG13568.1	NP_013749.1
OG0001619	QNG13569.1	NP_013750.1
OG0001620	QNG13571.1	NP_013752.1
OG0001621	QNG13572.1	NP_013753.1
OG0001622	QNG13573.1	NP_013755.1
OG0001623	QNG13574.1	NP_012854.1
OG0001624	QNG13575.1	NP_013763.1
OG0001625	QNG13577.1	NP_013758.1
OG0001626	QNG13578.1	NP_013757.1
OG0001627	QNG13579.1	NP_013756.1
OG0001628	QNG13582.1	NP_012850.1
OG0001629	QNG13583.1	NP_013771.1
OG0001630	QNG13584.1	NP_013774.1
OG0001631	QNG13585.1	NP_013775.2
OG0001632	QNG13586.1	NP_013776.1
OG0001633	QNG13587.1	NP_013777.1
OG0001634	QNG13588.1	NP_013778.1
OG0001635	QNG13589.1	NP_012845.1
OG0001636	QNG13590.1	NP_013779.1
OG0001637	QNG13591.1	NP_013780.1
OG0001638	QNG13592.1	NP_013781.1
OG0001639	QNG13593.1	NP_013782.1
OG0001640	QNG13594.1	NP_013783.1
OG0001641	QNG13595.1	NP_013784.1
OG0001642	QNG13596.1	NP_011868.1
OG0001643	QNG13597.1	NP_011869.1
OG0001644	QNG13599.1	NP_012288.1
OG0001645	QNG13600.1	NP_012289.3
OG0001646	QNG13601.1	NP_012290.1
OG0001647	QNG13602.1	NP_012291.1
OG0001648	QNG13603.1	NP_012292.3
OG0001649	QNG13604.1	NP_012299.1
OG0001650	QNG13605.1	NP_012904.3
OG0001651	QNG13606.1	NP_012300.3
