Orthogroup	BG2_protein	CBS138_protein
OG0001027	QNG12783.1	XP_445438.1
OG0001028	QNG12784.1	XP_445439.1
OG0001029	QNG12786.1	XP_445441.1
OG0001030	QNG12787.1	XP_445442.1
OG0001031	QNG12789.1	XP_445444.1
OG0001032	QNG12791.1	XP_445446.1
OG0001033	QNG12793.1	XP_445448.1
OG0001034	QNG12794.1	XP_445449.1
OG0001035	QNG12795.1	XP_445450.1
OG0001036	QNG12797.1	XP_445451.1
OG0001037	QNG12798.1	XP_445452.1
OG0001038	QNG12799.1	XP_445453.1
OG0001039	QNG12800.1	XP_445454.1
OG0001040	QNG12802.1	XP_445457.1
OG0001041	QNG12803.1	XP_445458.1
OG0001042	QNG12805.1	XP_445460.1
OG0001043	QNG12808.1	XP_445463.1
OG0001044	QNG12809.1	XP_445464.1
OG0001045	QNG12810.1	XP_445465.1
OG0001046	QNG12816.1	XP_445470.1
OG0001047	QNG12818.1	XP_445472.1
OG0001048	QNG12819.1	XP_445473.1
OG0001049	QNG12820.1	XP_445474.1
OG0001050	QNG12821.1	XP_445475.1
OG0001051	QNG12822.1	XP_445476.1
OG0001052	QNG12823.1	XP_445477.1
OG0001053	QNG12824.1	XP_445478.1
OG0001054	QNG12826.1	XP_445480.1
OG0001055	QNG12827.1	XP_445481.1
OG0001056	QNG12828.1	XP_445482.1
OG0001057	QNG12829.1	XP_445483.1
OG0001058	QNG12830.1	XP_445484.1
OG0001059	QNG12831.1	XP_445485.1
OG0001060	QNG12832.1	XP_445486.1
OG0001061	QNG12833.1	XP_445487.1
OG0001062	QNG12834.1	XP_445488.1
OG0001063	QNG12835.1	XP_445489.1
OG0001064	QNG12836.1	XP_445490.1
OG0001065	QNG12837.1	XP_445491.1
OG0001066	QNG12838.1	XP_445492.1
OG0001067	QNG12840.1	XP_445494.1
OG0001068	QNG12841.1	XP_445495.1
OG0001069	QNG12844.1	XP_445497.1
OG0001070	QNG12845.1	XP_445498.1
OG0001071	QNG12847.1	XP_445500.1
OG0001072	QNG12848.1	XP_445501.1
OG0001073	QNG12849.1	XP_002999528.1
OG0001074	QNG12850.1	XP_445502.1
OG0001075	QNG12851.1	XP_445503.1
OG0001076	QNG12852.1	XP_445504.1
OG0001077	QNG12853.1	XP_445505.1
OG0001078	QNG12854.1	XP_445506.1
OG0001079	QNG12856.1	XP_002999529.1
OG0001080	QNG12857.1	XP_445508.1
OG0001081	QNG12858.1	XP_445509.1
OG0001082	QNG12859.1	XP_445510.1
OG0001083	QNG12861.1	XP_445512.1
OG0001084	QNG12862.1	XP_445513.1
OG0001085	QNG12863.1	XP_445514.1
OG0001086	QNG12864.1	XP_445515.1
OG0001087	QNG12865.1	XP_445516.1
OG0001088	QNG12866.1	XP_445517.1
OG0001089	QNG12867.1	XP_445518.1
OG0001090	QNG12868.1	XP_445519.1
OG0001091	QNG12869.1	XP_445520.1
OG0001092	QNG12870.1	XP_445521.1
OG0001093	QNG12871.1	XP_445522.1
OG0001094	QNG12873.1	XP_445524.1
OG0001095	QNG12874.1	XP_445525.1
OG0001096	QNG12875.1	XP_445526.1
OG0001097	QNG12876.1	XP_445527.1
OG0001098	QNG12877.1	XP_445528.1
OG0001099	QNG12878.1	XP_445529.1
OG0001100	QNG12881.1	XP_445532.1
OG0001101	QNG12882.1	XP_445533.1
OG0001102	QNG12883.1	XP_445534.1
OG0001103	QNG12885.1	XP_445536.1
OG0001104	QNG12886.1	XP_445537.1
OG0001105	QNG12887.1	XP_445538.1
OG0001106	QNG12888.1	XP_445539.1
OG0001107	QNG12889.1	XP_445540.1
OG0001108	QNG12890.1	XP_445541.1
OG0001109	QNG12891.1	XP_445542.1
OG0001110	QNG12892.1	XP_445543.1
OG0001111	QNG12894.1	XP_445545.1
OG0001112	QNG12895.1	XP_445546.1
OG0001113	QNG12896.1	XP_445547.1
OG0001114	QNG12897.1	XP_445548.1
OG0001115	QNG12898.1	XP_445549.1
OG0001116	QNG12899.1	XP_445550.1
OG0001117	QNG12900.1	XP_445551.1
OG0001118	QNG12901.1	XP_445552.1
OG0001119	QNG12902.1	XP_445553.1
OG0001120	QNG12903.1	XP_445554.1
OG0001121	QNG12904.1	XP_445555.1
OG0001122	QNG12905.1	XP_445556.1
OG0001123	QNG12908.1	XP_445559.1
OG0001124	QNG12909.1	XP_445560.1
OG0001125	QNG12910.1	XP_445561.1
OG0001126	QNG12911.1	XP_445562.1
OG0001127	QNG12912.1	XP_445563.1
OG0001128	QNG12913.1	XP_445564.1
OG0001129	QNG12914.1	XP_445565.1
OG0001130	QNG12915.1	XP_445566.1
OG0001131	QNG12916.1	XP_445567.1
OG0001132	QNG12917.1	XP_445568.1
OG0001133	QNG12918.1	XP_445569.1
OG0001134	QNG12919.1	XP_445570.1
OG0001135	QNG12920.1	XP_445571.1
OG0001136	QNG12923.1	XP_445574.1
OG0001137	QNG12924.1	XP_445575.1
OG0001138	QNG12925.1	XP_445576.1
OG0001139	QNG12926.1	XP_445577.1
OG0001140	QNG12927.1	XP_445578.1
OG0001141	QNG12928.1	XP_445579.1
OG0001142	QNG12929.1	XP_445580.1
OG0001143	QNG12930.1	XP_445581.1
OG0001144	QNG12931.1	XP_445582.1
OG0001145	QNG12935.1	XP_445586.1
OG0001146	QNG12936.1	XP_445587.1
OG0001147	QNG12937.1	XP_445588.1
OG0001148	QNG12938.1	XP_445589.1
OG0001149	QNG12939.1	XP_445590.1
OG0001150	QNG12940.1	XP_445591.1
OG0001151	QNG12941.1	XP_445592.1
OG0001152	QNG12942.1	XP_445593.1
OG0001153	QNG12944.1	XP_445595.1
OG0001154	QNG12945.1	XP_445596.2
OG0001155	QNG12946.1	XP_445597.1
OG0001156	QNG12947.1	XP_445598.1
OG0001157	QNG12948.1	XP_445599.1
OG0001158	QNG12949.1	XP_445600.1
OG0001159	QNG12950.1	XP_445601.1
OG0001160	QNG12952.1	XP_445603.1
OG0001161	QNG12953.1	XP_445604.1
OG0001162	QNG12954.1	XP_445605.1
OG0001163	QNG12955.1	XP_002999530.1
OG0001164	QNG12956.1	XP_445606.1
OG0001165	QNG12959.1	XP_445609.1
OG0001166	QNG12960.1	XP_445610.1
OG0001167	QNG12961.1	XP_445611.1
OG0001168	QNG12962.1	XP_445612.1
OG0001169	QNG12963.1	XP_445613.1
OG0001170	QNG12965.1	XP_445615.1
OG0001171	QNG12966.1	XP_445616.1
OG0001172	QNG12967.1	XP_445617.1
OG0001173	QNG12969.1	XP_445619.1
OG0001174	QNG12970.1	XP_445620.1
OG0001175	QNG12971.1	XP_445621.1
OG0001176	QNG12972.1	XP_002999531.1
OG0001177	QNG12974.1	XP_445623.1
OG0001178	QNG12975.1	XP_445624.1
OG0001179	QNG12977.1	XP_445626.1
OG0001180	QNG12978.1	XP_445627.1
OG0001181	QNG12979.1	XP_445628.1
OG0001182	QNG12980.1	XP_445629.1
OG0001183	QNG12981.1	XP_445630.1
OG0001184	QNG12982.1	XP_445631.1
OG0001185	QNG12985.1	XP_445634.1
OG0001186	QNG12986.1	XP_445635.1
OG0001187	QNG12987.1	XP_445636.1
OG0001188	QNG12988.1	XP_445637.1
OG0001189	QNG12989.1	XP_445638.1
OG0001190	QNG12990.1	XP_445639.1
OG0001191	QNG12991.1	XP_445640.1
OG0001192	QNG12992.1	XP_002999532.1
OG0001193	QNG12993.1	XP_445641.1
OG0001194	QNG12994.1	XP_445642.1
OG0001195	QNG12995.1	XP_445643.1
OG0001196	QNG12996.1	XP_445644.1
OG0001197	QNG12997.1	XP_445645.1
OG0001198	QNG12998.1	XP_445647.1
OG0001199	QNG12999.1	XP_445648.1
OG0001200	QNG13000.1	XP_445649.1
OG0001201	QNG13001.1	XP_445650.1
OG0001202	QNG13003.1	XP_445652.1
OG0001203	QNG13005.1	XP_445654.1
OG0001204	QNG13007.1	XP_445656.1
OG0001205	QNG13008.1	XP_445657.1
OG0001206	QNG13009.1	XP_445658.1
OG0001207	QNG13010.1	XP_445659.1
OG0001208	QNG13011.1	XP_445660.1
OG0001209	QNG13012.1	XP_445661.1
OG0001210	QNG13013.1	XP_445662.1
OG0001211	QNG13014.1	XP_445663.1
OG0001212	QNG13015.1	XP_445664.1
OG0001213	QNG13016.1	XP_445665.1
OG0001214	QNG13018.1	XP_445667.1
OG0001215	QNG13019.1	XP_445668.1
OG0001216	QNG13020.1	XP_445669.1
OG0001217	QNG13021.1	XP_445670.1
OG0001218	QNG13023.1	XP_445672.1
OG0001219	QNG13024.1	XP_445673.1
OG0001220	QNG13025.1	XP_002999533.1
OG0001221	QNG13026.1	XP_445674.1
OG0001222	QNG13027.1	XP_445675.1
OG0001223	QNG13028.1	XP_445676.1
OG0001224	QNG13030.1	XP_445678.1
OG0001225	QNG13031.1	XP_445679.1
OG0001226	QNG13033.1	XP_445681.1
OG0001227	QNG13035.1	XP_445683.1
OG0001228	QNG13037.1	XP_445685.1
OG0001229	QNG13038.1	XP_445686.1
OG0001230	QNG13042.1	XP_445690.1
OG0001231	QNG13043.1	XP_445691.1
OG0001232	QNG13044.1	XP_445692.1
OG0001233	QNG13046.1	XP_445694.1
OG0001234	QNG13055.1	XP_445704.1
OG0001235	QNG13056.1	XP_445705.1
OG0001236	QNG13058.1	XP_445707.1
OG0001237	QNG13059.1	XP_445708.1
OG0001238	QNG13060.1	XP_445709.1
OG0001239	QNG13061.1	XP_445710.1
OG0001240	QNG13062.1	XP_445711.1
OG0001241	QNG13064.1	XP_445713.1
OG0001242	QNG13065.1	XP_445714.1
OG0001243	QNG13066.1	XP_445715.1
OG0001244	QNG13067.1	XP_445716.1
OG0001245	QNG13068.1	XP_445717.1
OG0001246	QNG13069.1	XP_445718.1
OG0001247	QNG13070.1	XP_445719.1
OG0001248	QNG13071.1	XP_445720.1
OG0001249	QNG13072.1	XP_445721.1
OG0001250	QNG13073.1	XP_445722.1
OG0001251	QNG13074.1	XP_445723.1
OG0001252	QNG13075.1	XP_445724.2
OG0001253	QNG13076.1	XP_445725.1
OG0001254	QNG13077.1	XP_445726.2
OG0001255	QNG13078.1	XP_445727.1
OG0001256	QNG13079.1	XP_445728.1
OG0001257	QNG13080.1	XP_445729.1
OG0001258	QNG13081.1	XP_445730.1
OG0001259	QNG13082.1	XP_445731.1
OG0001260	QNG13083.1	XP_445732.1
OG0001261	QNG13084.1	XP_445733.1
OG0001262	QNG13085.1	XP_445734.1
OG0001263	QNG13086.1	XP_445735.1
OG0001264	QNG13087.1	XP_445736.1
OG0001265	QNG13088.1	XP_445737.1
OG0001266	QNG13089.1	XP_445738.1
OG0001267	QNG13090.1	XP_445739.1
OG0001268	QNG13091.1	XP_445740.1
OG0001269	QNG13092.1	XP_445741.1
OG0001270	QNG13094.1	XP_445743.1
OG0001271	QNG13095.1	XP_445744.1
OG0001272	QNG13097.1	XP_445746.1
OG0001273	QNG13099.1	XP_445749.1
OG0001274	QNG13101.1	XP_445751.1
OG0001275	QNG13102.1	XP_445752.1
OG0001276	QNG13103.1	XP_445753.1
OG0001277	QNG13104.1	XP_445754.1
OG0001278	QNG13105.1	XP_445755.1
OG0001279	QNG13106.1	XP_445756.1
OG0001280	QNG13107.1	XP_002999535.1
OG0001281	QNG13108.1	XP_445757.1
OG0001282	QNG13109.1	XP_445758.1
OG0001283	QNG13111.1	XP_445760.1
OG0001284	QNG13113.1	XP_445763.1
OG0001285	QNG13122.1	XP_445772.1
OG0001286	QNG13123.1	XP_445773.1
OG0001287	QNG13125.1	XP_445775.1
OG0001288	QNG13128.1	XP_445778.1
OG0001289	QNG13129.1	XP_445779.1
OG0001290	QNG13132.1	XP_445782.1
OG0001291	QNG13134.1	XP_445784.1
OG0001292	QNG13135.1	XP_445785.2
OG0001293	QNG13137.1	XP_445787.1
OG0001294	QNG13139.1	XP_445789.1
OG0001295	QNG13140.1	XP_002999536.1
OG0001296	QNG13142.1	XP_445791.1
OG0001297	QNG13143.1	XP_445792.1
OG0001298	QNG13144.1	XP_445793.1
OG0001299	QNG13145.1	XP_445794.1
OG0001300	QNG13147.1	XP_445796.1
OG0001301	QNG13148.1	XP_445797.1
OG0001302	QNG13149.1	XP_445798.1
OG0001303	QNG13150.1	XP_445799.1
OG0001304	QNG13151.1	XP_445800.1
OG0001305	QNG13152.1	XP_445801.1
OG0001306	QNG13153.1	XP_445802.1
OG0001307	QNG13154.1	XP_445803.1
OG0001308	QNG13156.1	XP_445805.1
OG0001309	QNG13157.1	XP_445806.1
OG0001310	QNG13158.1	XP_445807.1
OG0001311	QNG13159.1	XP_445808.1
OG0001312	QNG13160.1	XP_445809.1
OG0001313	QNG13161.1	XP_445810.1
OG0001314	QNG13162.1	XP_445811.1
OG0001315	QNG13163.1	XP_445812.1
OG0001316	QNG13164.1	XP_445813.1
OG0001317	QNG13165.1	XP_445814.1
OG0001318	QNG13166.1	XP_445815.1
OG0001319	QNG13168.1	XP_445817.1
OG0001320	QNG13169.1	XP_445818.1
OG0001321	QNG13170.1	XP_445819.1
OG0001322	QNG13171.1	XP_445820.1
OG0001323	QNG13173.1	XP_445823.2
OG0001324	QNG13174.1	XP_445824.1
OG0001325	QNG13175.1	XP_445826.1
OG0001326	QNG13176.1	XP_445827.1
OG0001327	QNG13177.1	XP_445828.1
OG0001328	QNG13178.1	XP_445829.1
OG0001329	QNG13179.1	XP_445830.1
OG0001330	QNG13180.1	XP_445831.1
OG0001331	QNG13182.1	XP_445833.1
OG0001332	QNG13186.1	XP_445837.1
OG0001333	QNG13187.1	XP_445838.1
OG0001334	QNG13189.1	XP_445840.1
OG0001335	QNG13191.1	XP_445842.1
OG0001336	QNG13192.1	XP_445843.1
OG0001337	QNG13193.1	XP_445844.1
OG0001338	QNG13196.1	XP_445848.1
OG0001339	QNG13197.1	XP_445849.1
OG0001340	QNG13198.1	XP_445850.1
OG0001341	QNG13199.1	XP_445851.1
OG0001342	QNG13200.1	XP_445852.1
OG0001343	QNG13201.1	XP_445853.1
OG0001344	QNG13203.1	XP_445855.1
OG0001345	QNG13205.1	XP_445857.1
OG0001346	QNG13209.1	XP_445861.1
OG0001347	QNG13210.1	XP_445862.1
OG0001348	QNG13211.1	XP_445863.1
OG0001349	QNG13212.1	XP_445864.1
OG0001350	QNG13214.1	XP_445866.1
OG0001351	QNG13215.1	XP_445867.1
OG0001352	QNG13217.1	XP_445869.1
OG0001353	QNG13219.1	XP_445872.1
OG0001354	QNG13220.1	XP_445873.1
OG0001355	QNG13221.1	XP_445874.1
OG0001356	QNG13223.1	XP_445876.1
OG0001357	QNG13224.1	XP_445877.1
OG0001358	QNG13225.1	XP_445878.1
OG0001359	QNG13226.1	XP_445879.1
OG0001360	QNG13227.1	XP_445880.1
OG0001361	QNG13228.1	XP_445881.1
OG0001362	QNG13230.1	XP_445883.1
OG0001363	QNG13231.1	XP_445884.1
OG0001364	QNG13232.1	XP_445885.1
OG0001365	QNG13235.1	XP_445887.1
OG0001366	QNG13236.1	XP_445888.1
OG0001367	QNG13239.1	XP_445891.1
OG0001368	QNG13240.1	XP_445892.1
OG0001369	QNG13241.1	XP_445893.1
OG0001370	QNG13243.1	XP_445895.1
OG0001371	QNG13244.1	XP_445896.1
OG0001372	QNG13245.1	XP_445897.1
OG0001373	QNG13246.1	XP_445898.1
OG0001374	QNG13247.1	XP_445899.1
OG0001375	QNG13248.1	XP_445900.1
OG0001376	QNG13249.1	XP_445901.1
OG0001377	QNG13250.1	XP_445902.1
OG0001378	QNG13252.1	XP_445904.1
OG0001379	QNG13254.1	XP_445906.1
OG0001380	QNG13255.1	XP_445907.1
OG0001381	QNG13256.1	XP_445908.1
OG0001382	QNG13257.1	XP_445909.1
OG0001383	QNG13258.1	XP_445910.1
OG0001384	QNG13259.1	XP_445911.1
OG0001385	QNG13260.1	XP_445912.1
OG0001386	QNG13265.1	XP_445919.1
OG0001387	QNG13266.1	XP_445920.1
OG0001388	QNG13267.1	XP_445921.1
OG0001389	QNG13268.1	XP_445922.1
OG0001390	QNG13269.1	XP_445923.1
OG0001391	QNG13270.1	XP_445924.1
OG0001392	QNG13273.1	XP_445927.1
OG0001393	QNG13274.1	XP_445928.1
OG0001394	QNG13275.1	XP_445929.1
OG0001395	QNG13276.1	XP_445930.1
OG0001396	QNG13277.1	XP_445931.1
OG0001397	QNG13279.1	XP_445933.1
OG0001398	QNG13280.1	XP_445934.1
OG0001399	QNG13281.1	XP_445935.1
OG0001400	QNG13282.1	XP_445936.1
OG0001401	QNG13283.1	XP_445937.1
OG0001402	QNG13284.1	XP_445938.1
OG0001403	QNG13285.1	XP_445939.1
OG0001404	QNG13286.1	XP_445940.1
OG0001405	QNG13287.1	XP_445941.1
OG0001406	QNG13288.1	XP_445942.1
OG0001407	QNG13289.1	XP_445944.1
OG0001408	QNG13290.1	XP_445945.1
OG0001409	QNG13293.1	XP_445948.1
OG0001410	QNG13296.1	XP_445951.1
OG0001411	QNG13298.1	XP_445953.1
OG0001412	QNG13301.1	XP_445956.1
OG0001413	QNG13303.1	XP_445958.1
OG0001414	QNG13304.1	XP_445959.1
OG0001415	QNG13306.1	XP_445961.1
OG0001416	QNG13307.1	XP_445962.1
OG0001417	QNG13309.1	XP_445964.1
OG0001418	QNG13310.1	XP_445965.1
OG0001419	QNG13311.1	XP_445966.1
OG0001420	QNG13312.1	XP_445967.1
OG0001421	QNG13314.1	XP_445969.1
OG0001422	QNG13315.1	XP_445970.1
OG0001423	QNG13316.1	XP_445971.1
OG0001424	QNG13317.1	XP_445972.1
OG0001425	QNG13318.1	XP_445973.1
OG0001426	QNG13319.1	XP_445974.1
OG0001427	QNG13320.1	XP_445975.1
OG0001428	QNG13327.1	XP_445982.1
OG0001429	QNG13329.1	XP_445984.1
OG0001430	QNG13330.1	XP_445985.1
OG0001431	QNG13331.1	XP_445986.1
OG0001432	QNG13332.1	XP_445987.1
OG0001433	QNG13333.1	XP_445988.1
OG0001434	QNG13335.1	XP_445990.1
OG0001435	QNG13336.1	XP_445991.1
OG0001436	QNG13337.1	XP_445992.1
OG0001437	QNG13338.1	XP_445993.1
OG0001438	QNG13339.1	XP_445994.1
OG0001439	QNG13341.1	XP_445996.1
OG0001440	QNG13342.1	XP_445997.1
OG0001441	QNG13343.1	XP_445998.1
OG0001442	QNG13344.1	XP_445999.1
OG0001443	QNG13345.1	XP_446000.1
OG0001444	QNG13349.1	XP_446004.1
OG0001445	QNG13351.1	XP_446006.1
OG0001446	QNG13354.1	XP_446010.1
OG0001447	QNG13355.1	XP_446011.1
OG0001448	QNG13356.1	XP_446012.1
OG0001449	QNG13358.1	XP_446014.1
OG0001450	QNG13361.1	XP_446017.1
OG0001451	QNG13362.1	XP_446018.1
OG0001452	QNG13363.1	XP_446019.1
OG0001453	QNG13364.1	XP_446021.1
OG0001454	QNG13365.1	XP_446022.1
OG0001455	QNG13366.1	XP_446023.1
OG0001456	QNG13367.1	XP_446024.1
OG0001457	QNG13369.1	XP_446026.1
OG0001458	QNG13370.1	XP_446027.1
OG0001459	QNG13371.1	XP_446028.1
OG0001460	QNG13372.1	XP_446029.1
OG0001461	QNG13373.1	XP_446030.1
OG0001462	QNG13374.1	XP_446031.1
OG0001463	QNG13375.1	XP_446032.1
OG0001464	QNG13379.1	XP_446037.1
OG0001465	QNG13380.1	XP_446038.1
OG0001466	QNG13381.1	XP_446039.1
OG0001467	QNG13382.1	XP_446040.1
OG0001468	QNG13383.1	XP_446041.1
OG0001469	QNG13384.1	XP_446042.1
OG0001470	QNG13385.1	XP_446043.1
OG0001471	QNG13386.1	XP_446044.1
OG0001472	QNG13388.1	XP_446046.1
OG0001473	QNG13389.1	XP_446047.1
OG0001474	QNG13390.1	XP_446048.1
OG0001475	QNG13391.1	XP_446049.1
OG0001476	QNG13392.1	XP_446050.1
OG0001477	QNG13394.1	XP_446052.1
OG0001478	QNG13395.1	XP_446053.1
OG0001479	QNG13397.1	XP_446055.1
OG0001480	QNG13398.1	XP_446056.1
OG0001481	QNG13400.1	XP_446058.1
OG0001482	QNG13401.1	XP_446059.1
OG0001483	QNG13402.1	XP_446060.1
OG0001484	QNG13403.1	XP_446061.1
OG0001485	QNG13405.1	XP_446063.1
OG0001486	QNG13407.1	XP_446065.1
OG0001487	QNG13409.1	XP_446067.1
OG0001488	QNG13410.1	XP_446068.1
OG0001489	QNG13411.1	XP_446069.1
OG0001490	QNG13413.1	XP_446071.1
OG0001491	QNG13414.1	XP_446072.1
OG0001492	QNG13415.1	XP_446073.1
OG0001493	QNG13418.1	XP_446076.1
OG0001494	QNG13419.1	XP_446077.1
OG0001495	QNG13420.1	XP_446078.1
OG0001496	QNG13421.1	XP_002999538.1
OG0001497	QNG13422.1	XP_446079.1
OG0001498	QNG13423.1	XP_446080.1
OG0001499	QNG13424.1	XP_446081.1
OG0001500	QNG13425.1	XP_446082.1
OG0001501	QNG13426.1	XP_446083.1
OG0001502	QNG13427.1	XP_446085.1
OG0001503	QNG13428.1	XP_446086.1
OG0001504	QNG13429.1	XP_446087.1
OG0001505	QNG13431.1	XP_446089.1
OG0001506	QNG13432.1	XP_446090.1
OG0001507	QNG13434.1	XP_446092.1
OG0001508	QNG13435.1	XP_446093.1
OG0001509	QNG13436.1	XP_446094.1
OG0001510	QNG13437.1	XP_446095.1
OG0001511	QNG13438.1	XP_446096.1
OG0001512	QNG13439.1	XP_446097.1
OG0001513	QNG13441.1	XP_446099.1
OG0001514	QNG13442.1	XP_446100.1
OG0001515	QNG13443.1	XP_446101.1
OG0001516	QNG13444.1	XP_446102.1
OG0001517	QNG13445.1	XP_446103.1
OG0001518	QNG13446.1	XP_446104.1
OG0001519	QNG13447.1	XP_446105.1
OG0001520	QNG13448.1	XP_446106.1
OG0001521	QNG13449.1	XP_446107.1
OG0001522	QNG13450.1	XP_446108.1
OG0001523	QNG13451.1	XP_446109.1
OG0001524	QNG13453.1	XP_446111.1
OG0001525	QNG13454.1	XP_002999539.1
OG0001526	QNG13456.1	XP_446113.1
OG0001527	QNG13457.1	XP_446114.1
OG0001528	QNG13458.1	XP_446115.1
OG0001529	QNG13459.1	XP_446117.1
OG0001530	QNG13461.1	XP_446119.1
OG0001531	QNG13463.1	XP_446121.1
OG0001532	QNG13464.1	XP_446123.1
OG0001533	QNG13465.1	XP_446124.1
OG0001534	QNG13467.1	XP_446126.1
OG0001535	QNG13468.1	XP_446127.1
OG0001536	QNG13470.1	XP_446129.1
OG0001537	QNG13471.1	XP_446130.1
OG0001538	QNG13473.1	XP_446132.1
OG0001539	QNG13474.1	XP_446133.1
OG0001540	QNG13475.1	XP_446134.1
OG0001541	QNG13476.1	XP_446135.1
OG0001542	QNG13477.1	XP_446136.1
OG0001543	QNG13478.1	XP_446137.1
OG0001544	QNG13479.1	XP_446138.1
OG0001545	QNG13480.1	XP_446139.1
OG0001546	QNG13481.1	XP_446140.1
OG0001547	QNG13482.1	XP_446141.1
OG0001548	QNG13483.1	XP_446142.1
OG0001549	QNG13485.1	XP_446144.1
OG0001550	QNG13486.1	XP_446145.1
OG0001551	QNG13487.1	XP_446148.1
OG0001552	QNG13489.1	XP_446149.1
OG0001553	QNG13490.1	XP_446150.1
OG0001554	QNG13491.1	XP_446153.1
OG0001555	QNG13493.1	XP_446155.1
OG0001556	QNG13494.1	XP_446156.1
OG0001557	QNG13495.1	XP_446157.1
OG0001558	QNG13496.1	XP_446158.1
OG0001559	QNG13497.1	XP_446159.1
OG0001560	QNG13498.1	XP_446160.1
OG0001561	QNG13499.1	XP_446161.1
OG0001562	QNG13500.1	XP_446162.1
OG0001563	QNG13501.1	XP_446163.1
OG0001564	QNG13503.1	XP_446165.1
OG0001565	QNG13504.1	XP_446166.1
OG0001566	QNG13505.1	XP_446167.1
OG0001567	QNG13506.1	XP_446168.1
OG0001568	QNG13507.1	XP_446170.1
OG0001569	QNG13508.1	XP_446171.1
OG0001570	QNG13509.1	XP_446172.1
OG0001571	QNG13510.1	XP_446173.1
OG0001572	QNG13511.1	XP_446174.1
OG0001573	QNG13512.1	XP_446175.1
OG0001574	QNG13514.1	XP_446177.1
OG0001575	QNG13517.1	XP_446180.1
OG0001576	QNG13519.1	XP_446182.1
OG0001577	QNG13521.1	XP_446184.1
OG0001578	QNG13522.1	XP_446185.1
OG0001579	QNG13523.1	XP_446186.1
OG0001580	QNG13524.1	XP_446187.1
OG0001581	QNG13525.1	XP_446188.1
OG0001582	QNG13526.1	XP_446189.1
OG0001583	QNG13527.1	XP_446190.1
OG0001584	QNG13528.1	XP_446191.1
OG0001585	QNG13530.1	XP_446193.1
OG0001586	QNG13533.1	XP_446196.1
OG0001587	QNG13534.1	XP_446197.1
OG0001588	QNG13535.1	XP_446198.1
OG0001589	QNG13536.1	XP_446199.1
OG0001590	QNG13537.1	XP_446200.1
OG0001591	QNG13538.1	XP_446201.1
OG0001592	QNG13539.1	XP_002999540.1
OG0001593	QNG13540.1	XP_446202.1
OG0001594	QNG13541.1	XP_446203.1
OG0001595	QNG13543.1	XP_446205.1
OG0001596	QNG13544.1	XP_446206.1
OG0001597	QNG13545.1	XP_446207.1
OG0001598	QNG13546.1	XP_446208.1
OG0001599	QNG13547.1	XP_446209.1
OG0001600	QNG13548.1	XP_446210.1
OG0001601	QNG13549.1	XP_446211.1
OG0001602	QNG13550.1	XP_446212.1
OG0001603	QNG13551.1	XP_446213.1
OG0001604	QNG13552.1	XP_446214.1
OG0001605	QNG13553.1	XP_446215.1
OG0001606	QNG13554.1	XP_446216.1
OG0001607	QNG13555.1	XP_446217.1
OG0001608	QNG13556.1	XP_446218.1
OG0001609	QNG13557.1	XP_446219.1
OG0001610	QNG13558.1	XP_446220.1
OG0001611	QNG13559.1	XP_446221.1
OG0001612	QNG13560.1	XP_446222.1
OG0001613	QNG13561.1	XP_446223.1
OG0001614	QNG13562.1	XP_446224.1
OG0001615	QNG13563.1	XP_446225.1
OG0001616	QNG13565.1	XP_446227.1
OG0001617	QNG13566.1	XP_446228.1
OG0001618	QNG13568.1	XP_446230.1
OG0001619	QNG13569.1	XP_446231.1
OG0001620	QNG13571.1	XP_446233.1
OG0001621	QNG13572.1	XP_446234.1
OG0001622	QNG13573.1	XP_446235.1
OG0001623	QNG13574.1	XP_446236.1
OG0001624	QNG13575.1	XP_446237.1
OG0001625	QNG13577.1	XP_446239.1
OG0001626	QNG13578.1	XP_446240.1
OG0001627	QNG13579.1	XP_446241.1
OG0001628	QNG13582.1	XP_446244.1
OG0001629	QNG13583.1	XP_446245.1
OG0001630	QNG13584.1	XP_446246.1
OG0001631	QNG13585.1	XP_446247.1
OG0001632	QNG13586.1	XP_446248.1
OG0001633	QNG13587.1	XP_446249.1
OG0001634	QNG13588.1	XP_446250.1
OG0001635	QNG13589.1	XP_446251.1
OG0001636	QNG13590.1	XP_446252.1
OG0001637	QNG13591.1	XP_446253.1
OG0001638	QNG13592.1	XP_446254.1
OG0001639	QNG13593.1	XP_446255.1
OG0001640	QNG13594.1	XP_446256.1
OG0001641	QNG13595.1	XP_446257.1
OG0001642	QNG13596.1	XP_446258.1
OG0001643	QNG13597.1	XP_002999541.1
OG0001644	QNG13599.1	XP_446260.1
OG0001645	QNG13600.1	XP_446261.1
OG0001646	QNG13601.1	XP_446262.1
OG0001647	QNG13602.1	XP_446263.1
OG0001648	QNG13603.1	XP_446264.1
OG0001649	QNG13604.1	XP_446265.1
OG0001650	QNG13605.1	XP_446266.1
OG0001651	QNG13606.1	XP_446267.1
OG0001652	QNG13610.1	XP_446271.1
OG0001653	QNG13612.1	XP_446273.1
OG0001654	QNG13613.1	XP_446274.1
OG0001655	QNG13614.1	XP_446275.1
OG0001656	QNG13615.1	XP_446276.1
OG0001657	QNG13616.1	XP_446277.1
OG0001658	QNG13617.1	XP_446278.1
OG0001659	QNG13618.1	XP_446279.1
OG0001660	QNG13619.1	XP_446281.1
