Orthogroup	Species	CBS138_protein	Orthologs
OG0001832	BG2_protein	XP_446511.1	QNG13849.1
OG0001832	sacCer_protein	XP_446511.1	NP_011033.3
OG0001833	BG2_protein	XP_446513.1	QNG13851.1
OG0001833	sacCer_protein	XP_446513.1	NP_011035.1
OG0001834	sacCer_protein	XP_446514.1	NP_011037.3
OG0001834	BG2_protein	XP_446514.1	QNG13852.1
OG0001835	sacCer_protein	XP_446515.1	NP_011038.3
OG0001835	BG2_protein	XP_446515.1	QNG13853.1
OG0001836	sacCer_protein	XP_446517.1	NP_011040.1
OG0001836	BG2_protein	XP_446517.1	QNG13855.1
OG0001837	sacCer_protein	XP_446518.1	NP_011041.3
OG0001837	BG2_protein	XP_446518.1	QNG13856.1
OG0001838	sacCer_protein	XP_446520.1	NP_011043.1
OG0001838	BG2_protein	XP_446520.1	QNG13858.1
OG0001839	BG2_protein	XP_446522.1	QNG13860.1
OG0001839	sacCer_protein	XP_446522.1	NP_009462.2
OG0001840	sacCer_protein	XP_446525.1	NP_011048.1
OG0001840	BG2_protein	XP_446525.1	QNG13863.1
OG0001841	BG2_protein	XP_446526.1	QNG13864.1
OG0001841	sacCer_protein	XP_446526.1	NP_015017.1
OG0001842	BG2_protein	XP_446528.1	QNG13866.1
OG0001842	sacCer_protein	XP_446528.1	NP_013077.1
OG0001843	sacCer_protein	XP_446530.1	NP_011560.3
OG0001843	BG2_protein	XP_446530.1	QNG13868.1
OG0001844	BG2_protein	XP_446531.1	QNG13869.1
OG0001844	sacCer_protein	XP_446531.1	NP_013074.1
OG0001845	sacCer_protein	XP_446532.1	NP_013073.1
OG0001845	BG2_protein	XP_446532.1	QNG13870.1
OG0001846	sacCer_protein	XP_446535.1	NP_013071.1
OG0001846	BG2_protein	XP_446535.1	QNG13872.1
OG0001847	BG2_protein	XP_446537.1	QNG13874.1
OG0001847	sacCer_protein	XP_446537.1	NP_013069.1
OG0001848	BG2_protein	XP_446538.1	QNG13875.1
OG0001848	sacCer_protein	XP_446538.1	NP_013068.1
OG0001849	sacCer_protein	XP_446539.1	NP_013105.1
OG0001849	BG2_protein	XP_446539.1	QNG13876.1
OG0001850	sacCer_protein	XP_446541.1	NP_012538.3
OG0001850	BG2_protein	XP_446541.1	QNG13878.1
OG0001851	sacCer_protein	XP_446542.1	NP_012537.1
OG0001851	BG2_protein	XP_446542.1	QNG13879.1
OG0001852	sacCer_protein	XP_446543.1	NP_010591.1
OG0001852	BG2_protein	XP_446543.1	QNG13880.1
OG0001853	sacCer_protein	XP_446544.1	NP_010592.1
OG0001853	BG2_protein	XP_446544.1	QNG13881.1
OG0001854	sacCer_protein	XP_446545.1	NP_011695.1
OG0001854	BG2_protein	XP_446545.1	QNG13882.1
OG0001855	BG2_protein	XP_446546.1	QNG13883.1
OG0001855	sacCer_protein	XP_446546.1	NP_011696.3
OG0001856	BG2_protein	XP_446549.1	QNG13886.1
OG0001856	sacCer_protein	XP_446549.1	NP_012424.1
OG0001857	BG2_protein	XP_446550.1	QNG13887.1
OG0001857	sacCer_protein	XP_446550.1	NP_012425.1
OG0001858	BG2_protein	XP_446551.1	QNG13888.1
OG0001858	sacCer_protein	XP_446551.1	NP_012426.1
OG0001859	sacCer_protein	XP_446552.1	NP_012427.1
OG0001859	BG2_protein	XP_446552.1	QNG13889.1
OG0001860	BG2_protein	XP_446553.1	QNG13890.1
OG0001860	sacCer_protein	XP_446553.1	NP_012429.1
OG0001861	BG2_protein	XP_446555.1	QNG13891.1
OG0001861	sacCer_protein	XP_446555.1	NP_012430.1
OG0001862	sacCer_protein	XP_446556.1	NP_012431.1
OG0001862	BG2_protein	XP_446556.1	QNG13892.1
OG0001863	sacCer_protein	XP_446557.1	NP_010774.4
OG0001863	BG2_protein	XP_446557.1	QNG13893.1
OG0001864	BG2_protein	XP_446558.1	QNG13894.1
OG0001864	sacCer_protein	XP_446558.1	NP_010776.1
OG0001865	BG2_protein	XP_446559.1	QNG13895.1
OG0001865	sacCer_protein	XP_446559.1	NP_010777.3
OG0001866	BG2_protein	XP_446561.1	QNG13897.1
OG0001866	sacCer_protein	XP_446561.1	NP_010780.1
OG0001867	sacCer_protein	XP_446562.1	NP_010781.1
OG0001867	BG2_protein	XP_446562.1	QNG13898.1
OG0001868	BG2_protein	XP_446563.1	QNG13899.1
OG0001868	sacCer_protein	XP_446563.1	NP_010782.4
OG0001869	sacCer_protein	XP_446564.1	NP_010783.3
OG0001869	BG2_protein	XP_446564.1	QNG13900.1
OG0001870	BG2_protein	XP_446567.1	QNG13903.1
OG0001870	sacCer_protein	XP_446567.1	NP_014750.3
OG0001871	BG2_protein	XP_446569.1	QNG13905.1
OG0001871	sacCer_protein	XP_446569.1	NP_014749.1
OG0001872	BG2_protein	XP_446571.1	QNG13907.1
OG0001872	sacCer_protein	XP_446571.1	NP_013476.3
OG0001873	sacCer_protein	XP_446573.1	NP_013474.3
OG0001873	BG2_protein	XP_446573.1	QNG13909.1
OG0001874	sacCer_protein	XP_446576.1	NP_013468.3
OG0001874	BG2_protein	XP_446576.1	QNG13912.1
OG0001875	BG2_protein	XP_446577.1	QNG13913.1
OG0001875	sacCer_protein	XP_446577.1	NP_076903.1
OG0001876	BG2_protein	XP_446578.1	QNG13914.1
OG0001876	sacCer_protein	XP_446578.1	NP_013467.3
OG0001877	BG2_protein	XP_446579.1	QNG13915.1
OG0001877	sacCer_protein	XP_446579.1	NP_010349.3
OG0001878	BG2_protein	XP_446580.1	QNG13916.1
OG0001878	sacCer_protein	XP_446580.1	NP_010348.1
OG0001879	sacCer_protein	XP_446581.1	NP_010347.1
OG0001879	BG2_protein	XP_446581.1	QNG13917.1
OG0001880	BG2_protein	XP_446582.1	QNG13918.1
OG0001880	sacCer_protein	XP_446582.1	NP_010346.3
OG0001881	BG2_protein	XP_446583.1	QNG13919.1
OG0001881	sacCer_protein	XP_446583.1	NP_009527.1
OG0001882	BG2_protein	XP_446584.1	QNG13920.1
OG0001882	sacCer_protein	XP_446584.1	NP_010350.3
OG0001883	BG2_protein	XP_446586.1	QNG13922.1
OG0001883	sacCer_protein	XP_446586.1	NP_010352.1
OG0001884	BG2_protein	XP_446587.1	QNG13923.1
OG0001884	sacCer_protein	XP_446587.1	NP_010353.3
OG0001885	BG2_protein	XP_446589.1	QNG13925.1
OG0001885	sacCer_protein	XP_446589.1	NP_010355.1
OG0001886	BG2_protein	XP_446590.1	QNG13926.1
OG0001886	sacCer_protein	XP_446590.1	NP_010356.1
OG0001887	sacCer_protein	XP_446591.1	NP_010357.3
OG0001887	BG2_protein	XP_446591.1	QNG13927.1
OG0001888	sacCer_protein	XP_002999544.1	NP_010358.3
OG0001888	BG2_protein	XP_002999544.1	QNG13928.1
OG0001889	BG2_protein	XP_446592.1	QNG13929.1
OG0001889	sacCer_protein	XP_446592.1	NP_010359.1
OG0001890	sacCer_protein	XP_446593.1	NP_014199.1
OG0001890	BG2_protein	XP_446593.1	QNG13930.1
OG0001891	sacCer_protein	XP_446594.1	NP_014200.1
OG0001891	BG2_protein	XP_446594.1	QNG13931.1
OG0001892	BG2_protein	XP_446596.1	QNG13933.1
OG0001892	sacCer_protein	XP_446596.1	NP_010054.1
OG0001893	BG2_protein	XP_446599.1	QNG13936.1
OG0001893	sacCer_protein	XP_446599.1	NP_010056.1
OG0001894	sacCer_protein	XP_446604.1	NP_010061.1
OG0001894	BG2_protein	XP_446604.1	QNG13941.1
OG0001895	BG2_protein	XP_446605.1	QNG13942.1
OG0001895	sacCer_protein	XP_446605.1	NP_010062.1
OG0001896	BG2_protein	XP_446606.1	QNG13943.1
OG0001896	sacCer_protein	XP_446606.1	NP_010063.1
OG0001897	BG2_protein	XP_446607.1	QNG13944.1
OG0001897	sacCer_protein	XP_446607.1	NP_010064.1
OG0001898	BG2_protein	XP_446608.1	QNG13945.1
OG0001898	sacCer_protein	XP_446608.1	NP_010065.2
OG0001899	BG2_protein	XP_446609.1	QNG13946.1
OG0001899	sacCer_protein	XP_446609.1	NP_010066.1
OG0001900	BG2_protein	XP_446611.1	QNG13948.1
OG0001900	sacCer_protein	XP_446611.1	NP_010068.1
OG0001901	BG2_protein	XP_446613.1	QNG13950.1
OG0001901	sacCer_protein	XP_446613.1	NP_010069.1
OG0001902	BG2_protein	XP_446614.1	QNG13951.1
OG0001902	sacCer_protein	XP_446614.1	NP_010070.1
OG0001903	BG2_protein	XP_446616.1	QNG13953.1
OG0001903	sacCer_protein	XP_446616.1	NP_012014.1
OG0001904	sacCer_protein	XP_446617.1	NP_012013.1
OG0001904	BG2_protein	XP_446617.1	QNG13954.1
OG0001905	BG2_protein	XP_446618.1	QNG13955.1
OG0001905	sacCer_protein	XP_446618.1	NP_012012.1
OG0001906	sacCer_protein	XP_446619.1	NP_012011.1
OG0001906	BG2_protein	XP_446619.1	QNG13956.1
OG0001907	BG2_protein	XP_446621.1	QNG13958.1
OG0001907	sacCer_protein	XP_446621.1	NP_012009.1
OG0001908	BG2_protein	XP_446623.1	QNG13960.1
OG0001908	sacCer_protein	XP_446623.1	NP_012006.1
OG0001909	BG2_protein	XP_446624.1	QNG13961.1
OG0001909	sacCer_protein	XP_446624.1	NP_012005.1
OG0001910	sacCer_protein	XP_446626.1	NP_012000.1
OG0001910	BG2_protein	XP_446626.1	QNG13963.1
OG0001911	sacCer_protein	XP_446628.1	NP_012002.1
OG0001911	BG2_protein	XP_446628.1	QNG13965.1
OG0001912	BG2_protein	XP_446632.1	QNG13968.1
OG0001912	sacCer_protein	XP_446632.1	NP_009378.1
OG0001913	sacCer_protein	XP_446633.1	NP_009377.2
OG0001913	BG2_protein	XP_446633.1	QNG13969.1
OG0001914	BG2_protein	XP_446634.1	QNG13970.1
OG0001914	sacCer_protein	XP_446634.1	NP_009376.2
OG0001915	BG2_protein	XP_446635.1	QNG13971.1
OG0001915	sacCer_protein	XP_446635.1	NP_009375.1
OG0001916	sacCer_protein	XP_446636.1	NP_009374.1
OG0001916	BG2_protein	XP_446636.1	QNG13972.1
OG0001917	sacCer_protein	XP_446638.1	NP_014972.3
OG0001917	BG2_protein	XP_446638.1	QNG13974.1
OG0001918	sacCer_protein	XP_446639.1	NP_015000.3
OG0001918	BG2_protein	XP_446639.1	QNG13975.1
OG0001919	BG2_protein	XP_446640.1	QNG13976.1
OG0001919	sacCer_protein	XP_446640.1	NP_015001.1
OG0001920	BG2_protein	XP_446641.1	QNG13977.1
OG0001920	sacCer_protein	XP_446641.1	NP_015002.3
OG0001921	BG2_protein	XP_446645.1	QNG13980.1
OG0001921	sacCer_protein	XP_446645.1	NP_014302.3
OG0001922	sacCer_protein	XP_446646.1	NP_014300.3
OG0001922	BG2_protein	XP_446646.1	QNG13981.1
OG0001923	sacCer_protein	XP_446647.1	NP_014299.1
OG0001923	BG2_protein	XP_446647.1	QNG13982.1
OG0001924	BG2_protein	XP_446648.1	QNG13983.1
OG0001924	sacCer_protein	XP_446648.1	NP_014298.1
OG0001925	BG2_protein	XP_446650.1	QNG13984.1
OG0001925	sacCer_protein	XP_446650.1	NP_014297.3
OG0001926	BG2_protein	XP_446651.1	QNG13985.1
OG0001926	sacCer_protein	XP_446651.1	NP_014296.4
OG0001927	BG2_protein	XP_446654.1	QNG13988.1
OG0001927	sacCer_protein	XP_446654.1	NP_009928.1
OG0001928	sacCer_protein	XP_446655.1	NP_009929.1
OG0001928	BG2_protein	XP_446655.1	QNG13989.1
OG0001929	sacCer_protein	XP_446656.1	NP_878106.1
OG0001929	BG2_protein	XP_446656.1	QNG13990.1
OG0001930	sacCer_protein	XP_446657.1	NP_012511.1
OG0001930	BG2_protein	XP_446657.1	QNG13991.1
OG0001931	sacCer_protein	XP_446658.1	NP_012514.2
OG0001931	BG2_protein	XP_446658.1	QNG13992.1
OG0001932	sacCer_protein	XP_446659.1	NP_012515.4
OG0001932	BG2_protein	XP_446659.1	QNG13993.1
OG0001933	sacCer_protein	XP_446660.1	NP_012518.2
OG0001933	BG2_protein	XP_446660.1	QNG13994.1
OG0001934	BG2_protein	XP_446661.1	QNG13995.1
OG0001934	sacCer_protein	XP_446661.1	NP_012520.1
OG0001935	sacCer_protein	XP_446662.1	NP_012521.3
OG0001935	BG2_protein	XP_446662.1	QNG13996.1
OG0001936	sacCer_protein	XP_446663.1	NP_012522.2
OG0001936	BG2_protein	XP_446663.1	QNG13997.1
OG0001937	BG2_protein	XP_446664.1	QNG13998.1
OG0001937	sacCer_protein	XP_446664.1	NP_012523.2
OG0001938	BG2_protein	XP_446667.1	QNG14001.1
OG0001938	sacCer_protein	XP_446667.1	NP_013693.1
OG0001939	sacCer_protein	XP_446668.1	NP_013692.1
OG0001939	BG2_protein	XP_446668.1	QNG14002.1
OG0001940	BG2_protein	XP_446669.1	QNG14003.1
OG0001940	sacCer_protein	XP_446669.1	NP_013691.1
OG0001941	BG2_protein	XP_446670.1	QNG14004.1
OG0001941	sacCer_protein	XP_446670.1	NP_013690.1
OG0001942	BG2_protein	XP_446671.1	QNG14005.1
OG0001942	sacCer_protein	XP_446671.1	NP_013689.1
OG0001943	sacCer_protein	XP_446674.1	NP_013687.1
OG0001943	BG2_protein	XP_446674.1	QNG14006.1
OG0001944	sacCer_protein	XP_446678.1	NP_013683.1
OG0001944	BG2_protein	XP_446678.1	QNG14010.1
OG0001945	BG2_protein	XP_446679.1	QNG14011.1
OG0001945	sacCer_protein	XP_446679.1	NP_013682.1
OG0001946	sacCer_protein	XP_446680.1	NP_010744.3
OG0001946	BG2_protein	XP_446680.1	QNG14012.1
OG0001947	sacCer_protein	XP_446681.1	NP_013681.1
OG0001947	BG2_protein	XP_446681.1	QNG14013.1
OG0001948	sacCer_protein	XP_446682.1	NP_013680.2
OG0001948	BG2_protein	XP_446682.1	QNG14014.1
OG0001949	sacCer_protein	XP_446684.1	NP_013677.1
OG0001949	BG2_protein	XP_446684.1	QNG14016.1
OG0001950	BG2_protein	XP_446685.1	QNG14017.1
OG0001950	sacCer_protein	XP_446685.1	NP_015157.1
OG0001951	sacCer_protein	XP_446686.1	NP_014897.1
OG0001951	BG2_protein	XP_446686.1	QNG14018.1
OG0001952	sacCer_protein	XP_446687.1	NP_012352.2
OG0001952	BG2_protein	XP_446687.1	QNG14019.1
OG0001953	BG2_protein	XP_446688.1	QNG14020.1
OG0001953	sacCer_protein	XP_446688.1	NP_012355.1
OG0001954	BG2_protein	XP_002999546.1	QNG14021.1
OG0001954	sacCer_protein	XP_002999546.1	NP_012356.2
OG0001955	BG2_protein	XP_446689.1	QNG14022.1
OG0001955	sacCer_protein	XP_446689.1	NP_014937.1
OG0001956	BG2_protein	XP_446691.1	QNG14024.1
OG0001956	sacCer_protein	XP_446691.1	NP_014939.1
OG0001957	sacCer_protein	XP_446692.1	NP_009846.1
OG0001957	BG2_protein	XP_446692.1	QNG14025.1
OG0001958	BG2_protein	XP_446693.1	QNG14026.1
OG0001958	sacCer_protein	XP_446693.1	NP_009845.2
OG0001959	sacCer_protein	XP_446695.1	NP_012456.1
OG0001959	BG2_protein	XP_446695.1	QNG14028.1
OG0001960	BG2_protein	XP_446696.1	QNG14029.1
OG0001960	sacCer_protein	XP_446696.1	NP_012939.1
OG0001961	sacCer_protein	XP_446697.1	NP_012941.1
OG0001961	BG2_protein	XP_446697.1	QNG14030.1
OG0001962	sacCer_protein	XP_446698.1	NP_012942.3
OG0001962	BG2_protein	XP_446698.1	QNG14031.1
OG0001963	BG2_protein	XP_446699.1	QNG14032.1
OG0001963	sacCer_protein	XP_446699.1	NP_011613.3
OG0001964	BG2_protein	XP_446700.1	QNG14033.1
OG0001964	sacCer_protein	XP_446700.1	NP_011614.1
OG0001965	BG2_protein	XP_446701.1	QNG14034.1
OG0001965	sacCer_protein	XP_446701.1	NP_011615.1
OG0001966	sacCer_protein	XP_446702.1	NP_011616.3
OG0001966	BG2_protein	XP_446702.1	QNG14035.1
OG0001967	BG2_protein	XP_446703.1	QNG14036.1
OG0001967	sacCer_protein	XP_446703.1	NP_011617.1
OG0001968	sacCer_protein	XP_446704.1	NP_011618.3
OG0001968	BG2_protein	XP_446704.1	QNG14037.1
OG0001969	sacCer_protein	XP_002999547.1	NP_011619.3
OG0001969	BG2_protein	XP_002999547.1	QNG14038.1
OG0001970	sacCer_protein	XP_446705.1	NP_011620.1
OG0001970	BG2_protein	XP_446705.1	QNG14039.1
OG0001971	sacCer_protein	XP_446706.1	NP_014433.1
OG0001971	BG2_protein	XP_446706.1	QNG14040.1
OG0001972	BG2_protein	XP_446707.1	QNG14041.1
OG0001972	sacCer_protein	XP_446707.1	NP_014434.1
OG0001973	sacCer_protein	XP_446708.1	NP_014435.3
OG0001973	BG2_protein	XP_446708.1	QNG14042.1
OG0001974	BG2_protein	XP_446709.1	QNG14043.1
OG0001974	sacCer_protein	XP_446709.1	NP_014436.1
OG0001975	sacCer_protein	XP_446710.1	NP_014437.1
OG0001975	BG2_protein	XP_446710.1	QNG14044.1
OG0001976	sacCer_protein	XP_446711.1	NP_010375.1
OG0001976	BG2_protein	XP_446711.1	QNG14045.1
OG0001977	BG2_protein	XP_446712.1	QNG14046.1
OG0001977	sacCer_protein	XP_446712.1	NP_010376.3
OG0001978	BG2_protein	XP_446713.1	QNG14047.1
OG0001978	sacCer_protein	XP_446713.1	NP_010377.3
OG0001979	BG2_protein	XP_446716.1	QNG14050.1
OG0001979	sacCer_protein	XP_446716.1	NP_010382.3
OG0001980	sacCer_protein	XP_446718.1	NP_013268.1
OG0001980	BG2_protein	XP_446718.1	QNG14052.1
OG0001981	BG2_protein	XP_446720.1	QNG14054.1
OG0001981	sacCer_protein	XP_446720.1	NP_013347.1
OG0001982	sacCer_protein	XP_446721.2	NP_013346.1
OG0001982	BG2_protein	XP_446721.2	QNG14055.1
OG0001983	BG2_protein	XP_446722.1	QNG14056.1
OG0001983	sacCer_protein	XP_446722.1	NP_013345.1
OG0001984	sacCer_protein	XP_446723.1	NP_010474.3
OG0001984	BG2_protein	XP_446723.1	QNG14057.1
OG0001985	sacCer_protein	XP_446724.1	NP_013344.1
OG0001985	BG2_protein	XP_446724.1	QNG14058.1
OG0001986	sacCer_protein	XP_446725.1	NP_013343.1
OG0001986	BG2_protein	XP_446725.1	QNG14059.1
OG0001987	sacCer_protein	XP_446726.1	NP_013342.1
OG0001987	BG2_protein	XP_446726.1	QNG14060.1
OG0001988	sacCer_protein	XP_446727.1	NP_013341.1
OG0001988	BG2_protein	XP_446727.1	QNG14061.1
OG0001989	BG2_protein	XP_446728.1	QNG14062.1
OG0001989	sacCer_protein	XP_446728.1	NP_010481.3
OG0001990	BG2_protein	XP_446729.1	QNG14063.1
OG0001990	sacCer_protein	XP_446729.1	NP_013340.1
OG0001991	BG2_protein	XP_446730.1	QNG14064.1
OG0001991	sacCer_protein	XP_446730.1	NP_013339.1
OG0001992	sacCer_protein	XP_446732.1	NP_013335.1
OG0001992	BG2_protein	XP_446732.1	QNG14066.1
OG0001993	sacCer_protein	XP_446734.1	NP_012148.1
OG0001993	BG2_protein	XP_446734.1	QNG14068.1
OG0001994	sacCer_protein	XP_446736.1	NP_012147.3
OG0001994	BG2_protein	XP_446736.1	QNG14069.1
OG0001995	BG2_protein	XP_446738.1	QNG14071.1
OG0001995	sacCer_protein	XP_446738.1	NP_012144.1
OG0001996	BG2_protein	XP_446740.1	QNG14073.1
OG0001996	sacCer_protein	XP_446740.1	NP_012142.3
OG0001997	sacCer_protein	XP_446741.1	NP_012141.1
OG0001997	BG2_protein	XP_446741.1	QNG14074.1
OG0001998	BG2_protein	XP_446744.1	QNG14077.1
OG0001998	sacCer_protein	XP_446744.1	NP_012139.1
OG0001999	BG2_protein	XP_446745.1	QNG14078.1
OG0001999	sacCer_protein	XP_446745.1	NP_012138.1
OG0002000	BG2_protein	XP_446746.1	QNG14079.1
OG0002000	sacCer_protein	XP_446746.1	NP_012137.3
OG0002001	BG2_protein	XP_446747.1	QNG14080.1
OG0002001	sacCer_protein	XP_446747.1	NP_012136.1
OG0002002	sacCer_protein	XP_446749.1	NP_012134.1
OG0002002	BG2_protein	XP_446749.1	QNG14082.1
OG0002003	BG2_protein	XP_446750.1	QNG14083.1
OG0002003	sacCer_protein	XP_446750.1	NP_012132.3
OG0002004	sacCer_protein	XP_446751.1	NP_014624.1
OG0002004	BG2_protein	XP_446751.1	QNG14084.1
OG0002005	sacCer_protein	XP_446752.1	NP_014623.1
OG0002005	BG2_protein	XP_446752.1	QNG14085.1
OG0002006	BG2_protein	XP_446754.1	QNG14087.1
OG0002006	sacCer_protein	XP_446754.1	NP_015122.1
OG0002007	sacCer_protein	XP_446755.1	NP_015123.1
OG0002007	BG2_protein	XP_446755.1	QNG14088.1
OG0002008	sacCer_protein	XP_446759.1	NP_015128.1
OG0002008	BG2_protein	XP_446759.1	QNG14093.1
OG0002009	BG2_protein	XP_446760.1	QNG14094.1
OG0002009	sacCer_protein	XP_446760.1	NP_015129.1
OG0002010	sacCer_protein	XP_446761.1	NP_015130.1
OG0002010	BG2_protein	XP_446761.1	QNG14095.1
OG0002011	sacCer_protein	XP_446762.1	NP_015131.1
OG0002011	BG2_protein	XP_446762.1	QNG14096.1
OG0002012	sacCer_protein	XP_446764.1	NP_015133.1
OG0002012	BG2_protein	XP_446764.1	QNG14098.1
OG0002013	sacCer_protein	XP_446766.1	NP_011712.1
OG0002013	BG2_protein	XP_446766.1	QNG14101.1
OG0002014	sacCer_protein	XP_446767.1	NP_011711.3
OG0002014	BG2_protein	XP_446767.1	QNG14102.1
OG0002015	BG2_protein	XP_446768.1	QNG14103.1
OG0002015	sacCer_protein	XP_446768.1	NP_011710.3
OG0002016	BG2_protein	XP_446769.1	QNG14104.1
OG0002016	sacCer_protein	XP_446769.1	NP_011709.1
OG0002017	sacCer_protein	XP_446771.1	NP_011705.1
OG0002017	BG2_protein	XP_446771.1	QNG14106.1
OG0002018	sacCer_protein	XP_446772.1	NP_014834.1
OG0002018	BG2_protein	XP_446772.1	QNG14107.1
OG0002019	sacCer_protein	XP_446774.1	NP_014832.1
OG0002019	BG2_protein	XP_446774.1	QNG14109.1
OG0002020	sacCer_protein	XP_446775.1	NP_014831.3
OG0002020	BG2_protein	XP_446775.1	QNG14110.1
OG0002021	BG2_protein	XP_446776.1	QNG14111.1
OG0002021	sacCer_protein	XP_446776.1	NP_014830.1
OG0002022	sacCer_protein	XP_446780.1	NP_013394.1
OG0002022	BG2_protein	XP_446780.1	QNG14115.1
OG0002023	sacCer_protein	XP_446781.1	NP_014827.3
OG0002023	BG2_protein	XP_446781.1	QNG14116.1
OG0002024	BG2_protein	XP_446783.1	QNG14118.1
OG0002024	sacCer_protein	XP_446783.1	NP_014824.1
OG0002025	sacCer_protein	XP_446784.1	NP_013380.1
OG0002025	BG2_protein	XP_446784.1	QNG14119.1
OG0002026	sacCer_protein	XP_446785.1	NP_014822.1
OG0002026	BG2_protein	XP_446785.1	QNG14120.1
OG0002027	BG2_protein	XP_446786.1	QNG14121.1
OG0002027	sacCer_protein	XP_446786.1	NP_015501.2
OG0002028	sacCer_protein	XP_446787.1	NP_015502.1
OG0002028	BG2_protein	XP_446787.1	QNG14122.1
OG0002029	BG2_protein	XP_446788.1	QNG14123.1
OG0002029	sacCer_protein	XP_446788.1	NP_015504.1
OG0002030	sacCer_protein	XP_446789.1	NP_015505.1
OG0002030	BG2_protein	XP_446789.1	QNG14124.1
OG0002031	BG2_protein	XP_446790.1	QNG14125.1
OG0002031	sacCer_protein	XP_446790.1	NP_015506.1
OG0002032	BG2_protein	XP_446792.1	QNG14127.1
OG0002032	sacCer_protein	XP_446792.1	NP_015508.1
OG0002033	sacCer_protein	XP_446793.1	NP_015509.1
OG0002033	BG2_protein	XP_446793.1	QNG14128.1
OG0002034	sacCer_protein	XP_446794.1	NP_015510.1
OG0002034	BG2_protein	XP_446794.1	QNG14129.1
OG0002035	BG2_protein	XP_446795.1	QNG14130.1
OG0002035	sacCer_protein	XP_446795.1	NP_015511.1
OG0002036	sacCer_protein	XP_446796.1	NP_015512.1
OG0002036	BG2_protein	XP_446796.1	QNG14131.1
OG0002037	BG2_protein	XP_446797.1	QNG14132.1
OG0002037	sacCer_protein	XP_446797.1	NP_015513.1
OG0002038	sacCer_protein	XP_446798.1	NP_015514.1
OG0002038	BG2_protein	XP_446798.1	QNG14133.1
OG0002039	BG2_protein	XP_446799.1	QNG14134.1
OG0002039	sacCer_protein	XP_446799.1	NP_015515.1
OG0002040	BG2_protein	XP_446800.1	QNG14135.1
OG0002040	sacCer_protein	XP_446800.1	NP_015516.1
OG0002041	sacCer_protein	XP_446801.1	NP_015517.1
OG0002041	BG2_protein	XP_446801.1	QNG14136.1
OG0002042	sacCer_protein	XP_446802.1	NP_010818.1
OG0002042	BG2_protein	XP_446802.1	QNG14137.1
OG0002043	sacCer_protein	XP_446807.1	NP_013564.1
OG0002043	BG2_protein	XP_446807.1	QNG14141.1
OG0002044	BG2_protein	XP_446809.1	QNG14143.1
OG0002044	sacCer_protein	XP_446809.1	NP_013562.3
OG0002045	BG2_protein	XP_446811.1	QNG14145.1
OG0002045	sacCer_protein	XP_446811.1	NP_013560.3
OG0002046	BG2_protein	XP_446812.1	QNG14146.1
OG0002046	sacCer_protein	XP_446812.1	NP_013559.1
OG0002047	sacCer_protein	XP_446814.1	NP_013557.1
OG0002047	BG2_protein	XP_446814.1	QNG14148.1
OG0002048	sacCer_protein	XP_446815.1	NP_013556.3
OG0002048	BG2_protein	XP_446815.1	QNG14149.1
OG0002049	sacCer_protein	XP_446817.1	NP_012658.3
OG0002049	BG2_protein	XP_446817.1	QNG14151.1
OG0002050	sacCer_protein	XP_446818.1	NP_012657.1
OG0002050	BG2_protein	XP_446818.1	QNG14152.1
OG0002051	sacCer_protein	XP_446819.1	NP_012656.1
OG0002051	BG2_protein	XP_446819.1	QNG14153.1
OG0002052	sacCer_protein	XP_446820.1	NP_012655.3
OG0002052	BG2_protein	XP_446820.1	QNG14154.1
OG0002053	BG2_protein	XP_446821.1	QNG14155.1
OG0002053	sacCer_protein	XP_446821.1	NP_012653.1
OG0002054	sacCer_protein	XP_446822.1	NP_012652.3
OG0002054	BG2_protein	XP_446822.1	QNG14156.1
OG0002055	sacCer_protein	XP_446823.1	NP_012650.1
OG0002055	BG2_protein	XP_446823.1	QNG14157.1
OG0002056	BG2_protein	XP_446824.1	QNG14158.1
OG0002056	sacCer_protein	XP_446824.1	NP_015068.1
OG0002057	BG2_protein	XP_446825.1	QNG14159.1
OG0002057	sacCer_protein	XP_446825.1	NP_015069.1
OG0002058	sacCer_protein	XP_446826.1	NP_015070.1
OG0002058	BG2_protein	XP_446826.1	QNG14160.1
OG0002059	sacCer_protein	XP_446827.1	NP_015071.1
OG0002059	BG2_protein	XP_446827.1	QNG14161.1
OG0002060	BG2_protein	XP_446831.1	QNG14164.1
OG0002060	sacCer_protein	XP_446831.1	NP_015075.1
OG0002061	BG2_protein	XP_446833.1	QNG14166.1
OG0002061	sacCer_protein	XP_446833.1	NP_015077.1
OG0002062	BG2_protein	XP_446834.1	QNG14167.1
OG0002062	sacCer_protein	XP_446834.1	NP_015078.1
OG0002063	sacCer_protein	XP_446835.1	NP_015079.1
OG0002063	BG2_protein	XP_446835.1	QNG14168.1
OG0002064	sacCer_protein	XP_446836.1	NP_015080.1
OG0002064	BG2_protein	XP_446836.1	QNG14169.1
OG0002065	sacCer_protein	XP_446837.1	NP_015081.1
OG0002065	BG2_protein	XP_446837.1	QNG14170.1
OG0002066	sacCer_protein	XP_446838.1	NP_015082.1
OG0002066	BG2_protein	XP_446838.1	QNG14171.1
OG0002067	BG2_protein	XP_446839.1	QNG14172.1
OG0002067	sacCer_protein	XP_446839.1	NP_015083.1
OG0002068	sacCer_protein	XP_446840.1	NP_015085.1
