Orthogroup	Species	sacCer_protein	Orthologs
OG0002521	BG2_protein	NP_014567.2	QNG14759.1
OG0002521	CBS138_protein	NP_014567.2	XP_447598.1
OG0002522	BG2_protein	NP_014569.1	QNG14761.1
OG0002522	CBS138_protein	NP_014569.1	XP_447600.1
OG0002523	CBS138_protein	NP_014570.1	XP_447601.1
OG0002523	BG2_protein	NP_014570.1	QNG14762.1
OG0002524	BG2_protein	NP_014571.1	QNG14763.1
OG0002524	CBS138_protein	NP_014571.1	XP_447602.1
OG0002525	BG2_protein	NP_010937.3	QNG14765.1
OG0002525	CBS138_protein	NP_010937.3	XP_447604.1
OG0002526	CBS138_protein	NP_012651.1	XP_447605.1
OG0002526	BG2_protein	NP_012651.1	QNG14766.1
OG0002527	BG2_protein	NP_010938.1	QNG14767.1
OG0002527	CBS138_protein	NP_010938.1	XP_447606.1
OG0002528	CBS138_protein	NP_010939.1	XP_447607.1
OG0002528	BG2_protein	NP_010939.1	QNG14768.1
OG0002529	CBS138_protein	NP_010940.3	XP_447608.1
OG0002529	BG2_protein	NP_010940.3	QNG14769.1
OG0002530	CBS138_protein	NP_010941.1	XP_447609.1
OG0002530	BG2_protein	NP_010941.1	QNG14770.1
OG0002531	BG2_protein	NP_010942.1	QNG14771.1
OG0002531	CBS138_protein	NP_010942.1	XP_447610.1
OG0002532	BG2_protein	NP_015487.1	QNG14772.1
OG0002532	CBS138_protein	NP_015487.1	XP_447611.1
OG0002533	BG2_protein	NP_015488.1	QNG14773.1
OG0002533	CBS138_protein	NP_015488.1	XP_447612.1
OG0002534	CBS138_protein	NP_015489.1	XP_447613.1
OG0002534	BG2_protein	NP_015489.1	QNG14774.1
OG0002535	CBS138_protein	NP_015490.1	XP_447614.1
OG0002535	BG2_protein	NP_015490.1	QNG14775.1
OG0002536	BG2_protein	NP_015491.1	QNG14777.1
OG0002536	CBS138_protein	NP_015491.1	XP_447616.1
OG0002537	CBS138_protein	NP_015492.1	XP_447617.1
OG0002537	BG2_protein	NP_015492.1	QNG14778.1
OG0002538	BG2_protein	NP_015493.1	QNG14779.1
OG0002538	CBS138_protein	NP_015493.1	XP_447618.1
OG0002539	BG2_protein	NP_015494.1	QNG14780.1
OG0002539	CBS138_protein	NP_015494.1	XP_447619.1
OG0002540	CBS138_protein	NP_011083.3	XP_447620.1
OG0002540	BG2_protein	NP_011083.3	QNG14781.1
OG0002541	CBS138_protein	NP_011084.1	XP_447621.1
OG0002541	BG2_protein	NP_011084.1	QNG14782.1
OG0002542	CBS138_protein	NP_011085.1	XP_447622.1
OG0002542	BG2_protein	NP_011085.1	QNG14783.1
OG0002543	BG2_protein	NP_011086.3	QNG14785.1
OG0002543	CBS138_protein	NP_011086.3	XP_447624.1
OG0002544	BG2_protein	NP_011688.3	QNG14786.1
OG0002544	CBS138_protein	NP_011688.3	XP_447625.1
OG0002545	CBS138_protein	NP_011687.1	XP_447626.1
OG0002545	BG2_protein	NP_011687.1	QNG14787.1
OG0002546	CBS138_protein	NP_011686.1	XP_447627.1
OG0002546	BG2_protein	NP_011686.1	QNG14788.1
OG0002547	CBS138_protein	NP_878080.3	XP_447628.1
OG0002547	BG2_protein	NP_878080.3	QNG14789.1
OG0002548	CBS138_protein	NP_011685.3	XP_447629.1
OG0002548	BG2_protein	NP_011685.3	QNG14790.1
OG0002549	CBS138_protein	NP_011683.3	XP_447631.1
OG0002549	BG2_protein	NP_011683.3	QNG14792.1
OG0002550	CBS138_protein	NP_011682.1	XP_447632.1
OG0002550	BG2_protein	NP_011682.1	QNG14793.1
OG0002551	CBS138_protein	NP_011681.1	XP_447633.1
OG0002551	BG2_protein	NP_011681.1	QNG14794.1
OG0002552	BG2_protein	NP_011704.3	QNG14795.1
OG0002552	CBS138_protein	NP_011704.3	XP_447634.1
OG0002553	CBS138_protein	NP_219497.4	XP_447636.1
OG0002553	BG2_protein	NP_219497.4	QNG14797.1
OG0002554	BG2_protein	NP_011882.1	QNG14798.1
OG0002554	CBS138_protein	NP_011882.1	XP_447637.1
OG0002555	CBS138_protein	NP_116681.1	XP_447638.1
OG0002555	BG2_protein	NP_116681.1	QNG14799.1
OG0002556	CBS138_protein	NP_116683.1	XP_447639.1
OG0002556	BG2_protein	NP_116683.1	QNG14800.1
OG0002557	CBS138_protein	NP_116684.3	XP_447640.1
OG0002557	BG2_protein	NP_116684.3	QNG14801.1
OG0002558	BG2_protein	NP_116685.1	QNG14804.1
OG0002558	CBS138_protein	NP_116685.1	XP_447643.1
OG0002559	BG2_protein	NP_009816.1	QNG14805.1
OG0002559	CBS138_protein	NP_009816.1	XP_447644.1
OG0002560	BG2_protein	NP_009817.3	QNG14806.1
OG0002560	CBS138_protein	NP_009817.3	XP_447645.1
OG0002561	BG2_protein	NP_009819.1	QNG14808.1
OG0002561	CBS138_protein	NP_009819.1	XP_447647.1
OG0002562	BG2_protein	NP_009820.1	QNG14809.1
OG0002562	CBS138_protein	NP_009820.1	XP_447648.1
OG0002563	CBS138_protein	NP_009821.3	XP_447649.1
OG0002563	BG2_protein	NP_009821.3	QNG14810.1
OG0002564	BG2_protein	NP_009822.4	QNG14811.1
OG0002564	CBS138_protein	NP_009822.4	XP_447650.1
OG0002565	CBS138_protein	NP_009823.2	XP_447651.1
OG0002565	BG2_protein	NP_009823.2	QNG14812.1
OG0002566	CBS138_protein	NP_009824.2	XP_447652.1
OG0002566	BG2_protein	NP_009824.2	QNG14813.1
OG0002567	BG2_protein	NP_009825.4	QNG14814.1
OG0002567	CBS138_protein	NP_009825.4	XP_447653.1
OG0002568	CBS138_protein	NP_009827.3	XP_447654.1
OG0002568	BG2_protein	NP_009827.3	QNG14815.1
OG0002569	CBS138_protein	NP_009828.2	XP_447655.1
OG0002569	BG2_protein	NP_009828.2	QNG14816.1
OG0002570	BG2_protein	NP_009830.3	QNG14818.1
OG0002570	CBS138_protein	NP_009830.3	XP_447657.1
OG0002571	CBS138_protein	NP_009831.3	XP_447658.1
OG0002571	BG2_protein	NP_009831.3	QNG14819.1
OG0002572	CBS138_protein	NP_009833.1	XP_447660.1
OG0002572	BG2_protein	NP_009833.1	QNG14821.1
OG0002573	CBS138_protein	NP_011387.2	XP_447661.1
OG0002573	BG2_protein	NP_011387.2	QNG14822.1
OG0002574	CBS138_protein	NP_011386.2	XP_447662.1
OG0002574	BG2_protein	NP_011386.2	QNG14823.1
OG0002575	BG2_protein	NP_011385.3	QNG14824.1
OG0002575	CBS138_protein	NP_011385.3	XP_447663.1
OG0002576	BG2_protein	NP_014947.3	QNG14825.1
OG0002576	CBS138_protein	NP_014947.3	XP_447664.1
OG0002577	CBS138_protein	NP_014949.3	XP_447667.1
OG0002577	BG2_protein	NP_014949.3	QNG14828.1
OG0002578	CBS138_protein	NP_014950.1	XP_447668.1
OG0002578	BG2_protein	NP_014950.1	QNG14829.1
OG0002579	BG2_protein	NP_014952.1	QNG14832.1
OG0002579	CBS138_protein	NP_014952.1	XP_447671.1
OG0002580	CBS138_protein	NP_014953.3	XP_447672.1
OG0002580	BG2_protein	NP_014953.3	QNG14833.1
OG0002581	CBS138_protein	NP_014955.1	XP_447673.1
OG0002581	BG2_protein	NP_014955.1	QNG14834.1
OG0002582	BG2_protein	NP_014956.3	QNG14835.1
OG0002582	CBS138_protein	NP_014956.3	XP_447674.1
OG0002583	BG2_protein	NP_014960.1	QNG14837.1
OG0002583	CBS138_protein	NP_014960.1	XP_447676.1
OG0002584	BG2_protein	NP_014964.1	QNG14839.1
OG0002584	CBS138_protein	NP_014964.1	XP_447678.1
OG0002585	CBS138_protein	NP_014965.3	XP_447679.1
OG0002585	BG2_protein	NP_014965.3	QNG14840.1
OG0002586	BG2_protein	NP_014588.1	QNG14841.1
OG0002586	CBS138_protein	NP_014588.1	XP_447680.1
OG0002587	CBS138_protein	NP_014587.1	XP_447681.1
OG0002587	BG2_protein	NP_014587.1	QNG14842.1
OG0002588	BG2_protein	NP_011658.3	QNG14843.1
OG0002588	CBS138_protein	NP_011658.3	XP_447682.1
OG0002589	CBS138_protein	NP_011656.3	XP_447688.1
OG0002589	BG2_protein	NP_011656.3	QNG14850.1
OG0002590	CBS138_protein	NP_011651.3	XP_447692.1
OG0002590	BG2_protein	NP_011651.3	QNG14853.1
OG0002591	BG2_protein	NP_011650.3	QNG14854.1
OG0002591	CBS138_protein	NP_011650.3	XP_447693.1
OG0002592	BG2_protein	NP_011649.1	QNG14855.1
OG0002592	CBS138_protein	NP_011649.1	XP_447694.1
OG0002593	CBS138_protein	NP_011648.3	XP_447695.1
OG0002593	BG2_protein	NP_011648.3	QNG14856.1
OG0002594	BG2_protein	NP_011646.1	QNG14858.1
OG0002594	CBS138_protein	NP_011646.1	XP_447697.1
OG0002595	BG2_protein	NP_011645.3	QNG14859.1
OG0002595	CBS138_protein	NP_011645.3	XP_447698.1
OG0002596	CBS138_protein	NP_011644.3	XP_447699.1
OG0002596	BG2_protein	NP_011644.3	QNG14860.1
OG0002597	CBS138_protein	NP_011643.1	XP_447700.1
OG0002597	BG2_protein	NP_011643.1	QNG14861.1
OG0002598	BG2_protein	NP_011642.3	QNG14862.1
OG0002598	CBS138_protein	NP_011642.3	XP_447701.1
OG0002599	CBS138_protein	NP_011641.1	XP_447702.1
OG0002599	BG2_protein	NP_011641.1	QNG14863.1
OG0002600	CBS138_protein	NP_015470.1	XP_447704.1
OG0002600	BG2_protein	NP_015470.1	QNG14865.1
OG0002601	BG2_protein	NP_011637.3	QNG14866.1
OG0002601	CBS138_protein	NP_011637.3	XP_447706.1
OG0002602	BG2_protein	NP_012447.1	QNG14869.1
OG0002602	CBS138_protein	NP_012447.1	XP_447709.1
OG0002603	BG2_protein	NP_009724.1	QNG14870.1
OG0002603	CBS138_protein	NP_009724.1	XP_447710.1
OG0002604	BG2_protein	NP_009723.3	QNG14871.1
OG0002604	CBS138_protein	NP_009723.3	XP_447711.1
OG0002605	CBS138_protein	NP_014838.3	XP_447713.1
OG0002605	BG2_protein	NP_014838.3	QNG14873.1
OG0002606	BG2_protein	NP_014839.1	QNG14874.1
OG0002606	CBS138_protein	NP_014839.1	XP_447714.1
OG0002607	BG2_protein	NP_014840.4	QNG14875.1
OG0002607	CBS138_protein	NP_014840.4	XP_447715.1
OG0002608	BG2_protein	NP_014841.1	QNG14876.1
OG0002608	CBS138_protein	NP_014841.1	XP_447716.1
OG0002609	CBS138_protein	NP_014844.3	XP_447717.1
OG0002609	BG2_protein	NP_014844.3	QNG14877.1
OG0002610	CBS138_protein	NP_011540.3	XP_447720.1
OG0002610	BG2_protein	NP_011540.3	QNG14882.1
OG0002611	CBS138_protein	NP_011538.3	XP_447721.1
OG0002611	BG2_protein	NP_011538.3	QNG14883.1
OG0002612	BG2_protein	NP_010566.1	QNG14885.1
OG0002612	CBS138_protein	NP_010566.1	XP_447723.1
OG0002613	CBS138_protein	NP_011911.1	XP_447724.1
OG0002613	BG2_protein	NP_011911.1	QNG14886.1
OG0002614	CBS138_protein	NP_011912.1	XP_447725.1
OG0002614	BG2_protein	NP_011912.1	QNG14887.1
OG0002615	CBS138_protein	NP_011915.1	XP_447728.1
OG0002615	BG2_protein	NP_011915.1	QNG14890.1
OG0002616	CBS138_protein	NP_011917.1	XP_447729.1
OG0002616	BG2_protein	NP_011917.1	QNG14891.1
OG0002617	BG2_protein	NP_011918.1	QNG14892.1
OG0002617	CBS138_protein	NP_011918.1	XP_447730.1
OG0002618	CBS138_protein	NP_011919.1	XP_447732.1
OG0002618	BG2_protein	NP_011919.1	QNG14894.1
OG0002619	BG2_protein	NP_011897.1	QNG14895.1
OG0002619	CBS138_protein	NP_011897.1	XP_447733.1
OG0002620	BG2_protein	NP_011896.1	QNG14896.1
OG0002620	CBS138_protein	NP_011896.1	XP_447734.1
OG0002621	BG2_protein	NP_011895.1	QNG14897.1
OG0002621	CBS138_protein	NP_011895.1	XP_447735.1
OG0002622	CBS138_protein	NP_011894.1	XP_447736.1
OG0002622	BG2_protein	NP_011894.1	QNG14898.1
OG0002623	BG2_protein	NP_011893.1	QNG14899.1
OG0002623	CBS138_protein	NP_011893.1	XP_447737.1
OG0002624	CBS138_protein	NP_011892.1	XP_447738.1
OG0002624	BG2_protein	NP_011892.1	QNG14900.1
OG0002625	BG2_protein	NP_011891.1	QNG14901.1
OG0002625	CBS138_protein	NP_011891.1	XP_447739.1
OG0002626	BG2_protein	NP_011890.1	QNG14902.1
OG0002626	CBS138_protein	NP_011890.1	XP_447740.1
OG0002627	CBS138_protein	NP_011889.1	XP_447741.1
OG0002627	BG2_protein	NP_011889.1	QNG14903.1
OG0002628	CBS138_protein	NP_011888.1	XP_447742.1
OG0002628	BG2_protein	NP_011888.1	QNG14904.1
OG0002629	BG2_protein	NP_011887.1	QNG14905.1
OG0002629	CBS138_protein	NP_011887.1	XP_447743.1
OG0002630	BG2_protein	NP_012495.1	QNG14907.1
OG0002630	CBS138_protein	NP_012495.1	XP_447745.1
OG0002631	BG2_protein	NP_012494.3	QNG14908.1
OG0002631	CBS138_protein	NP_012494.3	XP_447746.1
OG0002632	CBS138_protein	NP_012493.1	XP_447747.1
OG0002632	BG2_protein	NP_012493.1	QNG14909.1
OG0002633	CBS138_protein	NP_012491.3	XP_447748.1
OG0002633	BG2_protein	NP_012491.3	QNG14910.1
OG0002634	CBS138_protein	NP_012778.1	XP_447750.1
OG0002634	BG2_protein	NP_012778.1	QNG14912.1
OG0002635	CBS138_protein	NP_012779.1	XP_447751.1
OG0002635	BG2_protein	NP_012779.1	QNG14913.1
OG0002636	CBS138_protein	NP_013107.1	XP_447752.1
OG0002636	BG2_protein	NP_013107.1	QNG14914.1
OG0002637	BG2_protein	NP_013108.1	QNG14915.1
OG0002637	CBS138_protein	NP_013108.1	XP_447753.1
OG0002638	BG2_protein	NP_013109.1	QNG14916.1
OG0002638	CBS138_protein	NP_013109.1	XP_447754.1
OG0002639	BG2_protein	NP_012498.1	QNG14918.1
OG0002639	CBS138_protein	NP_012498.1	XP_447755.1
OG0002640	CBS138_protein	NP_012499.1	XP_447756.1
OG0002640	BG2_protein	NP_012499.1	QNG14919.1
OG0002641	BG2_protein	NP_012501.1	QNG14920.1
OG0002641	CBS138_protein	NP_012501.1	XP_447757.1
OG0002642	BG2_protein	NP_012503.2	QNG14921.1
OG0002642	CBS138_protein	NP_012503.2	XP_447758.2
OG0002643	CBS138_protein	NP_012504.3	XP_447759.1
OG0002643	BG2_protein	NP_012504.3	QNG14922.1
OG0002644	CBS138_protein	NP_012505.1	XP_447760.1
OG0002644	BG2_protein	NP_012505.1	QNG14923.1
OG0002645	BG2_protein	NP_013103.1	QNG14924.1
OG0002645	CBS138_protein	NP_013103.1	XP_447761.1
OG0002646	BG2_protein	NP_012810.1	QNG14925.1
OG0002646	CBS138_protein	NP_012810.1	XP_447762.1
OG0002647	CBS138_protein	NP_013816.1	XP_447763.1
OG0002647	BG2_protein	NP_013816.1	QNG14926.1
OG0002648	BG2_protein	NP_013815.1	QNG14927.1
OG0002648	CBS138_protein	NP_013815.1	XP_447764.1
OG0002649	CBS138_protein	NP_013812.1	XP_447765.1
OG0002649	BG2_protein	NP_013812.1	QNG14928.1
OG0002650	BG2_protein	NP_013811.1	QNG14929.1
OG0002650	CBS138_protein	NP_013811.1	XP_447766.1
OG0002651	CBS138_protein	NP_013810.1	XP_447767.1
OG0002651	BG2_protein	NP_013810.1	QNG14930.1
OG0002652	BG2_protein	NP_013809.1	QNG14931.1
OG0002652	CBS138_protein	NP_013809.1	XP_447768.1
OG0002653	BG2_protein	NP_013808.1	QNG14932.1
OG0002653	CBS138_protein	NP_013808.1	XP_447769.1
OG0002654	CBS138_protein	NP_013805.1	XP_447772.1
OG0002654	BG2_protein	NP_013805.1	QNG14935.1
OG0002655	CBS138_protein	NP_011850.1	XP_447776.1
OG0002655	BG2_protein	NP_011850.1	QNG14939.1
OG0002656	CBS138_protein	NP_013793.1	XP_447777.1
OG0002656	BG2_protein	NP_013793.1	QNG14940.1
OG0002657	CBS138_protein	NP_013791.1	XP_447778.1
OG0002657	BG2_protein	NP_013791.1	QNG14941.1
OG0002658	CBS138_protein	NP_015336.1	XP_447781.1
OG0002658	BG2_protein	NP_015336.1	QNG14943.1
OG0002659	BG2_protein	NP_001091638.1	QNG14944.1
OG0002659	CBS138_protein	NP_001091638.1	XP_002999566.1
OG0002660	CBS138_protein	NP_015335.1	XP_447785.1
OG0002660	BG2_protein	NP_015335.1	QNG14948.1
OG0002661	CBS138_protein	NP_012271.3	XP_447787.1
OG0002661	BG2_protein	NP_012271.3	QNG14950.1
OG0002662	CBS138_protein	NP_012270.1	XP_447788.1
OG0002662	BG2_protein	NP_012270.1	QNG14951.1
OG0002663	CBS138_protein	NP_012269.1	XP_447789.1
OG0002663	BG2_protein	NP_012269.1	QNG14952.1
OG0002664	CBS138_protein	NP_012268.3	XP_447790.1
OG0002664	BG2_protein	NP_012268.3	QNG14953.1
OG0002665	CBS138_protein	NP_012267.1	XP_447791.1
OG0002665	BG2_protein	NP_012267.1	QNG14954.1
OG0002666	CBS138_protein	NP_012260.1	XP_447792.1
OG0002666	BG2_protein	NP_012260.1	QNG14955.1
OG0002667	CBS138_protein	NP_012261.1	XP_447795.1
OG0002667	BG2_protein	NP_012261.1	QNG14958.1
OG0002668	CBS138_protein	NP_012262.3	XP_447796.1
OG0002668	BG2_protein	NP_012262.3	QNG14959.1
OG0002669	BG2_protein	NP_012263.1	QNG14960.1
OG0002669	CBS138_protein	NP_012263.1	XP_447797.1
OG0002670	BG2_protein	NP_012264.3	QNG14961.1
OG0002670	CBS138_protein	NP_012264.3	XP_447798.1
OG0002671	BG2_protein	NP_012265.3	QNG14962.1
OG0002671	CBS138_protein	NP_012265.3	XP_447799.1
OG0002672	CBS138_protein	NP_012266.1	XP_447800.1
OG0002672	BG2_protein	NP_012266.1	QNG14963.1
OG0002673	CBS138_protein	NP_010917.3	XP_447801.1
OG0002673	BG2_protein	NP_010917.3	QNG14964.1
OG0002674	BG2_protein	NP_010918.1	QNG14965.1
OG0002674	CBS138_protein	NP_010918.1	XP_447802.1
OG0002675	BG2_protein	NP_010923.3	QNG14966.1
OG0002675	CBS138_protein	NP_010923.3	XP_447803.1
OG0002676	BG2_protein	NP_012249.1	QNG14967.1
OG0002676	CBS138_protein	NP_012249.1	XP_447804.1
OG0002677	CBS138_protein	NP_012248.1	XP_447805.1
OG0002677	BG2_protein	NP_012248.1	QNG14968.1
OG0002678	BG2_protein	NP_012247.3	QNG14970.1
OG0002678	CBS138_protein	NP_012247.3	XP_447806.1
OG0002679	BG2_protein	NP_012245.1	QNG14971.1
OG0002679	CBS138_protein	NP_012245.1	XP_447808.1
OG0002680	CBS138_protein	NP_012244.3	XP_447809.1
OG0002680	BG2_protein	NP_012244.3	QNG14972.1
OG0002681	CBS138_protein	NP_012243.3	XP_447810.1
OG0002681	BG2_protein	NP_012243.3	QNG14973.1
OG0002682	CBS138_protein	NP_012242.1	XP_447811.1
OG0002682	BG2_protein	NP_012242.1	QNG14974.1
OG0002683	BG2_protein	NP_012233.1	QNG14975.1
OG0002683	CBS138_protein	NP_012233.1	XP_447812.1
OG0002684	CBS138_protein	NP_012234.3	XP_447813.1
OG0002684	BG2_protein	NP_012234.3	QNG14976.1
OG0002685	BG2_protein	NP_116696.2	QNG14982.1
OG0002685	CBS138_protein	NP_116696.2	XP_447820.1
OG0002686	CBS138_protein	NP_010962.1	XP_447821.1
OG0002686	BG2_protein	NP_010962.1	QNG14983.1
OG0002687	BG2_protein	NP_010968.1	QNG14987.1
OG0002687	CBS138_protein	NP_010968.1	XP_447825.1
OG0002688	CBS138_protein	NP_010969.1	XP_447826.1
OG0002688	BG2_protein	NP_010969.1	QNG14988.1
OG0002689	BG2_protein	NP_010970.4	QNG14989.1
OG0002689	CBS138_protein	NP_010970.4	XP_447827.1
OG0002690	CBS138_protein	NP_010971.1	XP_447828.1
OG0002690	BG2_protein	NP_010971.1	QNG14990.1
OG0002691	BG2_protein	NP_010972.1	QNG14991.1
OG0002691	CBS138_protein	NP_010972.1	XP_447829.1
OG0002692	CBS138_protein	NP_010979.1	XP_447831.1
OG0002692	BG2_protein	NP_010979.1	QNG14993.1
OG0002693	CBS138_protein	NP_010983.2	XP_447833.1
OG0002693	BG2_protein	NP_010983.2	QNG14995.1
OG0002694	CBS138_protein	NP_010985.1	XP_447834.1
OG0002694	BG2_protein	NP_010985.1	QNG14996.1
OG0002695	BG2_protein	NP_010987.3	QNG14998.1
OG0002695	CBS138_protein	NP_010987.3	XP_447837.2
OG0002696	BG2_protein	NP_010990.1	QNG14999.1
OG0002696	CBS138_protein	NP_010990.1	XP_447838.1
OG0002697	CBS138_protein	NP_010991.3	XP_447839.1
OG0002697	BG2_protein	NP_010991.3	QNG15000.1
OG0002698	CBS138_protein	NP_010992.1	XP_447840.1
OG0002698	BG2_protein	NP_010992.1	QNG15001.1
OG0002699	BG2_protein	NP_012196.1	QNG15003.1
OG0002699	CBS138_protein	NP_012196.1	XP_447842.1
OG0002700	CBS138_protein	NP_010994.3	XP_447843.1
OG0002700	BG2_protein	NP_010994.3	QNG15004.1
OG0002701	BG2_protein	NP_219496.2	QNG15007.1
OG0002701	CBS138_protein	NP_219496.2	XP_002999570.1
OG0002702	BG2_protein	NP_010998.2	QNG15008.1
OG0002702	CBS138_protein	NP_010998.2	XP_447846.1
OG0002703	BG2_protein	NP_011000.1	QNG15009.1
OG0002703	CBS138_protein	NP_011000.1	XP_447847.1
OG0002704	CBS138_protein	NP_011001.1	XP_447848.1
OG0002704	BG2_protein	NP_011001.1	QNG15010.1
OG0002705	BG2_protein	NP_011003.1	QNG15011.1
OG0002705	CBS138_protein	NP_011003.1	XP_447849.1
OG0002706	BG2_protein	NP_011005.1	QNG15012.1
OG0002706	CBS138_protein	NP_011005.1	XP_447850.1
OG0002707	CBS138_protein	NP_011006.2	XP_447851.1
OG0002707	BG2_protein	NP_011006.2	QNG15013.1
OG0002708	CBS138_protein	NP_014377.1	XP_447854.1
OG0002708	BG2_protein	NP_014377.1	QNG15016.1
OG0002709	BG2_protein	NP_009997.2	QNG15017.1
OG0002709	CBS138_protein	NP_009997.2	XP_447855.1
OG0002710	BG2_protein	NP_009996.2	QNG15018.1
OG0002710	CBS138_protein	NP_009996.2	XP_447856.1
OG0002711	CBS138_protein	NP_009994.2	XP_447858.1
OG0002711	BG2_protein	NP_009994.2	QNG15020.1
OG0002712	CBS138_protein	NP_009992.1	XP_447860.1
OG0002712	BG2_protein	NP_009992.1	QNG15022.1
OG0002713	BG2_protein	NP_009991.2	QNG15023.1
OG0002713	CBS138_protein	NP_009991.2	XP_447861.1
OG0002714	BG2_protein	NP_009990.1	QNG15024.1
OG0002714	CBS138_protein	NP_009990.1	XP_447862.1
OG0002715	BG2_protein	NP_015165.1	QNG15025.1
OG0002715	CBS138_protein	NP_015165.1	XP_447863.1
OG0002716	CBS138_protein	NP_014888.1	XP_447864.1
OG0002716	BG2_protein	NP_014888.1	QNG15026.1
OG0002717	CBS138_protein	NP_014887.3	XP_447865.1
OG0002717	BG2_protein	NP_014887.3	QNG15027.1
OG0002718	BG2_protein	NP_014886.1	QNG15028.1
OG0002718	CBS138_protein	NP_014886.1	XP_447866.1
OG0002719	BG2_protein	NP_014885.3	QNG15029.1
OG0002719	CBS138_protein	NP_014885.3	XP_447867.1
OG0002720	BG2_protein	NP_014884.1	QNG15030.1
OG0002720	CBS138_protein	NP_014884.1	XP_447868.1
OG0002721	BG2_protein	NP_014875.3	QNG15033.1
OG0002721	CBS138_protein	NP_014875.3	XP_447872.1
OG0002722	CBS138_protein	NP_014879.1	XP_447874.1
OG0002722	BG2_protein	NP_014879.1	QNG15035.1
OG0002723	CBS138_protein	NP_014881.2	XP_447876.1
OG0002723	BG2_protein	NP_014881.2	QNG15037.1
OG0002724	BG2_protein	NP_014871.3	QNG15040.1
OG0002724	CBS138_protein	NP_014871.3	XP_447879.1
OG0002725	CBS138_protein	NP_014869.3	XP_447881.1
OG0002725	BG2_protein	NP_014869.3	QNG15042.1
OG0002726	BG2_protein	NP_014867.1	QNG15043.1
OG0002726	CBS138_protein	NP_014867.1	XP_447882.1
OG0002727	BG2_protein	NP_014866.3	QNG15044.1
OG0002727	CBS138_protein	NP_014866.3	XP_447883.1
OG0002728	CBS138_protein	NP_014864.4	XP_447885.1
OG0002728	BG2_protein	NP_014864.4	QNG15046.1
OG0002729	CBS138_protein	NP_014863.1	XP_447886.1
OG0002729	BG2_protein	NP_014863.1	QNG15047.1
OG0002730	CBS138_protein	NP_116641.1	XP_447887.1
OG0002730	BG2_protein	NP_116641.1	QNG15048.1
OG0002731	BG2_protein	NP_116640.1	QNG15049.1
OG0002731	CBS138_protein	NP_116640.1	XP_447888.1
OG0002732	BG2_protein	NP_116638.1	QNG15050.1
OG0002732	CBS138_protein	NP_116638.1	XP_447889.1
OG0002733	BG2_protein	NP_013961.1	QNG15051.1
OG0002733	CBS138_protein	NP_013961.1	XP_447890.1
OG0002734	CBS138_protein	NP_009538.1	XP_447891.1
OG0002734	BG2_protein	NP_009538.1	QNG15052.1
OG0002735	BG2_protein	NP_009537.1	QNG15053.1
OG0002735	CBS138_protein	NP_009537.1	XP_447892.1
OG0002736	BG2_protein	NP_009535.1	QNG15055.1
OG0002736	CBS138_protein	NP_009535.1	XP_447894.1
OG0002737	CBS138_protein	NP_009534.1	XP_447895.1
OG0002737	BG2_protein	NP_009534.1	QNG15056.1
OG0002738	BG2_protein	NP_009533.1	QNG15057.1
OG0002738	CBS138_protein	NP_009533.1	XP_447896.1
OG0002739	BG2_protein	NP_009532.1	QNG15058.1
OG0002739	CBS138_protein	NP_009532.1	XP_447897.1
OG0002740	CBS138_protein	NP_009531.1	XP_447898.1
OG0002740	BG2_protein	NP_009531.1	QNG15059.1
OG0002741	CBS138_protein	NP_009530.1	XP_447899.1
OG0002741	BG2_protein	NP_009530.1	QNG15060.1
OG0002742	CBS138_protein	NP_013518.3	XP_447900.1
OG0002742	BG2_protein	NP_013518.3	QNG15061.1
OG0002743	CBS138_protein	NP_013521.3	XP_447901.1
OG0002743	BG2_protein	NP_013521.3	QNG15062.1
OG0002744	CBS138_protein	NP_013522.1	XP_447902.1
OG0002744	BG2_protein	NP_013522.1	QNG15063.1
OG0002745	BG2_protein	NP_013523.3	QNG15064.1
OG0002745	CBS138_protein	NP_013523.3	XP_447903.1
OG0002746	CBS138_protein	NP_012730.1	XP_447905.1
OG0002746	BG2_protein	NP_012730.1	QNG15066.1
OG0002747	BG2_protein	NP_013524.1	QNG15067.1
OG0002747	CBS138_protein	NP_013524.1	XP_447906.1
OG0002748	BG2_protein	NP_013525.3	QNG15068.1
OG0002748	CBS138_protein	NP_013525.3	XP_447907.1
OG0002749	BG2_protein	NP_013526.1	QNG15069.1
OG0002749	CBS138_protein	NP_013526.1	XP_447908.1
OG0002750	CBS138_protein	NP_013527.3	XP_447910.1
OG0002750	BG2_protein	NP_013527.3	QNG15071.1
OG0002751	BG2_protein	NP_013528.1	QNG15072.1
OG0002751	CBS138_protein	NP_013528.1	XP_447911.1
OG0002752	BG2_protein	NP_013529.3	QNG15073.1
OG0002752	CBS138_protein	NP_013529.3	XP_447912.1
OG0002753	CBS138_protein	NP_013530.1	XP_447913.1
OG0002753	BG2_protein	NP_013530.1	QNG15074.1
OG0002754	CBS138_protein	NP_013531.3	XP_447914.1
OG0002754	BG2_protein	NP_013531.3	QNG15075.1
OG0002755	BG2_protein	NP_013533.1	QNG15076.1
OG0002755	CBS138_protein	NP_013533.1	XP_447915.1
OG0002756	BG2_protein	NP_012489.2	QNG15077.1
OG0002756	CBS138_protein	NP_012489.2	XP_447916.1
OG0002757	CBS138_protein	NP_012488.3	XP_447917.1
