!
!Date: 05/27/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
MSN2	YMR037C	PNS1	YOR161C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	POG1	YIL122W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	POL30	YBR088C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	POP1	YNL221C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	POP7	YBR167C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PPE1	YHR075C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PPH3	YDR075W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PRC1	YMR297W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PRE7	YBL041W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PRY1	YJL079C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PSG1	YKL077W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PST2	YDR032C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PST2	YDR032C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PTH4	YOL114C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PTH4	YOL114C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PTR2	YKR093W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PTR3	YFR029W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PUT1	YLR142W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PXP1	YEL020C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PYK2	YOR347C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RAD17	YOR368W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RAS1	YOR101W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RAS2	YNL098C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RBA50	YDR527W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	RCF2	YNR018W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RCI37	YIL077C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RCK2	YLR248W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RFX1	YLR176C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RGI2	YIL057C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RHO5	YNL180C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RIB3	YDR487C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RIM8	YGL045W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RIX7	YLL034C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ROD1	YOR018W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	RPC17	YJL011C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPD3	YNL330C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPF2	YKR081C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPH1	YER169W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RPL14B	YHL001W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPN11	YFR004W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPS5	YJR123W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPS7B	YNL096C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RPS9A	YPL081W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RRI1	YDL216C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RRP3	YHR065C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RRP36	YOR287C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RRT15	YLR162W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RRT15	YLR162W-A		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	RRT15	YLR162W-A	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RSM10	YDR041W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RSO55	YLR281C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	RTC4	YNL254C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RTN1	YDR233C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	RTS3	YGR161C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SAE2	YGL175C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SAH1	YER043C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SAM2	YDR502C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SAM3	YPL274W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SAS10	YDL153C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SCO2	YBR024W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SCP1	YOR367W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SCW10	YMR305C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SCW10	YMR305C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SEN15	YMR059W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SFK1	YKL051W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SFM1	YOR021C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SGA1	YIL099W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SHQ1	YIL104C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SIM1	YIL123W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SIM1	YIL123W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SIP4	YJL089W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SIS1	YNL007C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SKG3	YLR187W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SKM1	YOL113W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SKP2	YNL311C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SKS1	YPL026C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SMM1	YNR015W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SMN1	YHR202W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SNA2	YDR525W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SNA2	YDR525W-A		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SNR18	YNCA0003W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SNX4	YJL036W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SOA1	YIL166C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SOD1	YJR104C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SOD2	YHR008C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SOF1	YLL011W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SOK2	YMR016C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SPO21	YOL091W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SPO24	YPR036W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SRF1	YDL133W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SRL1	YOR247W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SSA1	YAL005C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SSA1	YAL005C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SSA1	YAL005C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SSC1	YJR045C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	SSY1	YDR160W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	SUL1	YBR294W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SUN4	YNL066W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	SVL3	YPL032C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TAH11	YJR046W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TAT2	YOL020W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TAZ1	YPR140W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TCB1	YOR086C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TDH1	YJL052W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TDH2	YJR009C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TDH3	YGR192C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TDH3	YGR192C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TDH3	YGR192C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TEC1	YBR083W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TFB3	YDR460W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	THI7	YLR237W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TIR1	YER011W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TMA10	YLR327C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TOM22	YNL131W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TOP3	YLR234W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TOS6	YNL300W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TOS8	YGL096W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TOS8	YGL096W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TPI1	YDR050C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TPK1	YJL164C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TPO2	YGR138C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TPO4	YOR273C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TPO4	YOR273C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	TPS2	YDR074W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TRE2	YOR256C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TRP4	YDR354W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TSL1	YML100W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TSL1	YML100W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	TUB2	YFL037W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	TVP23	YDR084C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	TVP38	YKR088C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UBA4	YHR111W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UCC1	YLR224W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UGO1	YDR470C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UGP1	YKL035W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UGX2	YDL169C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UIP4	YPL186C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	UPF3	YGR072W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	UPS2	YLR168C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	URH1	YDR400W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	UTH1	YKR042W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
